evt_cmd_shoot_toggle,evt_cmd_vt03_trigger,evt_fn1_cur,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
0,0,0,0,0,1,0,0,0.0,2,2,158683,3173703,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158684,3173723,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158685,3173743,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158686,3173763,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158687,3173783,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158688,3173803,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158689,3173823,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158690,3173843,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158691,3173863,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158692,3173883,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158693,3173903,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158694,3173923,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158695,3173943,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158696,3173963,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158697,3173983,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158698,3174003,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158699,3174023,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158700,3174043,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158701,3174063,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158702,3174083,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158703,3174103,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158704,3174123,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158705,3174143,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158706,3174163,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158707,3174183,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158708,3174203,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158709,3174223,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158710,3174243,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158711,3174263,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158712,3174283,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158713,3174303,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158714,3174323,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158715,3174343,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158716,3174363,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158717,3174383,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158718,3174403,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158719,3174423,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158720,3174443,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158721,3174463,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158722,3174483,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158723,3174503,0,0.0,0
0,0,0,0,1,1,0,0,0.0,2,2,158724,3174523,0,0.0,0
0,0,0,0,1,1,0,0,0.0,2,2,158725,3174543,0,0.0,0
0,0,0,0,1,1,0,0,0.0,2,2,158726,3174563,0,0.0,0
0,0,0,0,1,1,0,0,0.0,2,2,158727,3174583,0,0.0,0
0,0,0,0,1,1,0,0,0.0,2,2,158728,3174603,0,0.0,0
0,0,0,0,1,1,0,0,0.0,2,2,158729,3174623,0,0.0,0
0,0,0,0,1,1,0,0,0.0,2,2,158730,3174643,0,0.0,0
0,0,0,0,1,1,0,0,0.0,2,2,158731,3174663,0,0.0,0
0,0,0,0,1,1,0,0,0.0,2,2,158732,3174683,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158733,3174703,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158734,3174723,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158735,3174743,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158736,3174763,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158737,3174783,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158738,3174803,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158739,3174823,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158740,3174843,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158741,3174863,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158742,3174883,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158743,3174903,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158744,3174923,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158745,3174943,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158746,3174963,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158747,3174983,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158748,3175003,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158749,3175023,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158750,3175043,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158751,3175063,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158752,3175083,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158753,3175103,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158754,3175123,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158755,3175143,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158756,3175163,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158757,3175183,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158758,3175203,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158759,3175223,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158760,3175243,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158761,3175263,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158762,3175283,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158763,3175303,0,0.0,0
