evt_cmd_shoot_toggle,evt_cmd_vt03_trigger,evt_fn1_cur,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
0,0,0,0,0,1,0,0,0.0,2,2,158764,3175323,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158765,3175343,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158766,3175363,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158767,3175383,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158768,3175403,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158769,3175423,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158770,3175443,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158771,3175463,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158772,3175483,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158773,3175503,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158774,3175523,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158775,3175543,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158776,3175563,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158777,3175583,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158778,3175603,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158779,3175623,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158780,3175643,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158781,3175663,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158782,3175683,0,0.0,0
0,0,0,0,0,1,0,0,0.0,2,2,158783,3175703,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158784,3175723,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158785,3175743,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158786,3175763,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158787,3175783,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158788,3175803,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158789,3175823,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158790,3175843,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158791,3175863,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158792,3175883,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158793,3175903,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158794,3175923,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158795,3175943,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158796,3175963,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158797,3175983,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158798,3176003,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158799,3176023,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158800,3176043,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158801,3176063,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158802,3176083,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158803,3176103,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158804,3176123,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158805,3176143,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158806,3176163,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158807,3176183,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158808,3176203,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158809,3176223,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158810,3176243,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158811,3176263,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158812,3176283,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158813,3176303,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158814,3176323,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158815,3176343,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158816,3176363,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158817,3176383,0,0.0,0
0,0,0,1,0,1,0,0,0.0,3,2,158818,3176403,0,0.0,0
