pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
10477,0.109,0.189,-660
10478,0.109,0.189,-660
10481,0.109,0.189,-660
10483,0.109,0.189,-660
10485,0.109,0.189,-660
10487,0.109,0.189,-660
10489,0.109,0.189,-660
10491,0.109,0.189,-660
10493,0.109,0.189,-660
10495,0.109,0.189,-660
10497,0.109,0.189,-660
10499,0.109,0.189,-660
10501,0.109,0.189,-660
10503,0.109,0.189,-660
10505,0.109,0.189,-660
10508,0.109,0.189,-660
10509,0.109,0.189,-660
10511,0.109,0.189,-660
10513,0.109,0.189,-660
10515,0.109,0.189,-660
10517,0.109,0.189,-660
10519,0.109,0.189,-660
10521,0.109,0.189,-660
10523,0.109,0.189,-660
10525,0.109,0.189,-660
10529,0.109,0.189,-660
10530,0.109,0.189,-660
10531,0.109,0.189,-660
10533,0.109,0.189,-660
10535,0.109,0.189,-660
10537,0.109,0.189,-660
10539,0.109,0.189,-660
10541,0.109,0.189,-660
10543,0.109,0.189,-660
10545,0.109,0.189,-660
10548,0.109,0.189,-660
10549,0.109,0.189,-660
10551,0.109,0.189,-660
10554,0.109,0.189,-660
10555,0.109,0.189,-660
10557,0.109,0.189,-660
10559,0.109,0.189,-660
10561,0.109,0.189,-660
10563,0.109,0.189,-660
10565,0.109,0.189,-660
10567,0.109,0.189,-660
10569,0.109,0.189,-660
10571,0.109,0.189,-660
10573,0.109,0.189,-660
10575,0.109,0.189,-660
10577,0.109,0.189,-660
10579,0.109,0.189,-660
10581,0.109,0.189,-660
10583,0.109,0.189,-660
10585,0.109,0.189,-660
10587,0.109,0.189,-660
10589,0.109,0.189,-660
10591,0.109,0.189,-660
10593,0.109,0.189,-660
10595,0.109,0.189,-660
10597,0.109,0.189,-660
10599,0.109,0.189,-660
10601,0.109,0.189,-660
10603,0.109,0.189,-660
10605,0.109,0.189,-660
10607,0.109,0.189,-660
10609,0.109,0.189,-660
10611,0.109,0.189,-660
10614,0.109,0.189,-660
10615,0.109,0.189,-660
10617,0.109,0.189,-660
10620,0.109,0.189,-660
10621,0.109,0.189,-660
10623,0.109,0.189,-660
10625,0.109,0.189,-660
10627,0.109,0.189,-660
10629,0.109,0.189,-660
10631,0.109,0.189,-660
10633,0.109,0.189,-660
10635,0.109,0.189,-660
10638,0.109,0.189,-660
10639,0.109,0.189,-660
10641,0.109,0.189,-660
10643,0.109,0.189,-660
10645,0.109,0.189,-660
10647,0.109,0.189,-660
10650,0.109,0.189,-660
10652,0.109,0.189,-660
10653,0.109,0.189,-660
10655,0.109,0.189,-660
10657,0.109,0.189,-660
10659,0.109,0.189,-660
10661,0.109,0.189,-660
10663,0.109,0.189,-660
10665,0.109,0.189,-660
10667,0.109,0.189,-660
10669,0.109,0.189,-660
10671,0.109,0.189,-660
10673,0.109,0.189,-660
10675,0.109,0.189,-660
10677,0.109,0.189,-660
10679,0.109,0.189,-660
10681,0.109,0.189,-660
10684,0.109,0.189,-660
10686,0.109,0.189,-660
10687,0.109,0.189,-660
10689,0.109,0.189,-660
10691,0.109,0.189,-660
10694,0.109,0.189,-660
10695,0.109,0.189,-660
10700,0.109,0.189,-660
10700,0.109,0.189,-660
10701,0.109,0.189,-660
10705,0.109,0.189,-660
10707,0.109,0.189,-660
10710,0.109,0.189,-660
10711,0.109,0.189,-660
10712,0.109,0.189,-660
10714,0.109,0.189,-660
10716,0.109,0.189,-660
10717,0.109,0.189,-660
10719,0.109,0.189,-660
10721,0.109,0.189,-660
10723,0.109,0.189,-660
10727,0.109,0.189,-660
10730,0.109,0.189,-660
10730,0.109,0.189,-660
10731,0.109,0.189,-660
10735,0.109,0.189,-660
10737,0.109,0.189,-660
10692,0.11,0.189,-660
10696,0.11,0.189,-660
10743,0.109,0.189,-660
10743,0.109,0.189,-660
10745,0.109,0.189,-660
10747,0.109,0.189,-660
10749,0.109,0.189,-660
10753,0.109,0.189,-660
10754,0.109,0.189,-660
10755,0.109,0.189,-660
10757,0.109,0.189,-660
10762,0.109,0.189,-660
10764,0.109,0.189,-660
10720,0.11,0.189,-660
10767,0.109,0.189,-660
10770,0.109,0.189,-660
10773,0.109,0.189,-660
10733,0.11,0.189,-660
10733,0.11,0.189,-660
10780,0.109,0.189,-660
10781,0.109,0.189,-660
10782,0.109,0.189,-660
10784,0.109,0.189,-660
10784,0.109,0.189,-660
10788,0.109,0.189,-660
10789,0.109,0.189,-660
10791,0.109,0.189,-660
10793,0.109,0.189,-660
10796,0.109,0.189,-660
10801,0.109,0.189,-660
10800,0.109,0.189,-660
10803,0.109,0.189,-660
10802,0.109,0.189,-660
10805,0.109,0.189,-660
10812,0.109,0.189,-660
10814,0.109,0.189,-660
10770,0.11,0.189,-660
10818,0.109,0.189,-660
10817,0.109,0.189,-660
10820,0.109,0.189,-660
10773,0.11,0.189,-660
10779,0.11,0.189,-660
10826,0.109,0.189,-660
10826,0.109,0.189,-660
10829,0.109,0.189,-660
10832,0.109,0.189,-660
10835,0.109,0.189,-660
10837,0.109,0.189,-660
10840,0.109,0.189,-660
10842,0.109,0.189,-660
10843,0.109,0.189,-660
10847,0.109,0.189,-660
10846,0.109,0.189,-660
10847,0.109,0.189,-660
10849,0.109,0.189,-660
10808,0.11,0.189,-660
10856,0.109,0.189,-660
10810,0.11,0.189,-660
10862,0.109,0.189,-660
10866,0.109,0.189,-660
10867,0.109,0.189,-660
10866,0.109,0.189,-660
10869,0.109,0.189,-660
10867,0.109,0.189,-660
10873,0.109,0.189,-660
10832,0.11,0.189,-660
10878,0.109,0.189,-660
10832,0.11,0.189,-660
10835,0.11,0.189,-660
10883,0.109,0.189,-660
10840,0.11,0.189,-660
10839,0.11,0.189,-660
10843,0.11,0.189,-660
10849,0.11,0.189,-660
10896,0.109,0.189,-660
10847,0.11,0.189,-660
10896,0.109,0.189,-660
10853,0.11,0.189,-660
10858,0.11,0.189,-660
10859,0.11,0.189,-660
10864,0.11,0.189,-660
10912,0.109,0.189,-660
10866,0.11,0.189,-660
10869,0.11,0.189,-660
10915,0.109,0.189,-660
10917,0.109,0.189,-660
10874,0.11,0.189,-660
10879,0.11,0.189,-660
10928,0.109,0.189,-660
10925,0.109,0.189,-660
10930,0.109,0.189,-660
10887,0.11,0.189,-660
10936,0.109,0.189,-660
10938,0.109,0.189,-660
10938,0.109,0.189,-660
10938,0.109,0.189,-660
10894,0.11,0.189,-660
10896,0.11,0.189,-660
10899,0.11,0.189,-660
10952,0.109,0.189,-660
10907,0.11,0.189,-660
10905,0.11,0.189,-660
10908,0.11,0.189,-660
10958,0.109,0.189,-660
10912,0.11,0.189,-660
10957,0.109,0.189,-660
10963,0.109,0.189,-660
10916,0.11,0.189,-660
10965,0.109,0.189,-660
10922,0.11,0.189,-660
10925,0.11,0.189,-660
10973,0.109,0.189,-660
10928,0.11,0.189,-660
10929,0.11,0.189,-660
10981,0.109,0.189,-660
10936,0.11,0.189,-660
10985,0.109,0.189,-660
10942,0.11,0.189,-660
10990,0.109,0.189,-660
