rc_ch0,rc_ch1,rc_ch2,rc_ch3,rc_s0,vt03_toe
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
0,0,0,0,2,1
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
0,0,0,0,2,0
-660,0,660,0,3,0
-660,0,660,0,3,0
0,0,0,0,2,1
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
0,0,0,0,2,1
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
0,0,0,0,2,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
0,0,0,0,2,1
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
0,0,0,0,2,1
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
0,0,0,0,2,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
0,0,0,0,2,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
-660,0,660,0,3,0
