bullet_cnt,fric1_rpm,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,4,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,-3,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
0,0,0,0,3881,3881,0.0
