bullet_cnt,fric1_rpm,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd
22,4898,2,0,1134857,1134857,0.0
22,4873,2,0,1134857,1134857,0.0
22,4877,2,0,1134857,1134857,0.0
22,4923,2,0,1134857,1134857,0.0
22,4854,2,0,1134857,1134857,0.0
22,4892,2,0,1134857,1134857,0.0
22,4875,2,0,1134857,1134857,0.0
22,4886,2,0,1134857,1134857,0.0
22,4879,2,0,1134857,1134857,0.0
22,4911,2,0,1134857,1134857,0.0
22,4848,2,0,1134857,1134857,0.0
22,4903,2,0,1134857,1134857,0.0
22,4871,2,0,1134857,1134857,0.0
22,4879,2,0,1134857,1134857,0.0
22,4926,2,0,1134857,1134857,0.0
22,4856,2,0,1134857,1134857,0.0
22,4892,2,0,1134857,1134857,0.0
22,4875,2,0,1134857,1134857,0.0
22,4867,2,0,1134857,1134857,0.0
22,4932,2,0,1134857,1134857,0.0
22,4869,2,0,1134857,1134857,0.0
22,4900,2,0,1134857,1134857,0.0
22,4877,2,0,1134857,1134857,0.0
22,4846,2,0,1134857,1134857,0.0
22,4877,2,0,1134857,1134857,0.0
22,4923,2,0,1134857,1134857,0.0
22,4859,2,0,1134857,1134857,0.0
22,4892,2,0,1134857,1134857,0.0
22,4877,2,0,1134857,1134857,0.0
22,4867,2,0,1134857,1134857,0.0
22,4932,2,0,1134857,1134857,0.0
22,4869,2,0,1134857,1134857,0.0
22,4898,2,0,1134857,1134857,0.0
22,4882,2,0,1134857,1134857,0.0
22,4846,2,0,1134857,1134857,0.0
22,4907,2,0,1134857,1134857,0.0
22,4861,2,0,1134857,1134857,0.0
22,4888,2,0,1134857,1134857,0.0
22,4888,2,0,1134857,1134857,0.0
22,4877,2,0,1134857,1134857,0.0
22,4865,2,0,1134857,1134857,0.0
22,4934,2,0,1134857,1134857,0.0
22,4869,2,0,1134857,1134857,0.0
22,4898,2,0,1134857,1134857,0.0
22,4879,2,0,1134857,1134857,0.0
22,4846,2,0,1134857,1134857,0.0
22,4907,2,0,1134857,1134857,0.0
22,4859,2,0,1134857,1134857,0.0
22,4890,2,0,1134857,1134857,0.0
22,4892,2,0,1134857,1134857,0.0
22,4863,2,0,1134857,1134857,0.0
22,4915,2,0,1134857,1134857,0.0
22,4869,2,0,1134857,1134857,0.0
22,4892,2,0,1134857,1134857,0.0
22,4896,2,0,1134857,1134857,0.0
22,4884,2,0,1134857,1134857,0.0
22,4844,2,0,1134857,1134857,0.0
22,4909,2,0,1134857,1134857,0.0
22,4859,2,0,1134857,1134857,0.0
22,4888,2,0,1134857,1134857,0.0
22,4894,2,0,1134857,1134857,0.0
22,4863,2,0,1134857,1134857,0.0
22,4915,2,0,1134857,1134857,0.0
22,4873,2,0,1134857,1134857,0.0
22,4890,2,0,1134857,1134857,0.0
22,4882,2,0,1134857,1134857,0.0
22,4882,2,0,1134857,1134857,0.0
22,4905,2,0,1134857,1134857,0.0
22,4882,2,0,1134857,1134857,0.0
22,4894,2,0,1134857,1134857,0.0
22,4884,2,0,1134857,1134857,0.0
22,4898,2,0,1134857,1134857,0.0
22,4867,2,0,1134857,1134857,0.0
22,4917,2,0,1134857,1134857,0.0
22,4869,2,0,1134857,1134857,0.0
22,4892,2,0,1134857,1134857,0.0
22,4884,2,0,1134857,1134857,0.0
22,4884,2,0,1134857,1134857,0.0
22,4907,2,0,1134857,1134857,0.0
22,4882,2,0,1134857,1134857,0.0
22,4896,2,0,1134857,1134857,0.0
22,4873,2,0,1134857,1134857,0.0
22,4871,2,0,1134857,1134857,0.0
22,4903,2,0,1134857,1134857,0.0
22,4869,2,0,1134857,1134857,0.0
22,4871,2,0,1134857,1134857,0.0
22,4882,2,0,1134857,1134857,0.0
22,4884,2,0,1134857,1134857,0.0
22,4884,2,0,1134857,1134857,0.0
22,4907,2,0,1134857,1134857,0.0
22,4884,2,0,1134857,1134857,0.0
22,4898,2,0,1134857,1134857,0.0
22,4873,2,0,1134857,1134857,0.0
22,4869,2,0,1134857,1134857,0.0
22,4900,2,0,1134857,1134857,0.0
22,4867,2,0,1134857,1134857,0.0
22,4915,2,0,1134857,1134857,0.0
22,4879,2,0,1134857,1134857,0.0
22,4877,2,0,1134857,1134857,0.0
22,4911,2,0,1134857,1134857,0.0
22,4846,2,0,1134857,1134857,0.0
22,4909,2,0,1134857,1134857,0.0
22,4896,2,0,1134857,1134857,0.0
22,4871,2,0,1134857,1134857,0.0
22,4871,2,0,1134857,1134857,0.0
22,4903,2,0,1134857,1134857,0.0
22,4867,2,0,1134857,1134857,0.0
22,4911,2,0,1134857,1134857,0.0
22,4886,2,0,1134857,1134857,0.0
22,4875,2,0,1134857,1134857,0.0
22,4913,2,0,1134857,1134857,0.0
22,4842,2,0,1134857,1134857,0.0
22,4903,2,0,1134857,1134857,0.0
22,4871,2,0,1134857,1134857,0.0
22,4882,2,0,1134857,1134857,0.0
22,4923,2,0,1134857,1134857,0.0
22,4905,2,0,1134857,1134857,0.0
22,4869,2,0,1134857,1134857,0.0
22,4913,2,0,1134857,1134857,0.0
22,4884,2,0,1134857,1134857,0.0
22,4877,2,0,1134857,1134857,0.0
22,4913,2,0,1134857,1134857,0.0
22,4844,2,0,1134857,1134857,0.0
22,4898,2,0,1134857,1134857,0.0
22,4871,2,0,1134857,1134857,0.0
22,4882,2,0,1134857,1134857,0.0
22,4923,2,0,1134857,1134857,0.0
22,4856,2,0,1134857,1134857,0.0
22,4894,2,0,1134857,1134857,0.0
22,4873,2,0,1134857,1134857,0.0
22,4869,2,0,1134857,1134857,0.0
22,4932,2,0,1134857,1134857,0.0
22,4871,2,0,1134857,1134857,0.0
22,4844,2,0,1134857,1134857,0.0
22,4894,2,0,1134857,1134857,0.0
22,4871,2,0,1134857,1134857,0.0
22,4879,2,0,1134857,1134857,0.0
22,4928,2,0,1134857,1134857,0.0
22,4856,2,0,1134857,1134857,0.0
22,4892,2,0,1134857,1134857,0.0
22,4877,2,0,1134857,1134857,0.0
22,4867,2,0,1134857,1134857,0.0
22,4932,2,0,1134857,1134857,0.0
22,4867,2,0,1134857,1134857,0.0
22,4903,2,0,1134857,1134857,0.0
22,4882,2,0,1134857,1134857,0.0
22,4848,2,0,1134857,1134857,0.0
22,4879,2,0,1134857,1134857,0.0
22,4926,2,0,1134857,1134857,0.0
