evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd_set,vt03_toe
1,0,1,9443,-9673,93400.0,3,2,154856,3097163,0,27960368,27960356,0.0,0
1,0,1,9450,-9633,93400.0,3,2,154857,3097183,0,27960368,27960356,0.0,0
1,0,1,9448,-9668,93400.0,3,2,154858,3097203,0,27960368,27960356,0.0,0
1,0,1,9454,-9620,93400.0,3,2,154859,3097223,0,27960368,27960356,0.0,0
1,0,1,9460,-9677,93400.0,3,2,154860,3097243,0,27960368,27960356,0.0,0
1,0,1,9471,-9639,93400.0,3,2,154861,3097263,0,27960368,27960356,0.0,0
1,0,1,9487,-9671,93400.0,3,2,154862,3097283,0,27960368,27960356,0.0,0
1,0,1,9479,-9616,93400.0,3,2,154863,3097303,0,27960368,27960356,0.0,0
1,0,1,9471,-9666,93400.0,3,2,154864,3097323,0,27960368,27960356,0.0,0
1,0,1,9458,-9645,93400.0,3,2,154865,3097343,0,27960368,27960356,0.0,0
1,0,1,9452,-9658,93400.0,3,2,154866,3097363,0,27960368,27960356,0.0,0
1,0,1,9441,-9624,93400.0,3,2,154867,3097383,0,27960368,27960356,0.0,0
1,0,1,9441,-9652,93400.0,3,2,154868,3097403,0,27960368,27960356,0.0,0
1,0,1,9450,-9656,93400.0,3,2,154869,3097423,0,27960368,27960356,0.0,0
1,0,1,9446,-9660,93400.0,3,2,154870,3097443,0,27960368,27960356,0.0,0
1,0,1,9450,-9645,93400.0,3,2,154871,3097463,0,27960368,27960356,0.0,0
1,0,1,9458,-9641,93400.0,3,2,154872,3097483,0,27960368,27960356,0.0,0
1,0,1,9469,-9660,93400.0,3,2,154873,3097503,0,27960368,27960356,0.0,0
1,0,1,9483,-9654,93400.0,3,2,154874,3097523,0,27960368,27960356,0.0,0
1,0,1,9483,-9654,93400.0,3,2,154875,3097543,0,27960368,27960356,0.0,0
1,0,1,9475,-9629,93400.0,3,2,154876,3097563,0,27960368,27960356,0.0,0
