bullet_cnt,fric1_rpm,local_heat,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd
45,4771,12.319,6,-1784,4106130,4046997,9.811
45,4846,12.079,6,-1461,4112131,4046997,5.83
45,4854,11.839,6,-900,4114103,4046997,1.883
45,4911,11.599,2,0,4113665,4113665,-0.594
45,4932,11.359,2,0,4113274,4113274,-0.424
45,4869,11.119,2,0,4113198,4113198,-0.047
45,4894,10.879,2,0,4113209,4113209,0.01
45,4890,10.639,2,0,4113208,4113208,-0.001
45,4848,10.399,2,0,4113208,4113208,0.0
45,4909,10.159,2,0,4113208,4113208,0.0
45,4856,9.919,2,0,4113208,4113208,0.0
45,4884,9.679,2,0,4113208,4113208,0.0
45,4898,9.439,2,0,4113208,4113208,0.0
45,4865,9.199,2,0,4113209,4113209,0.0
45,4915,8.959,2,0,4113209,4113209,0.0
45,4869,8.719,2,0,4113209,4113209,0.0
45,4886,8.479,2,0,4113209,4113209,0.0
45,4886,8.239,2,0,4113209,4113209,0.0
45,4879,7.999,2,0,4113209,4113209,0.0
45,4844,7.759,4,10000,4113659,4150073,0.304
45,4907,7.519,4,10000,4121808,4150073,9.207
45,4578,7.279,4,10000,4138686,4150073,18.398
46,4764,17.039,6,-2186,4163858,4150073,27.452
46,4691,16.799,6,-2717,4194508,4150073,22.573
46,4802,16.559,6,-2805,4210500,4150073,16.921
46,4685,16.319,6,-1533,4217685,4150073,7.263
46,4804,16.079,6,-1244,4221703,4150073,4.112
46,4884,15.839,6,-712,4222598,4150073,0.716
46,4869,15.599,2,0,4222126,4222126,-0.575
46,4848,15.359,2,0,4221824,4221824,-0.295
46,4907,15.119,2,0,4221623,4221623,-0.229
46,4859,14.879,2,0,4221574,4221574,-0.043
46,4890,14.639,2,0,4221576,4221576,0.0
46,4888,14.399,2,0,4221576,4221576,0.0
46,4867,14.159,2,0,4221576,4221576,0.0
46,4869,13.919,2,0,4221576,4221576,0.0
46,4932,13.679,2,0,4221576,4221576,0.0
46,4869,13.439,2,0,4221576,4221576,0.0
46,4903,13.199,2,0,4221576,4221576,0.0
46,4879,12.959,2,0,4221576,4221576,0.0
46,4850,12.719,2,0,4221576,4221576,0.0
46,4905,12.479,2,0,4221576,4221576,0.0
46,4861,12.239,2,0,4221576,4221576,0.0
46,4892,11.999,2,0,4221576,4221576,0.0
46,4888,11.759,2,0,4221576,4221576,0.0
46,4867,11.519,4,10000,4221584,4258440,0.0
46,4913,11.279,4,10000,4227672,4258440,6.792
46,4871,11.039,4,10000,4244069,4258440,18.334
47,4641,20.799,6,-1190,4267039,4258440,25.077
47,4819,20.559,6,-2291,4288790,4258440,23.105
47,4729,20.32,6,-2523,4306951,4258440,18.151
47,4854,20.08,6,-2328,4318882,4258440,12.498
47,4873,19.84,6,-586,4321070,4258440,1.746
47,4674,19.6,2,0,4321013,4321013,-0.224
47,4842,19.36,2,0,4321020,4321020,0.002
47,4854,19.12,2,0,4321020,4321020,0.0
47,4859,18.88,2,0,4321020,4321020,0.0
47,4930,18.64,2,0,4321020,4321020,0.0
47,4867,18.4,2,0,4321020,4321020,0.0
47,4894,18.16,2,0,4321020,4321020,0.0
47,4888,17.92,2,0,4321020,4321020,0.0
47,4848,17.68,2,0,4321020,4321020,0.0
47,4907,17.44,2,0,4321020,4321020,0.0
47,4856,17.2,2,0,4321019,4321019,-0.001
47,4884,16.96,2,0,4321019,4321019,0.0
47,4900,16.72,2,0,4321019,4321019,0.0
47,4865,16.48,2,0,4321019,4321019,0.0
47,4915,16.24,2,0,4321019,4321019,0.0
47,4930,16.0,2,0,4321019,4321019,-0.001
47,4869,15.76,2,0,4321019,4321019,0.0
47,4894,15.52,2,0,4321019,4321019,0.0
47,4890,15.28,2,0,4321019,4321019,0.0
47,4844,15.04,4,10000,4324229,4357883,3.664
47,4907,14.8,4,10000,4337673,4357883,14.644
48,4859,24.56,6,-1038,4361085,4357883,25.781
48,4702,24.32,6,-2143,4383426,4357883,23.771
48,4806,24.08,6,-1946,4399247,4357883,16.425
48,4718,23.84,6,-1607,4409761,4357883,10.852
48,4846,23.6,6,-1447,4416812,4357883,7.308
48,4886,23.36,6,-1040,4420647,4357883,3.625
48,4848,23.12,2,0,4421080,4421080,0.184
48,4917,22.88,2,0,4420821,4420821,-0.297
48,4871,22.64,2,0,4420797,4420797,-0.009
48,4886,22.4,2,0,4420797,4420797,0.001
48,4875,22.16,2,0,4420797,4420797,0.0
48,4896,21.92,2,0,4420797,4420797,0.0
48,4869,21.68,2,0,4420797,4420797,0.0
48,4919,21.44,2,0,4420797,4420797,0.0
48,4875,21.2,2,0,4420797,4420797,0.0
48,4879,20.96,2,0,4420797,4420797,0.0
48,4905,20.72,2,0,4420797,4420797,0.0
48,4850,20.48,2,0,4420797,4420797,0.0
48,4915,20.24,2,0,4420797,4420797,0.0
48,4869,20.0,2,0,4420797,4420797,0.0
48,4884,19.76,2,0,4420797,4420797,0.0
48,4911,19.52,2,0,4420797,4420797,0.0
48,4850,19.28,2,0,4420797,4420797,0.0
48,4903,19.04,2,0,4420797,4420797,0.0
48,4863,18.8,4,10000,4422866,4457661,2.278
48,4877,18.56,4,10000,4442193,4457661,11.553
49,4725,28.32,6,-275,4453923,4457661,21.826
49,4802,28.08,6,-1743,4474834,4457661,22.177
49,4731,27.84,6,-1919,4491520,4457661,17.197
49,4831,27.6,6,-1935,4503746,4457661,12.705
49,4639,27.36,6,-814,4508430,4457661,4.686
49,4796,27.12,6,-454,4510484,4457661,1.892
49,4861,26.88,2,0,4510445,4510445,-0.192
49,4859,26.64,2,0,4510428,4510428,-0.017
49,4909,26.4,2,0,4510429,4510429,0.001
49,4886,26.16,2,0,4510428,4510428,-0.001
49,4877,25.92,2,0,4510423,4510423,-0.01
49,4913,25.68,2,0,4510422,4510422,0.0
49,4842,25.44,2,0,4510417,4510417,-0.009
49,4898,25.2,2,0,4510413,4510413,-0.007
49,4871,24.961,2,0,4510413,4510413,0.0
49,4884,24.721,2,0,4510413,4510413,0.0
49,4875,24.481,2,0,4510410,4510410,-0.008
49,4907,24.241,2,0,4510410,4510410,0.0
49,4867,24.001,2,0,4510410,4510410,0.0
49,4909,23.761,2,0,4510410,4510410,0.0
49,4888,23.521,2,0,4510407,4510407,-0.006
49,4879,23.281,2,0,4510407,4510407,0.0
49,4911,23.041,2,0,4510407,4510407,0.0
49,4844,22.801,4,10000,4510759,4547271,0.275
49,4894,22.561,4,10000,4518527,4547271,9.094
49,4871,22.321,4,10000,4536317,4547271,19.601
50,4641,32.081,6,-1624,4561932,4547271,27.707
50,4750,31.841,6,-2639,4585359,4547271,24.615
50,4706,31.601,6,-2612,4612103,4547271,18.142
50,4829,31.361,6,-2059,4622954,4547271,10.834
50,4884,31.121,6,248,4621976,4547271,-1.707
50,4873,30.881,6,113,4621368,4547271,-0.613
50,4882,30.641,2,0,4621323,4621323,-0.008
50,4846,30.401,2,0,4621293,4621293,-0.038
50,4907,30.161,2,0,4621283,4621283,-0.009
50,4859,29.921,2,0,4621278,4621278,-0.005
50,4884,29.681,2,0,4621278,4621278,0.0
50,4892,29.441,2,0,4621273,4621273,-0.006
50,4865,29.201,2,0,4621273,4621273,0.0
50,4915,28.961,2,0,4621270,4621270,-0.006
50,4871,28.721,2,0,4621270,4621270,0.0
50,4890,28.481,2,0,4621270,4621270,0.0
50,4882,28.241,2,0,4621270,4621270,0.0
50,4884,28.001,2,0,4621267,4621267,-0.007
50,4907,27.761,2,0,4621267,4621267,0.0
50,4882,27.521,2,0,4621267,4621267,0.0
50,4898,27.281,2,0,4621267,4621267,0.0
50,4875,27.041,2,0,4621267,4621267,0.0
50,4873,26.801,4,10000,4621507,4658131,0.088
50,4865,26.561,4,10000,4625957,4658131,4.398
50,4681,26.321,4,10000,4647429,4658131,14.479
51,4850,36.081,6,-662,4669242,4658131,23.891
51,4710,35.841,6,-1276,4688549,4658131,20.391
51,4871,35.601,6,-1880,4705030,4658131,17.6
51,4666,35.361,6,-764,4713223,4658131,8.388
51,4821,35.121,6,-780,4719295,4658131,6.238
51,4840,34.881,6,-431,4722658,4658131,3.093
51,4882,34.641,6,6,4723248,4658131,0.404
51,4886,34.401,2,0,4723231,4723231,-0.047
51,4867,34.161,2,0,4723210,4723210,-0.028
51,4915,33.921,2,0,4723199,4723199,-0.013
51,4869,33.681,2,0,4723194,4723194,-0.007
51,4894,33.441,2,0,4723184,4723184,-0.011
51,4879,33.201,2,0,4723181,4723181,-0.005
51,4882,32.961,2,0,4723176,4723176,-0.006
51,4846,32.721,2,0,4723166,4723166,-0.012
51,4911,32.481,2,0,4723161,4723161,-0.005
51,4859,32.241,2,0,4723124,4723124,-0.045
51,4888,32.001,2,0,4723064,4723064,-0.061
51,4890,31.761,2,0,4723065,4723065,0.002
51,4865,31.521,2,0,4723065,4723065,0.0
51,4913,31.281,2,0,4723065,4723065,0.0
51,4871,31.041,2,0,4723065,4723065,0.0
51,4894,30.801,2,0,4723065,4723065,0.0
51,4877,30.561,2,0,4723065,4723065,0.0
51,4884,30.321,2,0,4723065,4723065,0.0
51,4905,30.081,2,0,4723065,4723065,0.0
51,4882,29.841,2,0,4723065,4723065,0.0
51,4900,29.601,2,0,4723065,4723065,0.0
51,4869,29.361,2,0,4723065,4723065,0.0
51,4890,29.121,2,0,4723065,4723065,0.0
51,4867,28.881,2,0,4723065,4723065,0.0
51,4915,28.641,2,0,4723065,4723065,0.0
51,4871,28.401,2,0,4723065,4723065,0.0
51,4894,28.161,2,0,4723065,4723065,0.0
51,4882,27.921,2,0,4723066,4723066,0.0
51,4886,27.681,2,0,4723066,4723066,0.0
51,4907,27.441,2,0,4723066,4723066,0.0
51,4884,27.201,2,0,4723066,4723066,0.0
51,4903,26.961,2,0,4723066,4723066,0.0
51,4869,26.721,2,0,4723066,4723066,0.0
51,4873,26.481,2,0,4723066,4723066,0.0
51,4898,26.241,2,0,4723066,4723066,0.0
51,4867,26.001,4,10000,4723182,4759930,0.024
51,4915,25.761,4,10000,4729968,4759930,7.647
51,4888,25.521,4,10000,4745811,4759930,17.793
52,4760,35.281,6,-826,4769203,4759930,25.626
52,4651,35.041,6,-1885,4791425,4759930,23.215
52,4827,34.801,6,-2449,4810092,4759930,19.617
52,4664,34.561,6,-1270,4820085,4759930,9.156
52,4785,34.321,6,-965,4825951,4759930,5.589
52,4848,34.081,6,-792,4829313,4759930,3.359
52,4863,33.841,6,-428,4830336,4759930,0.904
52,4903,33.601,2,0,4830138,4830138,-0.274
52,4871,33.361,2,0,4830057,4830057,-0.077
52,4907,33.121,2,0,4830060,4830060,0.005
52,4873,32.881,2,0,4830060,4830060,0.0
52,4894,32.641,2,0,4830060,4830060,0.0
52,4900,32.401,2,0,4830060,4830060,0.0
52,4882,32.161,2,0,4830060,4830060,0.0
52,4865,31.921,2,0,4830060,4830060,0.0
52,4896,31.681,2,0,4830060,4830060,0.0
52,4879,31.441,2,0,4830059,4830059,0.0
52,4871,31.201,2,0,4830056,4830056,-0.002
52,4909,30.961,2,0,4830056,4830056,0.0
52,4875,30.721,2,0,4830056,4830056,0.0
52,4905,30.481,2,0,4830057,4830057,0.0
52,4871,30.241,2,0,4830057,4830057,0.0
52,4894,30.001,2,0,4830057,4830057,0.0
52,4903,29.761,2,0,4830057,4830057,0.0
52,4882,29.521,2,0,4830057,4830057,0.0
52,4911,29.281,2,0,4830057,4830057,0.0
52,4852,29.041,2,0,4830057,4830057,0.0
52,4879,28.801,2,0,4830057,4830057,0.0
52,4884,28.561,2,0,4830057,4830057,0.0
52,4873,28.321,4,10000,4830332,4866921,0.179
52,4921,28.081,4,10000,4838764,4866921,9.046
52,4905,27.841,4,10000,4856995,4866921,20.173
53,4750,37.601,6,-1733,4881131,4866921,26.009
53,4637,37.361,6,-2553,4902961,4866921,22.547
53,4825,37.121,6,-2759,4919144,4866921,17.581
53,4848,36.881,6,-1392,4927053,4866921,6.731
53,4677,36.641,6,-242,4927683,4866921,0.307
53,4769,36.401,2,0,4927644,4927644,-0.053
53,4842,36.161,2,0,4927643,4927643,0.002
53,4896,35.921,2,0,4927640,4927640,-0.006
53,4869,35.681,2,0,4927636,4927636,-0.005
53,4900,35.441,2,0,4927632,4927632,-0.006
53,4875,35.201,2,0,4927630,4927630,-0.002
53,4888,34.961,2,0,4927617,4927617,-0.013
53,4905,34.721,2,0,4927593,4927593,-0.027
53,4882,34.481,2,0,4927541,4927541,-0.06
53,4861,34.241,2,0,4927530,4927530,-0.016
53,4890,34.001,2,0,4927530,4927530,0.0
53,4884,33.761,2,0,4927523,4927523,-0.008
53,4871,33.521,2,0,4927513,4927513,-0.013
53,4911,33.281,2,0,4927505,4927505,-0.011
53,4873,33.041,2,0,4927502,4927502,-0.003
53,4903,32.801,2,0,4927499,4927499,-0.002
53,4875,32.561,2,0,4927499,4927499,0.0
53,4890,32.321,2,0,4927499,4927499,0.0
53,4903,32.081,2,0,4927495,4927495,-0.008
53,4882,31.841,2,0,4927495,4927495,0.0
53,4905,31.601,2,0,4927495,4927495,0.0
53,4859,31.361,2,0,4927495,4927495,0.0
53,4875,31.121,2,0,4927495,4927495,0.0
53,4890,30.881,2,0,4927495,4927495,0.0
53,4871,30.641,2,0,4927495,4927495,0.0
53,4873,30.401,2,0,4927495,4927495,0.0
53,4903,30.161,2,0,4927495,4927495,0.0
53,4873,29.921,4,10000,4927495,4964359,0.0
53,4888,29.681,4,10000,4932278,4964359,5.445
53,4905,29.441,4,10000,4948679,4964359,17.237
54,4773,39.201,6,-1066,4973043,4964359,26.508
54,4777,38.961,6,-2277,4996570,4964359,24.812
54,4641,38.721,6,-2144,5013751,4964359,17.727
54,4804,38.481,6,-2218,5026502,4964359,13.453
54,4869,38.241,6,-1903,5034516,4964359,8.512
54,4875,38.001,2,0,5034138,5034138,-0.985
54,4865,37.761,2,0,5033011,5033011,-1.202
54,4913,37.521,2,0,5032564,5032564,-0.384
54,4871,37.281,2,0,5032515,5032515,-0.024
54,4894,37.041,2,0,5032516,5032516,0.003
54,4879,36.801,2,0,5032516,5032516,0.0
54,4879,36.561,2,0,5032516,5032516,0.0
54,4850,36.321,2,0,5032516,5032516,0.0
54,4907,36.081,2,0,5032516,5032516,0.0
54,4854,35.841,2,0,5032516,5032516,0.0
54,4882,35.601,2,0,5032516,5032516,0.0
54,4890,35.361,2,0,5032516,5032516,0.0
54,4867,35.121,2,0,5032516,5032516,0.0
54,4913,34.881,2,0,5032516,5032516,0.0
54,4869,34.641,2,0,5032516,5032516,0.0
54,4890,34.4,2,0,5032516,5032516,0.0
54,4882,34.16,2,0,5032516,5032516,0.0
54,4884,33.92,2,0,5032512,5032512,-0.005
54,4907,33.68,2,0,5032513,5032513,0.0
54,4882,33.44,2,0,5032513,5032513,0.0
54,4898,33.2,2,0,5032513,5032513,0.0
54,4886,32.96,2,0,5032513,5032513,0.0
54,4894,32.72,2,0,5032513,5032513,0.0
54,4865,32.48,2,0,5032513,5032513,0.0
54,4913,32.24,2,0,5032513,5032513,0.0
54,4869,32.0,2,0,5032513,5032513,0.0
54,4888,31.76,2,0,5032513,5032513,0.0
54,4884,31.52,2,0,5032513,5032513,0.0
54,4882,31.28,2,0,5032513,5032513,0.0
54,4905,31.04,2,0,5032513,5032513,0.0
54,4882,30.8,4,10000,5035016,5069377,3.043
54,4599,30.56,4,10000,5045448,5069377,11.789
55,4790,40.32,6,-139,5067426,5069377,23.985
55,4668,40.08,6,-2292,5092704,5069377,26.705
55,4819,39.84,6,-2967,5113822,5069377,22.555
55,4716,39.6,6,-2677,5128749,5069377,15.551
55,4850,39.36,6,-2519,5139209,5069377,10.781
55,4886,39.12,6,-1893,5144780,5069377,5.209
55,4879,38.88,2,0,5144109,5144109,-1.064
55,4844,38.64,2,0,5143032,5143032,-1.151
55,4909,38.4,2,0,5142239,5142239,-0.862
55,4859,38.16,2,0,5141666,5141666,-0.629
55,4886,37.92,2,0,5141294,5141294,-0.397
55,4894,37.68,2,0,5141114,5141114,-0.182
55,4867,37.44,2,0,5141133,5141133,0.016
55,4913,37.2,2,0,5141133,5141133,-0.001
55,4871,36.96,2,0,5141133,5141133,0.0
55,4888,36.72,2,0,5141133,5141133,0.0
55,4882,36.48,2,0,5141133,5141133,0.0
55,4882,36.24,2,0,5141134,5141134,0.0
55,4905,36.0,2,0,5141134,5141134,0.0
55,4882,35.76,2,0,5141138,5141138,0.0
55,4896,35.52,2,0,5141138,5141138,0.0
55,4884,35.28,2,0,5141138,5141138,0.0
55,4898,35.04,2,0,5141138,5141138,0.0
55,4869,34.8,2,0,5141138,5141138,0.0
55,4915,34.56,2,0,5141138,5141138,0.0
55,4871,34.32,2,0,5141138,5141138,0.0
55,4890,34.08,2,0,5141141,5141141,0.001
55,4882,33.84,2,0,5141141,5141141,0.0
55,4884,33.6,2,0,5141141,5141141,0.0
55,4907,33.36,2,0,5141141,5141141,0.0
