event_bits,evt_dial_neg,evt_dial_pos,evt_fn1_cur,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,0,1,1,0,-3,0.0,1,3,2,86706,0,1734163,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86707,0,1734183,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86708,0,1734203,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86709,0,1734223,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86710,0,1734243,0,0.0,0
1048832,0,0,0,1,1,0,-3,0.0,1,3,2,86711,0,1734263,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86712,0,1734283,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86713,0,1734303,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86714,0,1734323,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86715,0,1734343,0,0.0,0
1048832,0,0,0,1,1,0,-3,0.0,1,3,2,86716,0,1734363,0,0.0,0
1048832,0,0,0,1,1,0,2,0.0,1,3,2,86717,0,1734383,0,0.0,0
1048832,0,0,0,1,1,0,-3,0.0,1,3,2,86718,0,1734403,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86719,0,1734423,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86720,0,1734443,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86721,0,1734463,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86722,0,1734483,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86723,0,1734503,0,0.0,0
1048832,0,0,0,1,1,0,0,0.0,1,3,2,86724,0,1734523,0,0.0,0
1049344,0,0,1,1,1,0,-3,0.0,1,3,2,86725,0,1734543,0,0.0,0
1049344,0,0,1,1,1,0,0,0.0,1,3,2,86726,0,1734563,0,0.0,0
1049344,0,0,1,1,1,0,0,0.0,1,3,2,86727,0,1734583,0,0.0,0
1049344,0,0,1,1,1,0,0,0.0,1,3,2,86728,0,1734603,0,0.0,0
1049344,0,0,1,1,1,0,0,0.0,1,3,2,86729,0,1734623,0,0.0,0
1049344,0,0,1,1,1,0,0,0.0,1,3,2,86730,0,1734643,0,0.0,0
1049344,0,0,1,1,1,0,0,0.0,1,3,2,86731,0,1734663,0,0.0,0
1049344,0,0,1,1,1,0,0,0.0,1,3,2,86732,0,1734683,0,0.0,0
1049344,0,0,1,1,1,0,0,0.0,1,3,2,86733,0,1734703,0,0.0,0
1048832,0,0,0,1,1,117,-164,284400.0,1,3,2,86734,1,1734723,0,0.0,0
1048832,0,0,0,1,1,1010,-1015,284400.0,1,3,2,86735,1,1734743,0,0.0,0
1048832,0,0,0,1,1,1898,-1783,284400.0,1,3,2,86736,1,1734763,0,0.0,0
1048832,0,0,0,1,1,2720,-2646,284400.0,1,3,2,86737,1,1734783,0,0.0,0
1048832,0,0,0,1,1,3655,-3485,284400.0,1,3,2,86738,1,1734803,0,0.0,0
1048832,0,0,0,1,1,4497,-4318,284400.0,1,3,2,86739,1,1734823,0,0.0,0
1048832,0,0,0,1,1,5336,-5148,284400.0,1,3,2,86740,1,1734843,0,0.0,0
1048832,0,0,0,1,1,6196,-5975,284400.0,1,3,2,86741,1,1734863,0,0.0,0
1048832,0,0,0,1,1,7060,-6837,284400.0,1,3,2,86742,1,1734883,0,0.0,0
1048832,0,0,0,1,1,7845,-7697,284400.0,1,3,2,86743,1,1734903,0,0.0,0
1048832,0,0,0,1,1,8437,-8296,284400.0,1,3,2,86744,1,1734923,0,0.0,0
1048832,0,0,0,1,1,8830,-8785,284400.0,1,3,2,86745,1,1734943,0,0.0,0
1048832,0,0,0,1,1,9086,-9143,284400.0,1,3,2,86746,1,1734963,0,0.0,0
1048832,0,0,0,1,1,9278,-9357,284400.0,1,3,2,86747,1,1734983,0,0.0,0
1048832,0,0,0,1,1,9414,-9524,284400.0,1,3,2,86748,1,1735003,0,0.0,0
1048832,0,0,0,1,1,9492,-9647,284400.0,1,3,2,86749,1,1735023,0,0.0,0
1048832,0,0,0,1,1,9550,-9702,284400.0,1,3,2,86750,1,1735043,0,0.0,0
1048832,0,0,0,1,1,9563,-9721,284400.0,1,3,2,86751,1,1735063,0,0.0,0
