bullet_cnt,fric1_rpm,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd
39,4928,2,0,1072710,1072710,0.0
39,4869,2,0,1072710,1072710,0.0
39,4907,2,0,1072710,1072710,0.0
39,4869,2,0,1072710,1072710,0.0
39,4861,2,0,1072710,1072710,0.0
39,4900,2,0,1072710,1072710,0.0
39,4867,2,0,1072710,1072710,0.0
39,4898,2,0,1072710,1072710,0.0
39,4882,2,0,1072710,1072710,0.0
39,4873,2,0,1072710,1072710,0.0
39,4905,2,0,1072710,1072710,0.0
39,4871,2,0,1072710,1072710,0.0
39,4907,2,0,1072710,1072710,0.0
39,4873,2,0,1072710,1072710,0.0
39,4873,2,0,1072710,1072710,0.0
39,4856,2,0,1072710,1072710,0.0
39,4903,2,0,1072710,1072710,0.0
39,4867,2,0,1072710,1072710,0.0
39,4892,2,0,1072710,1072710,0.0
39,4879,2,0,1072710,1072710,0.0
39,4871,2,0,1072710,1072710,0.0
39,4907,2,0,1072710,1072710,0.0
39,4875,2,0,1072710,1072710,0.0
39,4905,2,0,1072710,1072710,0.0
39,4873,2,0,1072710,1072710,0.0
39,4894,2,0,1072710,1072710,0.0
39,4903,2,0,1072710,1072710,0.0
39,4882,2,0,1072710,1072710,0.0
39,4909,2,0,1072710,1072710,0.0
39,4850,2,0,1072710,1072710,0.0
39,4879,2,0,1072710,1072710,0.0
39,4884,2,0,1072710,1072710,0.0
39,4909,2,0,1072710,1072710,0.0
39,4871,2,0,1072710,1072710,0.0
39,4903,2,0,1072710,1072710,0.0
39,4873,2,0,1072710,1072710,0.0
39,4892,2,0,1072710,1072710,0.0
39,4903,2,0,1072710,1072710,0.0
39,4882,2,0,1072710,1072710,0.0
39,4909,2,0,1072710,1072710,0.0
39,4854,2,0,1072710,1072710,0.0
39,4879,2,0,1072710,1072710,0.0
39,4888,2,0,1072710,1072710,0.0
39,4873,2,0,1072710,1072710,0.0
39,4923,2,0,1072710,1072710,0.0
39,4873,2,0,1072710,1072710,0.0
39,4882,2,0,1072710,1072710,0.0
39,4892,4,10000,1072710,1109574,0.0
39,4903,4,10000,1078975,1109574,7.416
39,4884,4,10000,1096102,1109574,19.368
40,4911,6,-10000,1123771,1109574,30.563
40,4852,6,-10000,1143644,1109574,20.037
40,4875,2,0,1145184,1145184,0.035
40,4888,2,0,1130023,1130023,-7.709
40,4873,2,0,1123536,1123536,-6.471
40,4921,2,0,1118094,1118094,-5.681
40,4869,2,0,1113690,1113690,-4.699
40,4884,2,0,1110155,1110155,-3.671
40,4894,2,0,1107515,1107515,-2.76
40,4856,2,0,1113810,1113810,-1.97
40,4926,2,0,1112595,1112595,-1.171
40,4869,2,0,1112067,1112067,-0.515
40,4852,2,0,1111960,1111960,-0.083
40,4877,2,0,1111963,1111963,0.004
40,4890,2,0,1111968,1111968,0.001
40,4871,2,0,1111978,1111978,0.008
40,4926,2,0,1111994,1111994,0.014
40,4871,2,0,1112010,1112010,0.016
40,4879,2,0,1112010,1112010,-0.001
40,4898,2,0,1112015,1112015,0.004
40,4854,2,0,1112015,1112015,0.0
40,4923,2,0,1112015,1112015,0.0
40,4867,2,0,1112019,1112019,0.002
40,4888,2,0,1112019,1112019,0.0
40,4905,2,0,1112019,1112019,0.0
40,4846,2,0,1112019,1112019,0.0
40,4903,2,0,1112019,1112019,0.0
40,4861,2,0,1112019,1112019,0.0
40,4871,2,0,1112019,1112019,0.0
40,4879,2,0,1112019,1112019,0.0
40,4903,2,0,1112019,1112019,0.0
40,4856,2,0,1112019,1112019,0.0
40,4923,2,0,1112019,1112019,0.0
40,4871,2,0,1112019,1112019,0.0
40,4888,2,0,1112019,1112019,0.0
40,4905,2,0,1112019,1112019,0.0
40,4848,2,0,1112019,1112019,0.0
40,4905,2,0,1112019,1112019,0.0
40,4861,2,0,1112019,1112019,0.0
40,4877,2,0,1112019,1112019,0.0
40,4909,2,0,1112019,1112019,0.0
40,4865,2,0,1112019,1112019,0.0
40,4911,2,0,1112019,1112019,0.0
40,4921,2,0,1112019,1112019,0.0
40,4869,2,0,1112023,1112023,0.003
40,4888,2,0,1112022,1112022,0.0
40,4905,2,0,1112022,1112022,0.0
40,4846,2,0,1112022,1112022,0.0
40,4903,2,0,1112022,1112022,0.0
40,4861,2,0,1112022,1112022,0.0
40,4879,4,10000,1112049,1148886,0.004
40,4911,4,10000,1119229,1148886,8.405
40,4865,4,10000,1138739,1148886,20.705
41,4915,6,-10000,1166853,1148886,30.871
41,4871,6,-10000,1183867,1148886,17.1
41,4869,6,-10000,1183081,1148886,-1.965
41,4892,6,-10000,1169173,1148886,-15.75
41,4871,6,10000,1142503,1148886,-29.369
41,4905,6,10000,1118323,1148886,-25.304
41,4882,6,10000,1103123,1148886,-5.754
41,4861,2,0,1108108,1108108,6.06
41,4877,2,0,1110364,1110364,2.234
41,4915,2,0,1110231,1110231,-0.275
41,4867,2,0,1110165,1110165,-0.072
41,4911,2,0,1110165,1110165,0.003
41,4869,2,0,1110161,1110161,-0.008
41,4867,2,0,1110159,1110159,-0.001
41,4892,2,0,1110149,1110149,-0.011
41,4873,2,0,1110146,1110146,-0.003
41,4903,2,0,1110141,1110141,-0.005
41,4884,2,0,1110135,1110135,-0.009
41,4882,2,0,1110128,1110128,-0.009
41,4896,2,0,1110084,1110084,-0.055
41,4875,2,0,1110010,1110010,-0.074
41,4865,2,0,1109970,1109970,-0.042
41,4909,2,0,1109958,1109958,-0.016
41,4871,2,0,1109953,1109953,-0.007
41,4869,2,0,1109928,1109928,-0.034
41,4894,2,0,1109787,1109787,-0.159
41,4873,2,0,1109498,1109498,-0.338
41,4903,2,0,1109482,1109482,-0.003
41,4879,2,0,1109482,1109482,0.001
41,4882,2,0,1109482,1109482,0.0
41,4896,2,0,1109483,1109483,0.0
41,4875,2,0,1109483,1109483,0.0
41,4909,2,0,1109483,1109483,0.0
41,4867,2,0,1109483,1109483,0.0
41,4903,2,0,1109483,1109483,0.0
41,4894,2,0,1109483,1109483,0.0
41,4877,2,0,1109483,1109483,0.0
41,4871,2,0,1109483,1109483,0.0
41,4903,2,0,1109483,1109483,0.0
41,4882,2,0,1109483,1109483,0.0
41,4877,2,0,1109483,1109483,0.0
41,4898,2,0,1109483,1109483,0.0
41,4875,2,0,1109483,1109483,0.0
41,4909,2,0,1109483,1109483,0.0
41,4871,2,0,1109483,1109483,0.0
41,4903,2,0,1109483,1109483,0.0
41,4892,2,0,1109483,1109483,0.0
41,4879,2,0,1109483,1109483,0.0
41,4913,2,0,1109483,1109483,0.0
41,4844,2,0,1109483,1109483,0.0
41,4890,2,0,1109483,1109483,0.0
41,4875,4,10000,1110815,1146347,1.329
41,4873,4,10000,1120674,1146347,11.115
42,4926,6,10000,1141568,1146347,22.895
42,4867,6,-10000,1169816,1146347,30.752
42,4869,6,-10000,1184035,1146347,13.858
42,4898,2,0,1181121,1181121,-4.456
42,4896,2,0,1174553,1174553,-7.127
42,4882,2,0,1168996,1168996,-6.112
42,4913,2,0,1163706,1163706,-5.372
42,4844,2,0,1159528,1159528,-4.419
42,4888,2,0,1156177,1156177,-3.496
42,4875,2,0,1153535,1153535,-2.631
42,4877,2,0,1151568,1151568,-2.035
42,4926,2,0,1150115,1150115,-1.521
42,4861,2,0,1149099,1149099,-1.028
42,4886,2,0,1148621,1148621,-0.488
42,4886,2,0,1148596,1148596,0.001
42,4863,2,0,1148597,1148597,0.001
42,4934,2,0,1148600,1148600,0.0
42,4867,2,0,1148606,1148606,0.003
42,4846,2,0,1148609,1148609,0.001
42,4886,2,0,1148613,1148613,0.002
42,4879,2,0,1148616,1148616,0.001
42,4877,2,0,1148619,1148619,0.0
42,4928,2,0,1148624,1148624,0.005
42,4863,2,0,1148626,1148626,0.001
42,4886,2,0,1148630,1148630,0.0
42,4884,2,0,1148649,1148649,0.014
42,4863,2,0,1148767,1148767,0.123
42,4934,2,0,1148795,1148795,-0.014
42,4867,2,0,1148801,1148801,0.0
42,4894,2,0,1148801,1148801,0.0
42,4886,2,0,1148801,1148801,0.0
42,4848,2,0,1148801,1148801,0.0
42,4907,2,0,1148801,1148801,0.0
42,4928,2,0,1148801,1148801,0.0
42,4861,2,0,1148801,1148801,0.0
42,4886,2,0,1148801,1148801,0.0
42,4884,2,0,1148801,1148801,0.0
42,4865,2,0,1148801,1148801,0.0
42,4936,2,0,1148801,1148801,0.0
42,4869,2,0,1148801,1148801,0.0
42,4894,2,0,1148801,1148801,0.0
42,4884,2,0,1148801,1148801,0.0
42,4844,2,0,1148801,1148801,0.0
42,4907,2,0,1148801,1148801,0.0
42,4859,2,0,1148801,1148801,0.0
42,4886,2,0,1148801,1148801,0.0
42,4894,2,0,1148801,1148801,0.0
42,4865,2,0,1148801,1148801,0.0
42,4915,2,0,1148801,1148801,0.0
42,4873,2,0,1148801,1148801,0.0
42,4890,4,10000,1148826,1185665,0.0
42,4882,4,10000,1156017,1185665,8.087
42,4886,4,10000,1176053,1185665,20.946
43,4848,6,-10000,1212949,1185665,31.298
43,4907,6,-10000,1230446,1185665,17.151
43,4859,2,0,1230180,1230180,-1.738
43,4884,2,0,1223708,1223708,-7.119
43,4894,2,0,1218299,1218299,-5.826
43,4865,2,0,1213702,1213702,-4.825
43,4913,2,0,1209885,1209885,-3.783
43,4871,2,0,1207079,1207079,-2.899
43,4886,2,0,1204946,1204946,-2.219
43,4886,2,0,1203526,1203526,-1.452
43,4882,2,0,1202802,1202802,-0.747
43,4907,2,0,1202574,1202574,-0.211
43,4884,2,0,1202598,1202598,0.026
43,4896,2,0,1202597,1202597,-0.001
43,4875,2,0,1202600,1202600,0.0
43,4871,2,0,1202605,1202605,0.002
43,4867,2,0,1202611,1202611,0.006
43,4917,2,0,1202615,1202615,0.003
43,4871,2,0,1202617,1202617,0.0
43,4890,2,0,1202623,1202623,0.004
43,4884,2,0,1202623,1202623,0.0
43,4884,2,0,1202629,1202629,0.004
43,4907,2,0,1202629,1202629,0.0
43,4879,2,0,1202629,1202629,0.0
43,4896,2,0,1202630,1202630,0.0
43,4873,2,0,1202635,1202635,0.002
43,4871,2,0,1202635,1202635,0.0
43,4903,2,0,1202635,1202635,0.0
43,4869,2,0,1202635,1202635,0.0
43,4917,2,0,1202635,1202635,0.0
43,4882,2,0,1202635,1202635,0.0
43,4877,2,0,1202635,1202635,0.0
43,4884,2,0,1202635,1202635,0.0
43,4907,2,0,1202636,1202636,0.0
43,4884,2,0,1202638,1202638,0.0
43,4898,2,0,1202638,1202638,0.0
43,4875,2,0,1202638,1202638,0.0
43,4875,2,0,1202638,1202638,0.0
43,4903,2,0,1202638,1202638,0.0
