pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
14163,-0.227,-0.196,0
14119,-0.226,-0.196,0
14167,-0.227,-0.196,0
14123,-0.226,-0.196,0
14129,-0.226,-0.196,0
14127,-0.226,-0.196,0
14134,-0.226,-0.196,0
14181,-0.227,-0.196,0
14182,-0.227,-0.196,0
14135,-0.226,-0.196,0
14142,-0.226,-0.196,0
14188,-0.227,-0.196,0
14189,-0.227,-0.196,0
14146,-0.226,-0.196,0
14152,-0.226,-0.196,0
14149,-0.226,-0.196,0
14154,-0.226,-0.196,0
14154,-0.226,-0.196,0
14157,-0.226,-0.196,0
14162,-0.226,-0.196,0
14163,-0.226,-0.196,0
14164,-0.226,-0.196,0
14171,-0.226,-0.196,0
14169,-0.226,-0.196,0
14214,-0.227,-0.196,0
14220,-0.227,-0.196,0
14219,-0.227,-0.196,0
14225,-0.227,-0.196,0
14183,-0.226,-0.196,0
14182,-0.226,-0.196,0
14137,-0.225,-0.196,0
14186,-0.226,-0.196,0
14189,-0.226,-0.196,0
14236,-0.227,-0.196,0
14195,-0.226,-0.196,0
14197,-0.226,-0.196,0
14195,-0.226,-0.196,0
14200,-0.226,-0.196,0
14203,-0.226,-0.196,0
14203,-0.226,-0.196,0
14250,-0.227,-0.196,0
14208,-0.226,-0.196,0
14208,-0.226,-0.196,0
14212,-0.226,-0.196,0
14214,-0.226,-0.196,0
14217,-0.226,-0.196,0
14221,-0.226,-0.196,0
14222,-0.226,-0.196,0
14223,-0.226,-0.196,0
14270,-0.227,-0.196,0
14228,-0.226,-0.196,0
14231,-0.226,-0.196,0
14233,-0.226,-0.196,0
14280,-0.227,-0.196,0
14237,-0.226,-0.196,0
14241,-0.226,-0.196,0
14243,-0.226,-0.196,0
14245,-0.226,-0.196,0
14246,-0.226,-0.196,0
14249,-0.226,-0.196,0
14250,-0.226,-0.196,0
14208,-0.225,-0.196,0
14256,-0.226,-0.196,0
14257,-0.226,-0.196,0
14258,-0.226,-0.196,0
14265,-0.226,-0.196,0
14265,-0.226,-0.196,0
14015,-0.22,-0.196,0
13294,-0.202,-0.196,0
12884,-0.188,-0.196,0
12520,-0.177,-0.196,0
12087,-0.165,-0.196,0
11713,-0.156,-0.196,0
11333,-0.148,-0.196,0
10958,-0.142,-0.196,0
10643,-0.138,-0.196,0
10426,-0.138,-0.196,0
10224,-0.138,-0.196,0
9991,-0.139,-0.196,0
9834,-0.141,-0.196,0
9537,-0.141,-0.196,0
9266,-0.141,-0.196,0
9001,-0.141,-0.196,0
8738,-0.141,-0.196,0
8476,-0.141,-0.196,0
8252,-0.142,-0.196,0
7985,-0.142,-0.196,0
7762,-0.143,-0.196,0
7575,-0.144,-0.196,0
7377,-0.146,-0.196,0
7191,-0.148,-0.196,0
7088,-0.151,-0.196,0
7086,-0.154,-0.196,0
7193,-0.159,-0.196,0
7386,-0.166,-0.196,0
7500,-0.172,-0.196,0
7676,-0.18,-0.196,0
7804,-0.187,-0.196,0
7662,-0.187,-0.196,0
7568,-0.187,-0.196,0
7540,-0.187,-0.196,0
7462,-0.186,-0.196,0
7514,-0.187,-0.196,0
7510,-0.187,-0.196,0
7508,-0.187,-0.196,0
7505,-0.187,-0.196,0
7503,-0.187,-0.196,0
7499,-0.187,-0.196,0
7498,-0.187,-0.196,0
7498,-0.187,-0.196,0
7495,-0.187,-0.196,0
7448,-0.186,-0.196,0
7490,-0.187,-0.196,0
7490,-0.187,-0.196,0
7488,-0.187,-0.196,0
7488,-0.187,-0.196,0
7487,-0.187,-0.196,0
7484,-0.187,-0.196,0
7480,-0.187,-0.196,0
7480,-0.187,-0.196,0
7478,-0.187,-0.196,0
7475,-0.187,-0.196,0
7472,-0.187,-0.196,0
7473,-0.187,-0.196,0
7470,-0.187,-0.196,0
7425,-0.186,-0.196,0
7468,-0.187,-0.196,0
7468,-0.187,-0.196,0
7461,-0.187,-0.196,0
7462,-0.187,-0.196,0
7458,-0.187,-0.196,0
7408,-0.186,-0.196,0
7452,-0.187,-0.196,0
7450,-0.187,-0.196,0
7446,-0.187,-0.196,0
7444,-0.187,-0.196,0
7444,-0.187,-0.196,0
7443,-0.187,-0.196,0
7443,-0.187,-0.196,0
7440,-0.187,-0.196,0
7437,-0.187,-0.196,0
7392,-0.186,-0.196,0
7434,-0.187,-0.196,0
7388,-0.186,-0.196,0
7432,-0.187,-0.196,0
7429,-0.187,-0.196,0
7426,-0.187,-0.196,0
7425,-0.187,-0.196,0
7376,-0.186,-0.196,0
7418,-0.187,-0.196,0
7371,-0.186,-0.196,0
7415,-0.187,-0.196,0
7411,-0.187,-0.196,0
7412,-0.187,-0.196,0
7411,-0.187,-0.196,0
7411,-0.187,-0.196,0
7407,-0.187,-0.196,0
7402,-0.187,-0.196,0
7355,-0.186,-0.196,0
7403,-0.187,-0.196,0
7403,-0.187,-0.196,0
7399,-0.187,-0.196,0
7396,-0.187,-0.196,0
7349,-0.186,-0.196,0
7346,-0.186,-0.196,0
7390,-0.187,-0.196,0
7343,-0.186,-0.196,0
7342,-0.186,-0.196,0
7340,-0.186,-0.196,0
7380,-0.187,-0.196,0
7380,-0.187,-0.196,0
7377,-0.187,-0.196,0
7328,-0.186,-0.196,0
7377,-0.187,-0.196,0
7329,-0.186,-0.196,0
7370,-0.187,-0.196,0
7369,-0.187,-0.196,0
7364,-0.187,-0.196,0
7364,-0.187,-0.196,0
7364,-0.187,-0.196,0
7362,-0.187,-0.196,0
7358,-0.187,-0.196,0
7355,-0.187,-0.196,0
7306,-0.186,-0.196,0
7306,-0.186,-0.196,0
7348,-0.187,-0.196,0
7346,-0.187,-0.196,0
7345,-0.187,-0.196,0
7342,-0.187,-0.196,0
7342,-0.187,-0.196,0
7337,-0.187,-0.196,0
7334,-0.187,-0.196,0
7333,-0.187,-0.196,0
7333,-0.187,-0.196,0
7329,-0.187,-0.196,0
7327,-0.187,-0.196,0
7326,-0.187,-0.196,0
7324,-0.187,-0.196,0
7324,-0.187,-0.196,0
7321,-0.187,-0.196,0
7320,-0.187,-0.196,0
7318,-0.187,-0.196,0
7271,-0.186,-0.196,0
7313,-0.187,-0.196,0
7309,-0.187,-0.196,0
7309,-0.187,-0.196,0
7308,-0.187,-0.196,0
7305,-0.187,-0.196,0
7304,-0.187,-0.196,0
7302,-0.187,-0.196,0
7300,-0.187,-0.196,0
7297,-0.187,-0.196,0
7294,-0.187,-0.196,0
