event_bits,evt_pause_cur,evt_s0_not_down,evt_vt03_online,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,1,1,0.0,1,3,2,68151,0,1363063,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68152,0,1363083,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68153,0,1363103,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68154,0,1363123,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68155,0,1363143,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68156,0,1363163,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68157,0,1363183,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68158,0,1363203,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68159,0,1363223,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68160,0,1363243,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68161,0,1363263,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68162,0,1363283,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68163,0,1363303,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68164,0,1363323,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68165,0,1363343,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68166,0,1363363,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68167,0,1363383,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68168,0,1363403,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68169,0,1363423,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68170,0,1363443,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68171,0,1363463,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68172,0,1363483,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68173,0,1363503,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68174,0,1363523,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68175,0,1363543,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68176,0,1363563,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68177,0,1363583,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68178,0,1363603,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68179,0,1363623,0,0.0,0
1048832,0,1,1,0.0,1,3,2,68180,0,1363643,0,0.0,0
