event_bits,evt_dial_neg,evt_dial_pos,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_ch3,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71067,0,1421383,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71068,0,1421403,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71069,0,1421423,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71070,0,1421443,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71071,0,1421463,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71072,0,1421483,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71073,0,1421503,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71074,0,1421523,0,0.0,0
1048832,0,0,1,1,0,-5,0.0,1,0,3,2,71075,0,1421543,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71076,0,1421563,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71077,0,1421583,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71078,0,1421603,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71079,0,1421623,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71080,0,1421643,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71081,0,1421663,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71082,0,1421683,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,0,3,2,71083,0,1421703,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71084,0,1421723,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71085,0,1421743,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71086,0,1421763,0,0.0,0
