event_bits,evt_cmd_high_freq_toggle,evt_fn1_cur,evt_s0_not_down,evt_vt03_online,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1049344,0,1,1,1,0.0,1,3,2,54965,0,1099343,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54966,0,1099363,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54967,0,1099383,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54968,0,1099403,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54969,0,1099423,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54970,0,1099443,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54971,0,1099463,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54972,0,1099483,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54973,0,1099503,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54974,0,1099523,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54975,0,1099543,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54976,0,1099563,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54977,0,1099583,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54978,0,1099603,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54979,0,1099623,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54980,0,1099643,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54981,0,1099663,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54982,0,1099683,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54983,0,1099703,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54984,0,1099723,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54985,0,1099743,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54986,0,1099763,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54987,0,1099783,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54988,0,1099803,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54989,0,1099823,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54990,0,1099843,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54991,0,1099863,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54992,0,1099883,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54993,0,1099903,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54994,0,1099923,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54995,0,1099943,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54996,0,1099963,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54997,0,1099983,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54998,0,1100003,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,54999,0,1100023,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55000,0,1100043,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55001,0,1100063,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55002,0,1100083,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55003,0,1100103,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55004,0,1100123,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55005,0,1100143,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55006,0,1100163,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55007,0,1100183,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55008,0,1100203,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55009,0,1100223,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55010,0,1100243,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55011,0,1100263,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55012,0,1100283,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55013,0,1100303,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55014,0,1100323,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55015,0,1100343,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55016,0,1100363,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55017,0,1100383,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55018,0,1100403,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55019,0,1100423,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55020,0,1100443,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55021,0,1100463,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55022,0,1100483,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55023,0,1100503,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55024,0,1100523,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55025,0,1100543,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55026,0,1100563,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55027,0,1100583,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55028,0,1100603,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55029,0,1100623,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55030,0,1100643,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55031,0,1100663,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55032,0,1100683,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55033,0,1100703,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55034,0,1100723,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55035,0,1100743,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55036,0,1100763,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55037,0,1100783,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55038,0,1100803,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55039,0,1100823,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55040,0,1100843,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55041,0,1100863,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55042,0,1100883,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55043,0,1100903,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55044,0,1100923,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55045,0,1100943,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55046,0,1100963,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55047,0,1100983,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55048,0,1101003,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55049,0,1101023,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55050,0,1101043,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55051,0,1101063,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55052,0,1101083,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55053,0,1101103,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55054,0,1101123,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55055,0,1101143,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55056,0,1101163,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55057,0,1101183,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55058,0,1101203,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55059,0,1101223,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55060,0,1101243,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55061,0,1101263,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55062,0,1101283,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55063,0,1101303,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55064,0,1101323,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55065,0,1101343,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55066,0,1101363,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55067,0,1101383,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55068,0,1101403,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55069,0,1101423,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55070,0,1101443,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55071,0,1101463,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55072,0,1101483,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55073,0,1101503,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55074,0,1101523,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55075,0,1101543,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55076,0,1101563,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55077,0,1101583,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55078,0,1101603,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55079,0,1101623,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55080,0,1101643,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55081,0,1101663,0,0.0,0
1049344,0,1,1,1,0.0,1,3,2,55082,0,1101683,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55083,0,1101703,0,0.0,0
