accel_toe,bat_pct,bullet_cnt,cali_step,ch_mode,ch_yaw,ch_yaw_set,chassis_ok,dbus_toe,drop,event_bits,ff_b_hat,ff_k_hat,fric1_cur,fric1_rpm,fric2_cur,fric2_rpm,fric_set,gimbal_ok,gyro_toe,high_freq,i1,i2,i3,i4,key_v,local_heat,mouse_x,mouse_y,pitch_cur,pitch_mode,pitch_rel,pitch_rel_set,pitch_toe,rc_ch0,rc_ch1,rc_ch2,rc_ch3,rc_s0,rc_s1,ref_toe,rel,rel_set,seq,shoot_mode,tick_ms,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd,trigger_spd_set,vx_set,vy_set,wz_set,yaw_abs,yaw_abs_set,yaw_cur,yaw_gyro,yaw_gyro_set,yaw_mode,yaw_rel,yaw_rel_set,yaw_toe
0,97,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37652,0,768110,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.0,0.0,0,0.434,-0.27,0
0,97,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37653,0,768130,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,-0.006,0.0,0,0.434,-0.27,0
0,97,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37654,0,768150,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,-0.002,0.0,0,0.434,-0.27,0
0,97,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37655,0,768170,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,-0.007,0.0,0,0.434,-0.27,0
0,97,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37656,0,768190,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.0,0.0,0,0.434,-0.27,0
0,95,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37657,0,768210,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.001,0.0,0,0.434,-0.27,0
0,95,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37658,0,768230,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.0,0.0,0,0.434,-0.27,0
0,95,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37659,0,768250,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,-0.002,0.0,0,0.434,-0.27,0
0,95,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37660,0,768270,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,-0.001,0.0,0,0.434,-0.27,0
0,95,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37661,0,768290,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.009,0.0,0,0.434,-0.27,0
0,94,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37662,0,768311,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.005,0.0,0,0.434,-0.27,0
0,94,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37663,0,768332,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,-0.002,0.0,0,0.434,-0.27,0
0,94,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37664,0,768353,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.003,0.0,0,0.434,-0.27,0
0,94,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37665,0,768374,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.004,0.0,0,0.434,-0.27,0
0,94,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37666,0,768395,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.001,0.0,0,0.434,-0.27,0
0,97,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37667,0,768416,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.0,0.0,0,0.434,-0.27,0
0,97,0,0,3,0.27,0.0,1,1,0,0,0,0.0,30,-3,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37668,0,768437,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,-0.001,0.0,0,0.434,-0.27,0
0,97,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37669,0,768457,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.0,0.0,0,0.434,-0.27,0
0,97,0,0,3,0.27,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,-0.197,1.584,0,0,0,0,0,0,0,1,-0.27,0.0,37670,0,768477,0,3721,0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0,0.0,0.0,0,0.434,-0.27,0
