pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
10633,0.167,0.189,-660
10634,0.167,0.189,-660
10636,0.167,0.189,-660
10641,0.167,0.189,-660
10644,0.167,0.189,-660
10692,0.166,0.189,-660
10647,0.167,0.189,-660
10648,0.167,0.189,-660
10654,0.167,0.189,-660
10655,0.167,0.189,-660
10654,0.167,0.189,-637
10656,0.167,0.189,-555
10661,0.167,0.189,-454
10664,0.167,0.189,-194
10712,0.166,0.189,-80
10660,0.167,0.189,99
10651,0.166,0.186,205
10486,0.167,0.18,424
10354,0.166,0.171,512
10127,0.166,0.16,573
9819,0.166,0.147,642
9485,0.165,0.134,660
9086,0.164,0.121,660
8620,0.164,0.108,660
8129,0.162,0.095,660
7577,0.161,0.081,660
6962,0.159,0.068,660
6370,0.156,0.055,660
5709,0.153,0.042,660
5068,0.148,0.029,660
4521,0.141,0.015,660
4023,0.131,0.002,660
3627,0.118,-0.01,660
3377,0.101,-0.023,660
3264,0.08,-0.036,660
3423,0.053,-0.05,660
3702,0.024,-0.063,660
4249,-0.008,-0.076,660
4826,-0.043,-0.089,660
5612,-0.082,-0.102,660
6655,-0.124,-0.116,660
7798,-0.167,-0.129,660
8801,-0.205,-0.142,660
8397,-0.213,-0.155,660
7847,-0.209,-0.168,660
7410,-0.204,-0.182,660
6816,-0.194,-0.195,660
6857,-0.193,-0.196,660
6972,-0.194,-0.196,660
6971,-0.194,-0.196,660
6964,-0.194,-0.196,660
6953,-0.194,-0.196,660
6988,-0.195,-0.196,660
6969,-0.195,-0.196,660
6967,-0.195,-0.196,660
6964,-0.195,-0.196,660
6960,-0.195,-0.196,660
6954,-0.195,-0.196,660
6953,-0.195,-0.196,660
6947,-0.195,-0.196,575
6944,-0.195,-0.196,504
6940,-0.195,-0.196,416
6937,-0.195,-0.196,220
6933,-0.195,-0.196,128
6929,-0.195,-0.196,-6
6990,-0.196,-0.195,-95
7022,-0.195,-0.191,-287
7224,-0.196,-0.185,-382
7421,-0.195,-0.176,-468
7757,-0.195,-0.165,-586
8170,-0.195,-0.153,-618
8695,-0.196,-0.14,-654
9248,-0.196,-0.127,-660
9864,-0.196,-0.113,-660
10503,-0.195,-0.1,-660
11211,-0.194,-0.087,-660
12030,-0.194,-0.074,-660
12770,-0.194,-0.061,-660
13029,-0.194,-0.047,-660
13243,-0.194,-0.034,-660
13438,-0.192,-0.021,-660
13659,-0.19,-0.008,-660
13884,-0.189,0.004,-660
14143,-0.188,0.018,-660
14357,-0.187,0.031,-660
14589,-0.185,0.044,-660
14783,-0.183,0.057,-660
14946,-0.18,0.07,-660
15121,-0.177,0.084,-660
15327,-0.174,0.097,-660
15420,-0.168,0.11,-660
15549,-0.163,0.123,-660
15626,-0.156,0.136,-660
15705,-0.148,0.15,-660
15704,-0.138,0.163,-660
15636,-0.126,0.176,-660
15561,-0.112,0.189,-660
15216,-0.097,0.189,-660
14836,-0.08,0.189,-660
14488,-0.063,0.189,-660
14163,-0.046,0.189,-660
13747,-0.027,0.189,-660
13210,-0.005,0.189,-660
12849,0.014,0.189,-660
12510,0.033,0.189,-660
12114,0.053,0.189,-660
11684,0.074,0.189,-660
11312,0.094,0.189,-660
11035,0.111,0.189,-660
10745,0.128,0.189,-660
10425,0.145,0.189,-660
10124,0.161,0.189,-660
9782,0.177,0.189,-660
9472,0.19,0.189,-660
9234,0.2,0.189,-660
9093,0.206,0.189,-660
9054,0.208,0.189,-660
9088,0.207,0.189,-660
9142,0.205,0.189,-660
9126,0.204,0.189,-660
9110,0.202,0.189,-660
9019,0.202,0.189,-660
8909,0.203,0.189,-660
8852,0.203,0.189,-660
8792,0.203,0.189,-660
8774,0.202,0.189,-660
8703,0.202,0.189,-660
8640,0.202,0.189,-660
8581,0.202,0.189,-660
8522,0.202,0.189,-660
8463,0.202,0.189,-660
8404,0.202,0.189,-660
8346,0.202,0.189,-660
8287,0.202,0.189,-660
8229,0.202,0.189,-660
8169,0.202,0.189,-660
8110,0.202,0.189,-660
8093,0.201,0.189,-660
8036,0.201,0.189,-660
7975,0.201,0.189,-599
7918,0.201,0.189,-521
7862,0.201,0.189,-313
7805,0.201,0.189,-192
7749,0.201,0.189,15
7669,0.201,0.188,130
7520,0.201,0.184,238
7278,0.201,0.177,427
6993,0.2,0.167,506
6620,0.2,0.156,612
6205,0.198,0.143,638
5792,0.195,0.13,660
5344,0.191,0.117,660
4952,0.185,0.104,660
4617,0.177,0.091,660
4249,0.167,0.077,660
3996,0.155,0.064,660
3815,0.141,0.051,660
3710,0.124,0.038,660
3741,0.104,0.025,660
3947,0.08,0.011,660
4334,0.052,-0.001,660
4742,0.024,-0.014,660
5349,-0.006,-0.027,660
6054,-0.039,-0.04,660
6820,-0.072,-0.054,660
7786,-0.108,-0.067,660
8698,-0.141,-0.08,660
9641,-0.172,-0.093,660
10167,-0.194,-0.106,660
9817,-0.194,-0.12,660
9533,-0.19,-0.133,660
9398,-0.187,-0.146,660
9262,-0.186,-0.159,660
9167,-0.187,-0.172,660
8805,-0.184,-0.186,660
8655,-0.184,-0.196,660
8646,-0.185,-0.196,660
8590,-0.185,-0.196,660
8540,-0.185,-0.196,660
8490,-0.185,-0.196,660
8441,-0.185,-0.196,660
8393,-0.185,-0.196,660
8345,-0.185,-0.196,660
8297,-0.185,-0.196,660
8249,-0.185,-0.196,660
8200,-0.185,-0.196,660
8152,-0.185,-0.196,660
8103,-0.185,-0.196,660
8055,-0.185,-0.196,660
8007,-0.185,-0.196,660
7960,-0.185,-0.196,660
7912,-0.185,-0.196,660
7863,-0.185,-0.196,660
7770,-0.184,-0.196,660
7766,-0.185,-0.196,660
7717,-0.185,-0.196,660
7669,-0.185,-0.196,660
7621,-0.185,-0.196,660
7573,-0.185,-0.196,660
7524,-0.185,-0.196,658
7477,-0.185,-0.196,633
7430,-0.185,-0.196,599
7380,-0.185,-0.196,505
7331,-0.185,-0.196,476
7279,-0.185,-0.196,304
7180,-0.184,-0.196,225
7174,-0.185,-0.196,66
7122,-0.185,-0.196,0
7083,-0.185,-0.195,-47
7092,-0.185,-0.192,-185
7153,-0.185,-0.188,-251
7280,-0.185,-0.181,-386
7479,-0.185,-0.173,-447
7753,-0.185,-0.163,-534
8098,-0.185,-0.152,-568
8516,-0.185,-0.14,-604
9009,-0.185,-0.128,-645
9571,-0.185,-0.114,-657
10198,-0.185,-0.101,-660
10889,-0.185,-0.088,-660
11644,-0.185,-0.075,-660
12462,-0.185,-0.062,-660
12944,-0.184,-0.048,-660
13180,-0.184,-0.035,-660
13387,-0.182,-0.022,-660
13640,-0.181,-0.009,-660
13855,-0.18,0.003,-660
14066,-0.178,0.017,-660
14285,-0.177,0.03,-660
14525,-0.175,0.043,-660
14681,-0.172,0.056,-660
14818,-0.168,0.069,-660
14992,-0.164,0.083,-660
15106,-0.159,0.096,-660
15214,-0.153,0.109,-660
15316,-0.146,0.122,-660
15259,-0.135,0.135,-660
15218,-0.124,0.149,-660
15170,-0.111,0.162,-660
15056,-0.095,0.175,-660
14957,-0.079,0.188,-660
14588,-0.062,0.189,-660
14228,-0.044,0.189,-660
13747,-0.023,0.189,-660
13297,-0.002,0.189,-660
12836,0.019,0.189,-660
12451,0.04,0.189,-660
12020,0.062,0.189,-660
11500,0.085,0.189,-660
11160,0.106,0.189,-660
10847,0.125,0.189,-660
10490,0.144,0.189,-660
10049,0.164,0.189,-660
9641,0.182,0.189,-660
9155,0.199,0.189,-660
8893,0.21,0.189,-660
8697,0.217,0.189,-660
8627,0.219,0.189,-660
8692,0.217,0.189,-660
8681,0.214,0.189,-660
8693,0.211,0.189,-660
8663,0.209,0.189,-660
8604,0.207,0.189,-660
8452,0.208,0.189,-660
8324,0.209,0.189,-660
8238,0.209,0.189,-660
8191,0.208,0.189,-660
8139,0.207,0.189,-660
8040,0.207,0.189,-660
7948,0.207,0.189,-660
7860,0.207,0.189,-660
7775,0.207,0.189,-660
7690,0.207,0.189,-660
7606,0.207,0.189,-660
7522,0.207,0.189,-660
7438,0.207,0.189,-660
7352,0.207,0.189,-660
7264,0.207,0.189,-660
7176,0.207,0.189,-660
7130,0.207,0.189,-660
7034,0.207,0.189,-660
6946,0.207,0.189,-660
6859,0.207,0.189,-660
6767,0.207,0.189,-660
6725,0.206,0.189,-660
6637,0.206,0.189,-660
6593,0.205,0.189,-660
6552,0.204,0.189,-660
6466,0.204,0.189,-653
6431,0.204,0.189,-642
6345,0.204,0.189,-546
6350,0.202,0.189,-480
6268,0.202,0.189,-406
6236,0.201,0.189,-256
6205,0.2,0.189,-187
6181,0.2,0.189,-73
6158,0.199,0.189,-34
6136,0.198,0.189,0
6109,0.197,0.189,32
6064,0.197,0.188,71
6026,0.195,0.185,181
5896,0.194,0.181,250
5794,0.192,0.174,392
5567,0.19,0.166,457
5351,0.187,0.156,570
5092,0.184,0.144,612
4800,0.179,0.131,640
4513,0.173,0.118,660
4293,0.164,0.105,660
4140,0.154,0.092,660
3965,0.142,0.078,660
3913,0.128,0.065,660
3899,0.111,0.052,660
4113,0.092,0.039,660
4471,0.068,0.026,660
4897,0.042,0.012,660
5331,0.016,0.0,660
5917,-0.012,-0.013,660
6613,-0.042,-0.026,660
7284,-0.07,-0.039,660
8110,-0.1,-0.053,660
8955,-0.129,-0.066,660
9761,-0.156,-0.079,660
10388,-0.177,-0.092,660
10371,-0.184,-0.105,660
10153,-0.183,-0.119,660
10046,-0.181,-0.132,660
9923,-0.18,-0.145,660
9816,-0.18,-0.158,660
9599,-0.179,-0.171,660
9332,-0.178,-0.185,660
9119,-0.179,-0.196,660
9033,-0.179,-0.196,660
8951,-0.179,-0.196,660
8873,-0.179,-0.196,660
8794,-0.179,-0.196,660
8718,-0.179,-0.196,660
8639,-0.179,-0.196,660
8563,-0.179,-0.196,660
8483,-0.179,-0.196,660
8406,-0.179,-0.196,660
8281,-0.178,-0.196,660
8250,-0.179,-0.196,660
8170,-0.179,-0.196,660
8092,-0.179,-0.196,644
8016,-0.179,-0.196,616
7938,-0.179,-0.196,536
7858,-0.179,-0.196,485
7781,-0.179,-0.196,430
7657,-0.178,-0.196,308
7624,-0.179,-0.196,241
7546,-0.179,-0.196,98
7424,-0.178,-0.196,37
7393,-0.179,-0.195,-66
7351,-0.179,-0.194,-132
7354,-0.179,-0.19,-194
7427,-0.179,-0.184,-343
7572,-0.179,-0.176,-425
7800,-0.179,-0.166,-545
8106,-0.179,-0.155,-589
8488,-0.179,-0.143,-639
8942,-0.179,-0.13,-652
9465,-0.179,-0.117,-660
10052,-0.179,-0.104,-660
10702,-0.179,-0.09,-660
11416,-0.179,-0.077,-660
12193,-0.179,-0.064,-660
12883,-0.179,-0.051,-660
13113,-0.178,-0.038,-660
13314,-0.177,-0.024,-660
13558,-0.176,-0.011,-660
13804,-0.175,0.001,-660
14013,-0.174,0.014,-660
14195,-0.171,0.027,-660
14357,-0.168,0.041,-660
14583,-0.166,0.054,-660
14663,-0.161,0.067,-660
14830,-0.156,0.08,-660
14896,-0.149,0.093,-660
14966,-0.141,0.107,-660
14996,-0.132,0.12,-660
14941,-0.121,0.133,-660
14917,-0.108,0.146,-660
14859,-0.095,0.159,-660
14770,-0.079,0.173,-660
14710,-0.064,0.186,-660
14444,-0.048,0.189,-660
14027,-0.029,0.189,-660
13540,-0.009,0.189,-660
13154,0.01,0.189,-660
12775,0.03,0.189,-660
12382,0.05,0.189,-660
11919,0.072,0.189,-660
11494,0.093,0.189,-660
11175,0.112,0.189,-660
10871,0.13,0.189,-660
10537,0.148,0.189,-660
10185,0.165,0.189,-660
9771,0.182,0.189,-660
9426,0.196,0.189,-660
9093,0.207,0.189,-660
8942,0.213,0.189,-660
8830,0.217,0.189,-660
8873,0.215,0.189,-660
8891,0.213,0.189,-660
8883,0.21,0.189,-660
8826,0.209,0.189,-660
8651,0.21,0.189,-660
8554,0.21,0.189,-660
8462,0.21,0.189,-660
8367,0.21,0.189,-660
8271,0.21,0.189,-660
8212,0.209,0.189,-660
8113,0.209,0.189,-660
8017,0.209,0.189,-660
7927,0.209,0.189,-660
7837,0.209,0.189,-660
7790,0.208,0.189,-660
7694,0.208,0.189,-660
7601,0.208,0.189,-660
7557,0.207,0.189,-660
7464,0.207,0.189,-660
7372,0.207,0.189,-660
7277,0.207,0.189,-660
7185,0.207,0.189,-660
7096,0.207,0.189,-660
7007,0.207,0.189,-660
6965,0.207,0.189,-660
6871,0.207,0.189,-660
6777,0.207,0.189,-660
6688,0.207,0.189,-660
6642,0.206,0.189,-660
6597,0.205,0.189,-660
6504,0.205,0.189,-660
6460,0.204,0.189,-660
6375,0.204,0.189,-660
6338,0.204,0.189,-660
6295,0.203,0.189,-660
6253,0.202,0.189,-660
6219,0.201,0.189,-660
6188,0.2,0.189,-660
6116,0.2,0.189,-660
6136,0.199,0.189,-660
6110,0.198,0.189,-660
6087,0.197,0.189,-632
6069,0.197,0.189,-577
6053,0.196,0.189,-510
6091,0.194,0.189,-356
6040,0.194,0.189,-278
6042,0.194,0.189,-129
6051,0.193,0.189,-67
6019,0.193,0.189,5
6028,0.192,0.189,52
5921,0.193,0.187,98
5825,0.193,0.184,193
5730,0.192,0.18,246
5531,0.192,0.173,363
5351,0.19,0.166,420
5092,0.189,0.156,515
4840,0.186,0.146,554
4542,0.182,0.134,589
4244,0.177,0.122,647
4040,0.168,0.108,660
3928,0.157,0.095,660
3792,0.144,0.082,660
3844,0.129,0.069,660
3994,0.112,0.056,660
4277,0.092,0.042,660
4621,0.068,0.029,660
5008,0.042,0.016,660
5535,0.015,0.003,660
6177,-0.013,-0.009,660
6849,-0.042,-0.023,660
7550,-0.071,-0.036,660
8364,-0.1,-0.049,660
9155,-0.128,-0.062,660
9967,-0.154,-0.075,660
10535,-0.174,-0.089,660
10539,-0.181,-0.102,660
10370,-0.18,-0.115,660
10210,-0.177,-0.128,660
10053,-0.175,-0.141,660
9958,-0.175,-0.155,660
9783,-0.175,-0.168,660
9537,-0.175,-0.181,660
9226,-0.175,-0.194,660
9103,-0.175,-0.196,660
9007,-0.175,-0.196,660
8911,-0.175,-0.196,660
8860,-0.176,-0.196,660
8719,-0.175,-0.196,660
8623,-0.175,-0.196,660
8528,-0.175,-0.196,660
8431,-0.175,-0.196,660
8335,-0.175,-0.196,660
8240,-0.175,-0.196,660
8144,-0.175,-0.196,660
8048,-0.175,-0.196,660
7952,-0.175,-0.196,660
7856,-0.175,-0.196,655
7759,-0.175,-0.196,645
7664,-0.175,-0.196,640
7568,-0.175,-0.196,633
7472,-0.175,-0.196,616
7373,-0.175,-0.196,604
7273,-0.175,-0.196,568
7173,-0.175,-0.196,544
7072,-0.175,-0.196,481
6973,-0.175,-0.196,440
6873,-0.175,-0.196,393
6773,-0.175,-0.196,285
6672,-0.175,-0.196,224
6571,-0.175,-0.196,100
6472,-0.175,-0.196,52
6373,-0.175,-0.196,-5
6280,-0.175,-0.195,-42
6209,-0.175,-0.194,-75
6165,-0.175,-0.192,-140
6150,-0.175,-0.188,-184
6232,-0.176,-0.184,-277
6271,-0.175,-0.178,-322
6462,-0.176,-0.171,-423
6627,-0.175,-0.162,-465
6901,-0.175,-0.152,-499
7281,-0.176,-0.142,-547
7639,-0.175,-0.13,-563
8150,-0.176,-0.119,-583
8677,-0.176,-0.107,-592
9269,-0.176,-0.095,-609
9922,-0.176,-0.083,-620
10598,-0.175,-0.07,-639
11436,-0.176,-0.057,-660
12293,-0.176,-0.044,-660
13175,-0.175,-0.031,-660
13418,-0.174,-0.018,-660
13623,-0.173,-0.004,-660
13837,-0.171,0.008,-660
14027,-0.169,0.021,-660
14235,-0.167,0.034,-660
14407,-0.164,0.047,-660
14562,-0.16,0.061,-660
14701,-0.155,0.074,-660
14826,-0.15,0.087,-660
14863,-0.142,0.1,-660
14953,-0.134,0.113,-660
14960,-0.125,0.127,-660
14972,-0.114,0.14,-660
14907,-0.101,0.153,-660
14890,-0.088,0.166,-660
14818,-0.073,0.179,-660
14745,-0.059,0.189,-660
14349,-0.042,0.189,-660
13964,-0.025,0.189,-660
13528,-0.006,0.189,-660
13153,0.013,0.189,-660
12750,0.032,0.189,-660
12347,0.052,0.189,-660
11910,0.073,0.189,-660
11504,0.094,0.189,-660
11208,0.112,0.189,-660
10895,0.13,0.189,-660
10497,0.148,0.189,-660
10192,0.165,0.189,-660
9784,0.182,0.189,-660
9353,0.197,0.189,-660
9114,0.207,0.189,-660
8874,0.215,0.189,-660
8767,0.218,0.189,-660
8808,0.217,0.189,-660
8810,0.214,0.189,-660
8790,0.212,0.189,-660
8716,0.21,0.189,-660
8626,0.21,0.189,-660
8516,0.21,0.189,-660
8371,0.21,0.189,-660
8326,0.21,0.189,-660
8224,0.21,0.189,-660
8171,0.209,0.189,-660
8072,0.209,0.189,-660
7929,0.21,0.189,-660
7880,0.209,0.189,-660
7783,0.209,0.189,-660
7686,0.209,0.189,-660
7590,0.209,0.189,-660
7494,0.209,0.189,-660
7395,0.209,0.189,-660
7343,0.208,0.189,-660
7246,0.208,0.189,-660
7151,0.208,0.189,-660
7104,0.207,0.189,-660
7003,0.207,0.189,-660
6909,0.207,0.189,-660
6818,0.207,0.189,-660
6774,0.207,0.189,-660
6676,0.207,0.189,-660
6631,0.206,0.189,-660
6581,0.205,0.189,-660
6485,0.205,0.189,-660
6436,0.204,0.189,-660
6354,0.204,0.189,-660
6314,0.204,0.189,-660
6317,0.202,0.189,-660
6278,0.201,0.189,-660
6197,0.201,0.189,-660
6167,0.2,0.189,-660
6141,0.2,0.189,-660
6114,0.199,0.189,-660
6132,0.197,0.189,-660
6109,0.197,0.189,-660
6135,0.195,0.189,-660
6166,0.194,0.189,-660
6159,0.193,0.189,-660
6153,0.192,0.189,-657
6157,0.191,0.189,-649
6168,0.19,0.189,-628
6188,0.19,0.189,-532
6171,0.19,0.189,-480
6162,0.19,0.189,-368
6157,0.19,0.189,-313
6153,0.19,0.189,-228
6149,0.19,0.189,-195
6146,0.19,0.189,-168
6142,0.19,0.189,-105
6139,0.19,0.189,-70
6135,0.19,0.189,0
6132,0.19,0.189,7
6112,0.19,0.189,95
6057,0.19,0.186,143
5963,0.19,0.183,195
5816,0.19,0.178,305
5647,0.189,0.171,368
5400,0.188,0.162,508
5108,0.187,0.151,570
4817,0.184,0.139,641
4476,0.18,0.126,660
4228,0.173,0.113,660
3938,0.165,0.1,660
3752,0.154,0.087,660
3631,0.141,0.074,660
3720,0.126,0.06,660
3905,0.108,0.047,660
4247,0.086,0.034,660
4636,0.061,0.021,660
5032,0.035,0.008,660
5543,0.007,-0.005,660
6203,-0.022,-0.018,660
6898,-0.052,-0.031,660
7627,-0.081,-0.044,660
8459,-0.111,-0.057,660
9322,-0.14,-0.071,660
10075,-0.165,-0.084,660
10457,-0.181,-0.097,660
10232,-0.182,-0.11,660
10047,-0.18,-0.123,660
9942,-0.178,-0.137,660
9764,-0.176,-0.15,660
9668,-0.177,-0.163,660
9374,-0.175,-0.176,660
9102,-0.175,-0.189,660
8936,-0.176,-0.196,660
8840,-0.176,-0.196,660
8745,-0.176,-0.196,660
8652,-0.176,-0.196,660
8564,-0.176,-0.196,660
8471,-0.176,-0.196,660
8380,-0.176,-0.196,660
8288,-0.176,-0.196,660
8196,-0.176,-0.196,660
8105,-0.176,-0.196,660
8012,-0.176,-0.196,660
7920,-0.176,-0.196,660
