accel_toe,bat_pct,bullet_cnt,cali_step,ch_mode,ch_yaw,ch_yaw_set,chassis_ok,dbus_toe,drop,event_bits,evt_chassis_mode_changed,evt_chassis_snapshot_invalid,evt_cmd_burst_toggle,evt_cmd_high_freq_toggle,evt_cmd_reverse_trigger,evt_cmd_shoot_toggle,evt_cmd_vt03_trigger,evt_dbus_toe_changed,evt_dial_neg,evt_dial_pos,evt_fn1_cur,evt_fn2_cur,evt_gimbal_snapshot_invalid,evt_pause_cur,evt_pitch_mode_changed,evt_pitch_toe_changed,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,evt_yaw_mode_changed,evt_yaw_toe_changed,ff_b_hat,ff_k_hat,fric1_cur,fric1_rpm,fric2_cur,fric2_rpm,fric_set,gimbal_ok,gyro_toe,high_freq,i1,i2,i3,i4,key_v,local_heat,mouse_x,mouse_y,pitch_cur,pitch_mode,pitch_rel,pitch_rel_set,pitch_toe,rc_ch0,rc_ch1,rc_ch2,rc_ch3,rc_s0,rc_s1,ref_toe,rel,rel_set,seq,shoot_mode,tick_ms,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd,trigger_spd_set,vt03_toe,vx_set,vy_set,wz_set,yaw_abs,yaw_abs_set,yaw_cur,yaw_gyro,yaw_gyro_set,yaw_mode,yaw_rel,yaw_rel_set,yaw_toe
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,641,0,12863,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.007,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,642,0,12883,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.002,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,643,0,12903,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,-0.003,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,644,0,12923,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.004,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,645,0,12943,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.006,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,646,0,12963,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.002,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,647,0,12983,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,-0.001,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,648,0,13003,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.003,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,649,0,13023,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.002,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,650,0,13043,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,651,0,13063,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,652,0,13083,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,653,0,13103,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.004,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,654,0,13123,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,-0.001,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,655,0,13143,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.002,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,656,0,13163,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,657,0,13183,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,658,0,13203,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.001,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,659,0,13223,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.006,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,660,0,13243,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,661,0,13263,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,662,0,13283,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.002,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,663,0,13303,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,664,0,13323,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.002,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,665,0,13343,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.002,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,666,0,13363,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.001,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,667,0,13383,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,-0.002,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,668,0,13403,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.0,0,0.001,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,669,0,13423,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.007,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,670,0,13443,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,-0.001,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,671,0,13463,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.004,0.0,0,0.001,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,672,0,13483,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.0,0,-0.001,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,673,0,13503,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.0,0,-0.005,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,674,0,13523,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.0,0,0.005,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,675,0,13543,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.0,0,0.003,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,676,0,13563,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,677,0,13583,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.0,0,0.0,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,678,0,13603,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.0,0,-0.007,0.0,0,0.601,-0.355,0
0,100,0,0,3,0.355,0.0,1,1,618,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.175,1.584,0,0,0,0,0,2,3,1,-0.355,0.0,679,0,13623,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.0,0,-0.001,0.0,0,0.601,-0.355,0
