pitch_cur,pitch_rel,pitch_rel_set
-128,0.19,0.189
-128,0.19,0.189
-129,0.19,0.189
-84,0.189,0.189
-132,0.19,0.189
-130,0.19,0.189
-132,0.19,0.189
-84,0.189,0.189
-129,0.19,0.189
-81,0.189,0.189
-82,0.189,0.189
-84,0.189,0.189
-83,0.189,0.189
-82,0.189,0.189
-127,0.19,0.189
-126,0.19,0.189
-129,0.19,0.189
-127,0.19,0.189
-129,0.19,0.189
-128,0.19,0.189
-83,0.189,0.189
-84,0.189,0.189
-82,0.189,0.189
-81,0.189,0.189
-82,0.189,0.189
-127,0.19,0.189
-82,0.189,0.189
-131,0.19,0.189
-129,0.19,0.189
-128,0.19,0.189
-81,0.189,0.189
-82,0.189,0.189
-126,0.19,0.189
-128,0.19,0.189
-128,0.19,0.189
-126,0.19,0.189
-127,0.19,0.189
-127,0.19,0.189
-82,0.189,0.189
-129,0.19,0.189
-132,0.19,0.189
-84,0.189,0.189
-84,0.189,0.189
-84,0.189,0.189
-86,0.189,0.189
-82,0.189,0.189
-84,0.189,0.189
-127,0.19,0.189
-80,0.189,0.189
-129,0.19,0.189
-127,0.19,0.189
-82,0.189,0.189
-128,0.19,0.189
-127,0.19,0.189
-128,0.19,0.189
-129,0.19,0.189
-81,0.189,0.189
-128,0.19,0.189
-125,0.19,0.189
-125,0.19,0.189
-128,0.19,0.189
-82,0.189,0.189
-87,0.189,0.189
-131,0.19,0.189
-84,0.189,0.189
-132,0.19,0.189
-131,0.19,0.189
-128,0.19,0.189
-128,0.19,0.189
-84,0.189,0.189
-84,0.189,0.189
-129,0.19,0.189
-80,0.189,0.189
-82,0.189,0.189
-126,0.19,0.189
-129,0.19,0.189
-129,0.19,0.189
-82,0.189,0.189
-83,0.189,0.189
-128,0.19,0.189
-129,0.19,0.189
-83,0.189,0.189
-127,0.19,0.189
-127,0.19,0.189
-82,0.189,0.189
-130,0.19,0.189
-84,0.189,0.189
-126,0.19,0.189
-128,0.19,0.189
-127,0.19,0.189
-80,0.189,0.189
-126,0.19,0.189
-128,0.19,0.189
-128,0.19,0.189
-129,0.19,0.189
-82,0.189,0.189
-128,0.19,0.189
-84,0.189,0.189
-127,0.19,0.189
-80,0.189,0.189
-128,0.19,0.189
-130,0.19,0.189
-83,0.189,0.189
-132,0.19,0.189
-84,0.189,0.189
-82,0.189,0.189
-78,0.189,0.189
-126,0.19,0.189
-81,0.189,0.189
-80,0.189,0.189
-81,0.189,0.189
-128,0.19,0.189
-125,0.19,0.189
-80,0.189,0.189
-82,0.189,0.189
-129,0.19,0.189
-128,0.19,0.189
-82,0.189,0.189
-126,0.19,0.189
-80,0.189,0.189
-125,0.19,0.189
-129,0.19,0.189
-128,0.19,0.189
-128,0.19,0.189
-128,0.19,0.189
-83,0.189,0.189
-83,0.189,0.189
-127,0.19,0.189
-83,0.189,0.189
-129,0.19,0.189
-82,0.189,0.189
-84,0.189,0.189
-129,0.19,0.189
-130,0.19,0.189
-129,0.19,0.189
-127,0.19,0.189
-81,0.189,0.189
-128,0.19,0.189
-130,0.19,0.189
-83,0.189,0.189
-82,0.189,0.189
-130,0.19,0.189
-83,0.189,0.189
-82,0.189,0.189
-84,0.189,0.189
-132,0.19,0.189
-131,0.19,0.189
-131,0.19,0.189
-134,0.19,0.189
-132,0.19,0.189
-134,0.19,0.189
-130,0.19,0.189
-82,0.189,0.189
-130,0.19,0.189
-129,0.19,0.189
-84,0.189,0.189
-83,0.189,0.189
-81,0.189,0.189
-128,0.19,0.189
-127,0.19,0.189
-79,0.189,0.189
-83,0.189,0.189
-129,0.19,0.189
-128,0.19,0.189
-82,0.189,0.189
-125,0.19,0.189
-128,0.19,0.189
-128,0.19,0.189
-79,0.189,0.189
-125,0.19,0.189
-126,0.19,0.189
-80,0.189,0.189
-79,0.189,0.189
-77,0.189,0.189
-124,0.19,0.189
-124,0.19,0.189
-124,0.19,0.189
-125,0.19,0.189
-124,0.19,0.189
-123,0.19,0.189
-122,0.19,0.189
-125,0.19,0.189
-78,0.189,0.189
-123,0.19,0.189
-82,0.189,0.189
-80,0.189,0.189
-125,0.19,0.189
-123,0.19,0.189
-121,0.19,0.189
-124,0.19,0.189
-124,0.19,0.189
-123,0.19,0.189
-76,0.189,0.189
-77,0.189,0.189
-122,0.19,0.189
-122,0.19,0.189
-78,0.189,0.189
-123,0.19,0.189
-77,0.189,0.189
-126,0.19,0.189
-78,0.189,0.189
-79,0.189,0.189
-80,0.189,0.189
-124,0.19,0.189
-77,0.189,0.189
-124,0.19,0.189
-126,0.19,0.189
-80,0.189,0.189
-125,0.19,0.189
-78,0.189,0.189
-76,0.189,0.189
-78,0.189,0.189
-124,0.19,0.189
-123,0.19,0.189
-78,0.189,0.189
-125,0.19,0.189
-126,0.19,0.189
-127,0.19,0.189
-83,0.189,0.189
-131,0.19,0.189
-128,0.19,0.189
-81,0.189,0.189
-82,0.189,0.189
-128,0.19,0.189
-129,0.19,0.189
-128,0.19,0.189
-82,0.189,0.189
-127,0.19,0.189
-81,0.189,0.189
-83,0.189,0.189
-128,0.19,0.189
-131,0.19,0.189
-83,0.189,0.189
-78,0.189,0.189
-126,0.19,0.189
-79,0.189,0.189
-79,0.189,0.189
-127,0.19,0.189
-82,0.189,0.189
-82,0.189,0.189
-129,0.19,0.189
-129,0.19,0.189
-130,0.19,0.189
-127,0.19,0.189
-127,0.19,0.189
-127,0.19,0.189
-126,0.19,0.189
-83,0.189,0.189
-129,0.19,0.189
