event_bits,evt_cmd_shoot_toggle,evt_cmd_vt03_trigger,evt_fn1_cur,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,0,1,0,1,9724,-9911,284400.0,1,3,2,84415,1,1688343,0,0.0,0
1048832,0,0,0,1,0,1,9707,-9890,284400.0,1,3,2,84416,1,1688363,0,0.0,0
1048832,0,0,0,1,0,1,9695,-9880,284400.0,1,3,2,84417,1,1688383,0,0.0,0
1048832,0,0,0,1,0,1,9724,-9892,284400.0,1,3,2,84418,1,1688403,0,0.0,0
1048832,0,0,0,1,0,1,9703,-9899,284400.0,1,3,2,84419,1,1688423,0,0.0,0
1048832,0,0,0,1,0,1,9695,-9924,284400.0,1,3,2,84420,1,1688443,0,0.0,0
1050880,0,0,0,1,1,1,9736,-9930,284400.0,1,3,2,84421,1,1688463,0,0.0,0
1050880,0,0,0,1,1,1,9707,-9917,284400.0,1,3,2,84422,1,1688483,0,0.0,0
1050880,0,0,0,1,1,1,9686,-9901,284400.0,1,3,2,84423,1,1688503,0,0.0,0
1050880,0,0,0,1,1,1,9713,-9903,284400.0,1,3,2,84424,1,1688523,0,0.0,0
1050880,0,0,0,1,1,1,9703,-9901,284400.0,1,3,2,84425,1,1688543,0,0.0,0
1050880,0,0,0,1,1,1,9707,-9869,284400.0,1,3,2,84426,1,1688563,0,0.0,0
1050880,0,0,0,1,1,1,9726,-9884,284400.0,1,3,2,84427,1,1688583,0,0.0,0
1050880,0,0,0,1,1,1,9688,-9903,284400.0,1,3,2,84428,1,1688603,0,0.0,0
1050880,0,0,0,1,1,1,9697,-9907,284400.0,1,3,2,84429,1,1688623,0,0.0,0
1048832,0,0,0,1,0,1,9728,-9924,284400.0,1,3,2,84430,1,1688643,0,0.0,0
1048832,0,0,0,1,0,1,9705,-9924,284400.0,1,3,2,84431,1,1688663,0,0.0,0
1048832,0,0,0,1,0,1,9697,-9915,284400.0,1,3,2,84432,1,1688683,0,0.0,0
1048832,0,0,0,1,0,1,9736,-9899,284400.0,1,3,2,84433,1,1688703,0,0.0,0
1048832,0,0,0,1,0,1,9707,-9901,284400.0,1,3,2,84434,1,1688723,0,0.0,0
1048832,0,0,0,1,0,1,9682,-9886,284400.0,1,3,2,84435,1,1688743,0,0.0,0
1048832,0,0,0,1,0,1,9711,-9905,284400.0,1,3,2,84436,1,1688763,0,0.0,0
1048832,0,0,0,1,0,1,9703,-9930,284400.0,1,3,2,84437,1,1688783,0,0.0,0
1048832,0,0,0,1,0,1,9703,-9926,284400.0,1,3,2,84438,1,1688803,0,0.0,0
1048832,0,0,0,1,0,1,9724,-9915,284400.0,1,3,2,84439,1,1688823,0,0.0,0
1048832,0,0,0,1,0,1,9682,-9917,284400.0,1,3,2,84440,1,1688843,0,0.0,0
1048832,0,0,0,1,0,1,9699,-9903,284400.0,1,3,2,84441,1,1688863,0,0.0,0
1048832,0,0,0,1,0,1,9730,-9876,284400.0,1,3,2,84442,1,1688883,0,0.0,0
1048832,0,0,0,1,0,1,9693,-9878,284400.0,1,3,2,84443,1,1688903,0,0.0,0
1048832,0,0,0,1,0,1,9711,-9888,284400.0,1,3,2,84444,1,1688923,0,0.0,0
1048832,0,0,0,1,0,1,9718,-9882,284400.0,1,3,2,84445,1,1688943,0,0.0,0
1048832,0,0,0,1,0,1,9693,-9903,284400.0,1,3,2,84446,1,1688963,0,0.0,0
1048832,0,0,0,1,0,1,9688,-9926,284400.0,1,3,2,84447,1,1688983,0,0.0,0
1048832,0,0,0,1,0,1,9713,-9924,284400.0,1,3,2,84448,1,1689003,0,0.0,0
