event_bits,evt_cmd_burst_toggle,evt_cmd_high_freq_toggle,evt_cmd_reverse_trigger,evt_fn1_cur,evt_fn2_cur,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89324,0,1786523,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89325,0,1786543,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89326,0,1786563,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89327,0,1786583,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89328,0,1786603,0,0.0,0
1048832,0,0,0,0,0,1,1,0,2,0.0,1,3,2,89329,0,1786623,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89330,0,1786643,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89331,0,1786663,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89332,0,1786683,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89333,0,1786703,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89334,0,1786723,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89335,0,1786743,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89336,0,1786763,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89337,0,1786783,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89338,0,1786803,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89339,0,1786823,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89340,0,1786843,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89341,0,1786863,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89342,0,1786883,0,0.0,0
1048832,0,0,0,0,0,1,1,0,-3,0.0,1,3,2,89343,0,1786903,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89344,0,1786923,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89345,0,1786943,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89346,0,1786963,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89347,0,1786983,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89348,0,1787003,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89349,0,1787023,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89350,0,1787043,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89351,0,1787063,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89352,0,1787083,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89353,0,1787103,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89354,0,1787123,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89355,0,1787143,0,0.0,0
1048832,0,0,0,0,0,1,1,0,-3,0.0,1,3,2,89356,0,1787163,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89357,0,1787183,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89358,0,1787203,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89359,0,1787223,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89360,0,1787243,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89361,0,1787263,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89362,0,1787283,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89363,0,1787303,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89364,0,1787323,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89365,0,1787343,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89366,0,1787363,0,0.0,0
1048832,0,0,0,0,0,1,1,0,-7,0.0,1,3,2,89367,0,1787383,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89368,0,1787403,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89369,0,1787423,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89370,0,1787443,0,0.0,0
1048832,0,0,0,0,0,1,1,0,-3,0.0,1,3,2,89371,0,1787463,0,0.0,0
1048832,0,0,0,0,0,1,1,0,0,0.0,1,3,2,89372,0,1787483,0,0.0,0
1049344,0,0,0,1,0,1,1,0,-3,0.0,1,3,2,89373,0,1787503,0,0.0,0
1049344,0,0,0,1,0,1,1,0,0,0.0,1,3,2,89374,0,1787523,0,0.0,0
1049344,0,0,0,1,0,1,1,0,-3,0.0,1,3,2,89375,0,1787543,0,0.0,0
1049344,0,0,0,1,0,1,1,0,0,0.0,1,3,2,89376,0,1787563,0,0.0,0
1049344,0,0,0,1,0,1,1,0,-3,0.0,1,3,2,89377,0,1787583,0,0.0,0
1049344,0,0,0,1,0,1,1,0,0,0.0,1,3,2,89378,0,1787603,0,0.0,0
1048832,0,0,0,0,0,1,1,387,-314,311400.0,1,3,2,89379,1,1787623,0,0.0,0
1048832,0,0,0,0,0,1,1,1240,-1107,311400.0,1,3,2,89380,1,1787643,0,0.0,0
1048832,0,0,0,0,0,1,1,2094,-1978,311400.0,1,3,2,89381,1,1787663,0,0.0,0
1048832,0,0,0,0,0,1,1,2988,-2836,311400.0,1,3,2,89382,1,1787683,0,0.0,0
1048832,0,0,0,0,0,1,1,3835,-3633,311400.0,1,3,2,89383,1,1787703,0,0.0,0
