event_bits,evt_cmd_burst_toggle,evt_cmd_high_freq_toggle,evt_cmd_reverse_trigger,evt_fn1_cur,evt_fn2_cur,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,0,0,0,1,1,4674,-4514,311400.0,1,3,2,89384,1,1787723,0,0.0,0
1048832,0,0,0,0,0,1,1,5539,-5339,311400.0,1,3,2,89385,1,1787743,0,0.0,0
1048832,0,0,0,0,0,1,1,6409,-6232,311400.0,1,3,2,89386,1,1787763,0,0.0,0
1048832,0,0,0,0,0,1,1,7236,-7071,311400.0,1,3,2,89387,1,1787783,0,0.0,0
1048832,0,0,0,0,0,1,1,8016,-7829,311400.0,1,3,2,89388,1,1787803,0,0.0,0
1048832,0,0,0,0,0,1,1,8544,-8427,311400.0,1,3,2,89389,1,1787823,0,0.0,0
1048832,0,0,0,0,0,1,1,8878,-8894,311400.0,1,3,2,89390,1,1787843,0,0.0,0
1048832,0,0,0,0,0,1,1,9104,-9193,311400.0,1,3,2,89391,1,1787863,0,0.0,0
1048832,0,0,0,0,0,1,1,9295,-9424,311400.0,1,3,2,89392,1,1787883,0,0.0,0
1048832,0,0,0,0,0,1,1,9416,-9557,311400.0,1,3,2,89393,1,1787903,0,0.0,0
1048832,0,0,0,0,0,1,1,9504,-9606,311400.0,1,3,2,89394,1,1787923,0,0.0,0
1048832,0,0,0,0,0,1,1,9559,-9723,311400.0,1,3,2,89395,1,1787943,0,0.0,0
1048832,0,0,0,0,0,1,1,9563,-9737,311400.0,1,3,2,89396,1,1787963,0,0.0,0
1048832,0,0,0,0,0,1,1,9600,-9746,311400.0,1,3,2,89397,1,1787983,0,0.0,0
1048832,0,0,0,0,0,1,1,9619,-9792,311400.0,1,3,2,89398,1,1788003,0,0.0,0
1048832,0,0,0,0,0,1,1,9632,-9825,311400.0,1,3,2,89399,1,1788023,0,0.0,0
1048832,0,0,0,0,0,1,1,9667,-9817,311400.0,1,3,2,89400,1,1788043,0,0.0,0
1048832,0,0,0,0,0,1,1,9653,-9836,311400.0,1,3,2,89401,1,1788063,0,0.0,0
1048832,0,0,0,0,0,1,1,9659,-9863,311400.0,1,3,2,89402,1,1788083,0,0.0,0
1048832,0,0,0,0,0,1,1,9701,-9855,311400.0,1,3,2,89403,1,1788103,0,0.0,0
1048832,0,0,0,0,0,1,1,9667,-9855,311400.0,1,3,2,89404,1,1788123,0,0.0,0
1048832,0,0,0,0,0,1,1,9690,-9869,311400.0,1,3,2,89405,1,1788143,0,0.0,0
1048832,0,0,0,0,0,1,1,9667,-9876,311400.0,1,3,2,89406,1,1788163,0,0.0,0
1048832,0,0,0,0,0,1,1,9674,-9853,311400.0,1,3,2,89407,1,1788183,0,0.0,0
1048832,0,0,0,0,0,1,1,9703,-9855,311400.0,1,3,2,89408,1,1788203,0,0.0,0
1048832,0,0,0,0,0,1,1,9672,-9873,311400.0,1,3,2,89409,1,1788223,0,0.0,0
1048832,0,0,0,0,0,1,1,9697,-9853,311400.0,1,3,2,89410,1,1788243,0,0.0,0
1048832,0,0,0,0,0,1,1,9672,-9865,311400.0,1,3,2,89411,1,1788263,0,0.0,0
1048832,0,0,0,0,0,1,1,9693,-9884,311400.0,1,3,2,89412,1,1788283,0,0.0,0
1048832,0,0,0,0,0,1,1,9705,-9876,311400.0,1,3,2,89413,1,1788303,0,0.0,0
1048832,0,0,0,0,0,1,1,9655,-9876,311400.0,1,3,2,89414,1,1788323,0,0.0,0
1048832,0,0,0,0,0,1,1,9686,-9907,311400.0,1,3,2,89415,1,1788343,0,0.0,0
1048832,0,0,0,0,0,1,1,9680,-9897,311400.0,1,3,2,89416,1,1788363,0,0.0,0
1048832,0,0,0,0,0,1,1,9678,-9894,311400.0,1,3,2,89417,1,1788383,0,0.0,0
1048832,0,0,0,0,0,1,1,9703,-9897,311400.0,1,3,2,89418,1,1788403,0,0.0,0
1048832,0,0,0,0,0,1,1,9676,-9890,311400.0,1,3,2,89419,1,1788423,0,0.0,0
1048832,0,0,0,0,0,1,1,9701,-9865,311400.0,1,3,2,89420,1,1788443,0,0.0,0
1048832,0,0,0,0,0,1,1,9705,-9869,311400.0,1,3,2,89421,1,1788463,0,0.0,0
1048832,0,0,0,0,0,1,1,9657,-9884,311400.0,1,3,2,89422,1,1788483,0,0.0,0
1048832,0,0,0,0,0,1,1,9693,-9859,311400.0,1,3,2,89423,1,1788503,0,0.0,0
1048832,0,0,0,0,0,1,1,9676,-9859,311400.0,1,3,2,89424,1,1788523,0,0.0,0
1048832,0,0,0,0,0,1,1,9690,-9873,311400.0,1,3,2,89425,1,1788543,0,0.0,0
1048832,0,0,0,0,0,1,1,9695,-9873,311400.0,1,3,2,89426,1,1788563,0,0.0,0
1048832,0,0,0,0,0,1,1,9653,-9867,311400.0,1,3,2,89427,1,1788583,0,0.0,0
1048832,0,0,0,0,0,1,1,9699,-9897,311400.0,1,3,2,89428,1,1788603,0,0.0,0
1048832,0,0,0,0,0,1,1,9684,-9899,311400.0,1,3,2,89429,1,1788623,0,0.0,0
1048832,0,0,0,0,0,1,1,9657,-9901,311400.0,1,3,2,89430,1,1788643,0,0.0,0
1048832,0,0,0,0,0,1,1,9693,-9903,311400.0,1,3,2,89431,1,1788663,0,0.0,0
1048832,0,0,0,0,0,1,1,9678,-9911,311400.0,1,3,2,89432,1,1788683,0,0.0,0
1048832,0,0,0,0,0,1,1,9695,-9882,311400.0,1,3,2,89433,1,1788703,0,0.0,0
1048832,0,0,0,0,0,1,1,9690,-9871,311400.0,1,3,2,89434,1,1788723,0,0.0,0
1048832,0,0,0,0,0,1,1,9657,-9886,311400.0,1,3,2,89435,1,1788743,0,0.0,0
1048832,0,0,0,0,0,1,1,9701,-9863,311400.0,1,3,2,89436,1,1788763,0,0.0,0
1048832,0,0,0,0,0,1,1,9684,-9861,311400.0,1,3,2,89437,1,1788783,0,0.0,0
1048832,0,0,0,0,0,1,1,9684,-9871,311400.0,1,3,2,89438,1,1788803,0,0.0,0
1048832,0,0,0,0,0,1,1,9693,-9869,311400.0,1,3,2,89439,1,1788823,0,0.0,0
1048832,0,0,0,0,0,1,1,9672,-9863,311400.0,1,3,2,89440,1,1788843,0,0.0,0
1048832,0,0,0,0,0,1,1,9716,-9890,311400.0,1,3,2,89441,1,1788863,0,0.0,0
1048832,0,0,0,0,0,1,1,9688,-9892,311400.0,1,3,2,89442,1,1788883,0,0.0,0
1048832,0,0,0,0,0,1,1,9667,-9892,311400.0,1,3,2,89443,1,1788903,0,0.0,0
1048832,0,0,0,0,0,1,1,9703,-9903,311400.0,1,3,2,89444,1,1788923,0,0.0,0
1048832,0,0,0,0,0,1,1,9676,-9909,311400.0,1,3,2,89445,1,1788943,0,0.0,0
