seq,tick_ms,rc_s0,shoot_mode,fric1_rpm,fric2_rpm,fric_set,vt03_toe,evt_vt03_online,evt_s0_not_down,evt_dial_pos,evt_dial_neg
196341,3926863,3,1,-9298,9441,-910200.0,0,1,1,0,0
196342,3926883,3,1,-9262,9450,-908600.0,0,1,1,1,0
196343,3926903,3,1,-9252,9439,-906600.0,0,1,1,1,0
196344,3926923,3,1,-9285,9439,-904600.0,0,1,1,1,0
196345,3926943,3,1,-9258,9452,-902600.0,0,1,1,1,0
196346,3926963,3,1,-9275,9458,-900600.0,0,1,1,1,0
196347,3926983,3,1,-9300,9460,-898600.0,0,1,1,1,0
196348,3927003,3,1,-9262,9467,-896600.0,0,1,1,1,0
196349,3927023,3,1,-9290,9450,-894600.0,0,1,1,1,0
196350,3927043,3,1,-9300,9441,-893299.968,0,1,1,0,0
196351,3927063,3,1,-9267,9450,-893299.968,0,1,1,0,0
196352,3927083,3,1,-9279,9450,-893299.968,0,1,1,0,0
196353,3927103,3,1,-9258,9458,-893299.968,0,1,1,0,0
196354,3927123,3,1,-9250,9462,-893299.968,0,1,1,0,0
196355,3927143,3,1,-9285,9464,-892899.968,0,1,1,1,0
196356,3927163,3,1,-9252,9448,-890899.968,0,1,1,1,0
196357,3927183,3,1,-9273,9441,-888899.968,0,1,1,1,0
196358,3927203,3,1,-9294,9441,-886899.968,0,1,1,1,0
196359,3927223,3,1,-9267,9437,-884899.968,0,1,1,1,0
196360,3927243,3,1,-9285,9431,-882899.968,0,1,1,1,0
196361,3927263,3,1,-9285,9423,-880899.968,0,1,1,1,0
196362,3927283,3,1,-9258,9416,-878899.968,0,1,1,1,0
196363,3927303,3,1,-9273,9402,-877699.968,0,1,1,0,0
196364,3927323,3,1,-9273,9406,-877699.968,0,1,1,0,0
196365,3927343,3,1,-9248,9416,-877699.968,0,1,1,0,0
196366,3927363,3,1,-9275,9418,-877699.968,0,1,1,0,0
196367,3927383,3,1,-9269,9420,-877699.968,0,1,1,0,0
196368,3927403,3,1,-9277,9408,-877699.968,0,1,1,0,0
196369,3927423,3,1,-9300,9408,-876300.032,0,1,1,1,0
196370,3927443,3,1,-9269,9400,-874300.032,0,1,1,1,0
196371,3927463,3,1,-9283,9410,-872300.032,0,1,1,1,0
196372,3927483,3,1,-9288,9423,-870300.032,0,1,1,1,0
196373,3927503,3,1,-9254,9427,-868300.032,0,1,1,1,0
196374,3927523,3,1,-9271,9429,-866300.032,0,1,1,1,0
196375,3927543,3,1,-9281,9420,-864300.032,0,1,1,1,0
196376,3927563,3,1,-9260,9420,-862300.032,0,1,1,1,0
196377,3927583,3,1,-9288,9431,-860300.032,0,1,1,1,0
196378,3927603,3,1,-9279,9441,-858300.032,0,1,1,1,0
196379,3927623,3,1,-9262,9441,-856300.032,0,1,1,1,0
196380,3927643,3,1,-9298,9446,-854899.968,0,1,1,0,0
196381,3927663,3,1,-9260,9439,-854899.968,0,1,1,0,0
196382,3927683,3,1,-9269,9439,-854899.968,0,1,1,0,0
196383,3927703,3,1,-9283,9439,-854899.968,0,1,1,0,0
196384,3927723,3,1,-9246,9448,-854899.968,0,1,1,0,0
196385,3927743,3,1,-9275,9458,-854899.968,0,1,1,0,0
196386,3927763,3,1,-9279,9460,-854899.968,0,1,1,0,0
196387,3927783,3,1,-9267,9462,-854899.968,0,1,1,0,0
196388,3927803,3,1,-9290,9443,-854899.968,0,1,1,0,0
196389,3927823,3,1,-9300,9439,-854899.968,0,1,1,0,0
196390,3927843,3,1,-9265,9443,-854899.968,0,1,1,0,0
196391,3927863,3,1,-9279,9448,-854899.968,0,1,1,0,0
196392,3927883,3,1,-9258,9458,-854899.968,0,1,1,0,0
196393,3927903,3,1,-9250,9462,-854899.968,0,1,1,0,0
196394,3927923,3,1,-9285,9462,-853800.0,0,1,1,1,0
196395,3927943,3,1,-9254,9439,-851800.0,0,1,1,1,0
196396,3927963,3,1,-9275,9446,-849800.0,0,1,1,1,0
196397,3927983,3,1,-9296,9441,-847800.0,0,1,1,1,0
196398,3928003,3,1,-9267,9450,-845800.0,0,1,1,1,0
196399,3928023,3,1,-9292,9443,-843800.0,0,1,1,1,0
196400,3928043,3,1,-9298,9441,-841800.0,0,1,1,1,0
196401,3928063,3,1,-9269,9433,-839800.0,0,1,1,1,0
196402,3928083,3,1,-9279,9420,-837800.0,0,1,1,1,0
196403,3928103,3,1,-9271,9427,-836700.032,0,1,1,0,0
196404,3928123,3,1,-9250,9425,-836700.032,0,1,1,0,0
196405,3928143,3,1,-9275,9433,-836700.032,0,1,1,0,0
196406,3928163,3,1,-9271,9431,-836700.032,0,1,1,0,0
196407,3928183,3,1,-9275,9427,-836700.032,0,1,1,0,0
196408,3928203,3,1,-9298,9420,-836700.032,0,1,1,0,0
196409,3928223,3,1,-9271,9408,-836700.032,0,1,1,0,0
196410,3928243,3,1,-9283,9412,-836700.032,0,1,1,0,0
196411,3928263,3,1,-9290,9418,-836700.032,0,1,1,0,0
196412,3928283,3,1,-9256,9414,-835299.968,0,1,1,1,0
196413,3928303,3,1,-9273,9408,-833299.968,0,1,1,1,0
196414,3928323,3,1,-9271,9408,-831299.968,0,1,1,1,0
196415,3928343,3,1,-9248,9397,-829299.968,0,1,1,1,0
196416,3928363,3,1,-9273,9408,-827299.968,0,1,1,1,0
196417,3928383,3,1,-9271,9423,-825299.968,0,1,1,1,0
196418,3928403,3,1,-9260,9429,-823299.968,0,1,1,1,0
196419,3928423,3,1,-9294,9433,-821299.968,0,1,1,1,0
196420,3928443,3,1,-9269,9427,-819299.968,0,1,1,1,0
196421,3928463,3,1,-9271,9429,-817299.968,0,1,1,1,0
196422,3928483,3,1,-9285,9420,-815299.968,0,1,1,1,0
196423,3928503,3,1,-9252,9427,-813299.968,0,1,1,1,0
196424,3928523,3,1,-9269,9439,-811299.968,0,1,1,1,0
196425,3928543,3,1,-9283,9439,-811100.032,0,1,1,0,0
196426,3928563,3,1,-9254,9446,-811100.032,0,1,1,0,0
196427,3928583,3,1,-9288,9443,-811100.032,0,1,1,0,0
196428,3928603,3,1,-9277,9441,-811100.032,0,1,1,0,0
196429,3928623,3,1,-9258,9450,-811100.032,0,1,1,0,0
196430,3928643,3,1,-9294,9458,-809299.968,0,1,1,1,0
196431,3928663,3,1,-9260,9460,-807299.968,0,1,1,1,0
196432,3928683,3,1,-9267,9462,-805299.968,0,1,1,1,0
196433,3928703,3,1,-9285,9446,-803299.968,0,1,1,1,0
196434,3928723,3,1,-9258,9446,-801299.968,0,1,1,1,0
196435,3928743,3,1,-9271,9452,-799299.968,0,1,1,1,0
196436,3928763,3,1,-9296,9452,-797299.968,0,1,1,1,0
196437,3928783,3,1,-9262,9462,-795299.968,0,1,1,1,0
196438,3928803,3,1,-9290,9464,-793299.968,0,1,1,1,0
196439,3928823,3,1,-9300,9467,-791299.968,0,1,1,1,0
196440,3928843,3,1,-9265,9450,-789299.968,0,1,1,1,0
196441,3928863,3,1,-9281,9439,-787299.968,0,1,1,1,0
196442,3928883,3,1,-9258,9441,-786899.968,0,1,1,0,0
196443,3928903,3,1,-9252,9435,-786899.968,0,1,1,0,0
196444,3928923,3,1,-9285,9443,-786899.968,0,1,1,0,0
196445,3928943,3,1,-9254,9425,-786899.968,0,1,1,0,0
196446,3928963,3,1,-9273,9437,-786899.968,0,1,1,0,0
196447,3928983,3,1,-9300,9404,-786899.968,0,1,1,0,0
196448,3929003,3,1,-9269,9412,-786899.968,0,1,1,0,0
196449,3929023,3,1,-9283,9416,-785500.032,0,1,1,1,0
196450,3929043,3,1,-9298,9423,-783500.032,0,1,1,1,0
196451,3929063,3,1,-9258,9420,-781500.032,0,1,1,1,0
196452,3929083,3,1,-9273,9410,-779500.032,0,1,1,1,0
196453,3929103,3,1,-9271,9408,-777500.032,0,1,1,1,0
196454,3929123,3,1,-9248,9397,-775500.032,0,1,1,1,0
196455,3929143,3,1,-9277,9406,-773500.032,0,1,1,1,0
196456,3929163,3,1,-9269,9418,-771500.032,0,1,1,1,0
196457,3929183,3,1,-9275,9425,-769900.032,0,1,1,0,0
196458,3929203,3,1,-9298,9433,-769900.032,0,1,1,0,0
196459,3929223,3,1,-9267,9425,-769900.032,0,1,1,0,0
196460,3929243,3,1,-9285,9429,-769900.032,0,1,1,0,0
196461,3929263,3,1,-9290,9420,-769900.032,0,1,1,0,0
196462,3929283,3,1,-9256,9429,-769900.032,0,1,1,0,0
196463,3929303,3,1,-9275,9435,-769900.032,0,1,1,0,0
196464,3929323,3,1,-9275,9439,-769900.032,0,1,1,0,0
196465,3929343,3,1,-9258,9443,-769299.968,0,1,1,1,0
196466,3929363,3,1,-9275,9443,-767299.968,0,1,1,1,0
196467,3929383,3,1,-9277,9443,-765299.968,0,1,1,1,0
196468,3929403,3,1,-9262,9452,-763299.968,0,1,1,1,0
196469,3929423,3,1,-9294,9462,-761299.968,0,1,1,1,0
196470,3929443,3,1,-9265,9464,-759299.968,0,1,1,1,0
196471,3929463,3,1,-9271,9460,-757299.968,0,1,1,1,0
196472,3929483,3,1,-9288,9446,-755299.968,0,1,1,1,0
196473,3929503,3,1,-9244,9443,-754099.968,0,1,1,0,0
196474,3929523,3,1,-9273,9452,-754099.968,0,1,1,0,0
196475,3929543,3,1,-9277,9454,-754099.968,0,1,1,0,0
196476,3929563,3,1,-9260,9464,-754099.968,0,1,1,0,0
196477,3929583,3,1,-9290,9462,-754099.968,0,1,1,0,0
196478,3929603,3,1,-9275,9458,-754099.968,0,1,1,0,0
196479,3929623,3,1,-9262,9443,-754099.968,0,1,1,0,0
196480,3929643,3,1,-9296,9433,-754099.968,0,1,1,0,0
196481,3929663,3,1,-9260,9435,-753000.0,0,1,1,1,0
196482,3929683,3,1,-9246,9435,-751000.0,0,1,1,1,0
196483,3929703,3,1,-9283,9439,-749000.0,0,1,1,1,0
196484,3929723,3,1,-9254,9418,-747000.0,0,1,1,1,0
196485,3929743,3,1,-9275,9410,-745000.0,0,1,1,1,0
196486,3929763,3,1,-9298,9395,-743000.0,0,1,1,1,0
196487,3929783,3,1,-9265,9404,-741000.0,0,1,1,1,0
196488,3929803,3,1,-9290,9416,-739000.0,0,1,1,1,0
196489,3929823,3,1,-9296,9418,-737000.0,0,1,1,1,0
196490,3929843,3,1,-9262,9420,-735000.0,0,1,1,1,0
196491,3929863,3,1,-9281,9412,-733000.0,0,1,1,1,0
196492,3929883,3,1,-9256,9412,-731100.032,0,1,1,0,0
196493,3929903,3,1,-9252,9402,-731100.032,0,1,1,0,0
196494,3929923,3,1,-9285,9418,-731100.032,0,1,1,0,0
196495,3929943,3,1,-9250,9431,-731100.032,0,1,1,0,0
196496,3929963,3,1,-9277,9435,-731100.032,0,1,1,0,0
196497,3929983,3,1,-9298,9439,-731100.032,0,1,1,0,0
196498,3930003,3,1,-9260,9431,-731100.032,0,1,1,0,0
196499,3930023,3,1,-9281,9437,-729699.968,0,1,1,1,0
196500,3930043,3,1,-9283,9446,-727699.968,0,1,1,1,0
196501,3930063,3,1,-9256,9458,-725699.968,0,1,1,1,0
196502,3930083,3,1,-9277,9456,-723699.968,0,1,1,1,0
196503,3930103,3,1,-9265,9460,-721699.968,0,1,1,1,0
196504,3930123,3,1,-9252,9448,-719699.968,0,1,1,1,0
196505,3930143,3,1,-9279,9441,-717699.968,0,1,1,1,0
196506,3930163,3,1,-9258,9446,-715699.968,0,1,1,1,0
196507,3930183,3,1,-9279,9452,-713699.968,0,1,1,1,0
196508,3930203,3,1,-9292,9460,-711699.968,0,1,1,1,0
196509,3930223,3,1,-9260,9467,-709699.968,0,1,1,1,0
196510,3930243,3,1,-9285,9467,-709500.032,0,1,1,0,0
196511,3930263,3,1,-9273,9452,-709500.032,0,1,1,0,0
196512,3930283,3,1,-9260,9448,-709500.032,0,1,1,0,0
196513,3930303,3,1,-9277,9452,-709500.032,0,1,1,0,0
196514,3930323,3,1,-9271,9450,-709500.032,0,1,1,0,0
196515,3930343,3,1,-9269,9456,-709500.032,0,1,1,0,0
196516,3930363,3,1,-9298,9454,-709500.032,0,1,1,0,0
196517,3930383,3,1,-9265,9450,-709500.032,0,1,1,0,0
196518,3930403,3,1,-9273,9439,-707699.968,0,1,1,1,0
196519,3930423,3,1,-9298,9427,-705699.968,0,1,1,1,0
196520,3930443,3,1,-9256,9425,-703699.968,0,1,1,1,0
196521,3930463,3,1,-9275,9429,-701699.968,0,1,1,1,0
196522,3930483,3,1,-9271,9427,-699699.968,0,1,1,1,0
196523,3930503,3,1,-9244,9414,-697699.968,0,1,1,1,0
196524,3930523,3,1,-9281,9412,-695699.968,0,1,1,1,0
196525,3930543,3,1,-9262,9393,-693699.968,0,1,1,1,0
196526,3930563,3,1,-9269,9402,-691699.968,0,1,1,1,0
196527,3930583,3,1,-9298,9412,-689699.968,0,1,1,1,0
196528,3930603,3,1,-9275,9418,-687699.968,0,1,1,1,0
196529,3930623,3,1,-9279,9420,-686800.0,0,1,1,0,0
196530,3930643,3,1,-9288,9410,-686800.0,0,1,1,0,0
196531,3930663,3,1,-9252,9414,-686800.0,0,1,1,0,0
196532,3930683,3,1,-9271,9404,-686800.0,0,1,1,0,0
196533,3930703,3,1,-9277,9410,-686800.0,0,1,1,0,0
196534,3930723,3,1,-9244,9425,-686800.0,0,1,1,0,0
196535,3930743,3,1,-9275,9429,-685200.0,0,1,1,1,0
196536,3930763,3,1,-9271,9431,-683200.0,0,1,1,1,0
196537,3930783,3,1,-9275,9431,-681200.0,0,1,1,1,0
196538,3930803,3,1,-9294,9429,-679200.0,0,1,1,1,0
196539,3930823,3,1,-9267,9437,-677200.0,0,1,1,1,0
196540,3930843,3,1,-9283,9448,-675200.0,0,1,1,1,0
196541,3930863,3,1,-9283,9448,-673200.0,0,1,1,1,0
196542,3930883,3,1,-9246,9452,-671200.0,0,1,1,1,0
196543,3930903,3,1,-9269,9439,-669200.0,0,1,1,1,0
196544,3930923,3,1,-9279,9441,-667200.0,0,1,1,1,0
196545,3930943,3,1,-9260,9439,-665600.0,0,1,1,0,0
196546,3930963,3,1,-9288,9448,-665600.0,0,1,1,0,0
196547,3930983,3,1,-9273,9458,-665600.0,0,1,1,0,0
196548,3931003,3,1,-9260,9460,-665600.0,0,1,1,0,0
196549,3931023,3,1,-9294,9460,-665600.0,0,1,1,0,0
196550,3931043,3,1,-9258,9446,-665600.0,0,1,1,0,0
196551,3931063,3,1,-9271,9437,-665600.0,0,1,1,0,0
196552,3931083,3,1,-9283,9443,-665600.0,0,1,1,0,0
196553,3931103,3,1,-9244,9458,-665200.0,0,1,1,1,0
196554,3931123,3,1,-9273,9462,-663200.0,0,1,1,1,0
196555,3931143,3,1,-9277,9458,-661200.0,0,1,1,1,0
196556,3931163,3,1,-9262,9446,-659200.0,0,1,1,1,0
196557,3931183,3,1,-9290,9435,-657200.0,0,1,1,1,0
196558,3931203,3,1,-9290,9441,-655200.0,0,1,1,1,0
196559,3931223,3,1,-9269,9441,-653200.0,0,1,1,1,0
196560,3931243,3,1,-9283,9452,-651200.0,0,1,1,1,0
196561,3931263,3,1,-9254,9450,-649200.0,0,1,1,1,0
196562,3931283,3,1,-9254,9443,-647200.0,0,1,1,1,0
196563,3931303,3,1,-9283,9433,-645200.0,0,1,1,1,0
196564,3931323,3,1,-9244,9423,-644300.032,0,1,1,0,0
196565,3931343,3,1,-9271,9429,-644300.032,0,1,1,0,0
196566,3931363,3,1,-9285,9429,-644300.032,0,1,1,0,0
196567,3931383,3,1,-9267,9435,-644300.032,0,1,1,0,0
196568,3931403,3,1,-9292,9435,-644300.032,0,1,1,0,0
196569,3931423,3,1,-9283,9423,-644300.032,0,1,1,0,0
196570,3931443,3,1,-9273,9416,-644300.032,0,1,1,0,0
196571,3931463,3,1,-9283,9400,-644300.032,0,1,1,0,0
196572,3931483,3,1,-9258,9420,-644300.032,0,1,1,0,0
196573,3931503,3,1,-9256,9423,-642400.0,0,1,1,1,0
196574,3931523,3,1,-9279,9425,-640400.0,0,1,1,1,0
196575,3931543,3,1,-9256,9416,-638400.0,0,1,1,1,0
196576,3931563,3,1,-9283,9420,-636400.0,0,1,1,1,0
196577,3931583,3,1,-9288,9408,-634400.0,0,1,1,1,0
196578,3931603,3,1,-9252,9418,-632400.0,0,1,1,1,0
196579,3931623,3,1,-9288,9431,-630400.0,0,1,1,1,0
196580,3931643,3,1,-9267,9433,-628499.968,0,1,1,0,0
196581,3931663,3,1,-9265,9439,-628499.968,0,1,1,0,0
196582,3931683,3,1,-9283,9429,-628499.968,0,1,1,0,0
196583,3931703,3,1,-9248,9435,-628499.968,0,1,1,0,0
196584,3931723,3,1,-9265,9431,-628499.968,0,1,1,0,0
196585,3931743,3,1,-9298,9437,-628499.968,0,1,1,0,0
196586,3931763,3,1,-9262,9448,-628499.968,0,1,1,0,0
196587,3931783,3,1,-9285,9450,-628499.968,0,1,1,0,0
196588,3931803,3,1,-9296,9446,-628499.968,0,1,1,0,0
196589,3931823,3,1,-9258,9443,-628499.968,0,1,1,0,0
196590,3931843,3,1,-9277,9441,-628400.0,0,1,1,1,0
196591,3931863,3,1,-9256,9448,-626400.0,0,1,1,1,0
196592,3931883,3,1,-9252,9458,-624400.0,0,1,1,1,0
196593,3931903,3,1,-9281,9462,-622400.0,0,1,1,1,0
196594,3931923,3,1,-9250,9467,-620400.0,0,1,1,1,0
196595,3931943,3,1,-9271,9450,-618400.0,0,1,1,1,0
196596,3931963,3,1,-9290,9443,-616400.0,0,1,1,1,0
196597,3931983,3,1,-9265,9454,-614400.0,0,1,1,1,0
196598,3932003,3,1,-9292,9450,-612400.0,0,1,1,1,0
196599,3932023,3,1,-9279,9454,-610400.0,0,1,1,1,0
196600,3932043,3,1,-9256,9458,-608400.0,0,1,1,1,0
196601,3932063,3,1,-9277,9450,-606400.0,0,1,1,1,0
196602,3932083,3,1,-9256,9441,-604400.0,0,1,1,1,0
196603,3932103,3,1,-9252,9431,-602800.0,0,1,1,0,0
196604,3932123,3,1,-9277,9433,-602800.0,0,1,1,0,0
196605,3932143,3,1,-9252,9431,-602800.0,0,1,1,0,0
196606,3932163,3,1,-9279,9435,-602800.0,0,1,1,0,0
196607,3932183,3,1,-9281,9416,-602800.0,0,1,1,0,0
196608,3932203,3,1,-9254,9416,-602800.0,0,1,1,0,0
196609,3932223,3,1,-9290,9400,-602800.0,0,1,1,0,0
196610,3932243,3,1,-9262,9406,-602800.0,0,1,1,0,0
196611,3932263,3,1,-9265,9416,-602800.0,0,1,1,0,0
196612,3932283,3,1,-9281,9418,-602700.032,0,1,1,1,0
196613,3932303,3,1,-9244,9416,-600700.032,0,1,1,1,0
196614,3932323,3,1,-9269,9406,-598700.032,0,1,1,1,0
196615,3932343,3,1,-9298,9404,-596700.032,0,1,1,1,0
196616,3932363,3,1,-9262,9391,-594700.032,0,1,1,1,0
196617,3932383,3,1,-9285,9402,-592700.032,0,1,1,1,0
196618,3932403,3,1,-9294,9416,-590700.032,0,1,1,1,0
196619,3932423,3,1,-9262,9420,-588700.032,0,1,1,1,0
196620,3932443,3,1,-9283,9420,-586700.032,0,1,1,1,0
196621,3932463,3,1,-9256,9414,-585800.0,0,1,1,0,0
196622,3932483,3,1,-9254,9416,-585800.0,0,1,1,0,0
196623,3932503,3,1,-9281,9427,-585800.0,0,1,1,0,0
196624,3932523,3,1,-9244,9437,-585800.0,0,1,1,0,0
196625,3932543,3,1,-9273,9441,-585800.0,0,1,1,0,0
196626,3932563,3,1,-9288,9448,-585800.0,0,1,1,0,0
196627,3932583,3,1,-9267,9433,-585800.0,0,1,1,0,0
196628,3932603,3,1,-9294,9437,-585800.0,0,1,1,0,0
196629,3932623,3,1,-9275,9437,-585800.0,0,1,1,0,0
196630,3932643,3,1,-9258,9448,-585800.0,0,1,1,0,0
196631,3932663,3,1,-9277,9456,-585800.0,0,1,1,0,0
196632,3932683,3,1,-9256,9456,-585800.0,0,1,1,0,0
196633,3932703,3,1,-9258,9458,-585200.0,0,1,1,1,0
196634,3932723,3,1,-9277,9446,-583200.0,0,1,1,1,0
196635,3932743,3,1,-9252,9443,-581200.0,0,1,1,1,0
196636,3932763,3,1,-9283,9448,-579200.0,0,1,1,1,0
196637,3932783,3,1,-9281,9450,-577200.0,0,1,1,1,0
196638,3932803,3,1,-9254,9460,-575200.0,0,1,1,1,0
196639,3932823,3,1,-9290,9462,-573200.0,0,1,1,1,0
196640,3932843,3,1,-9265,9469,-573000.0,0,1,1,0,0
196641,3932863,3,1,-9262,9452,-573000.0,0,1,1,0,0
196642,3932883,3,1,-9281,9441,-573000.0,0,1,1,0,0
196643,3932903,3,1,-9239,9437,-573000.0,0,1,1,0,0
196644,3932923,3,1,-9271,9448,-573000.0,0,1,1,0,0
196645,3932943,3,1,-9294,9448,-573000.0,0,1,1,0,0
196646,3932963,3,1,-9262,9439,-573000.0,0,1,1,0,0
196647,3932983,3,1,-9285,9431,-573000.0,0,1,1,0,0
196648,3933003,3,1,-9292,9423,-573000.0,0,1,1,0,0
196649,3933023,3,1,-9262,9425,-572899.968,0,1,1,1,0
196650,3933043,3,1,-9281,9429,-570899.968,0,1,1,1,0
196651,3933063,3,1,-9252,9437,-568899.968,0,1,1,1,0
196652,3933083,3,1,-9252,9431,-566899.968,0,1,1,1,0
196653,3933103,3,1,-9283,9423,-564899.968,0,1,1,1,0
196654,3933123,3,1,-9244,9414,-562899.968,0,1,1,1,0
196655,3933143,3,1,-9271,9400,-560899.968,0,1,1,1,0
196656,3933163,3,1,-9283,9410,-558899.968,0,1,1,1,0
196657,3933183,3,1,-9267,9416,-556899.968,0,1,1,1,0
196658,3933203,3,1,-9292,9425,-555699.968,0,1,1,0,0
196659,3933223,3,1,-9273,9425,-555699.968,0,1,1,0,0
196660,3933243,3,1,-9262,9427,-555699.968,0,1,1,0,0
196661,3933263,3,1,-9279,9418,-555699.968,0,1,1,0,0
196662,3933283,3,1,-9250,9427,-555699.968,0,1,1,0,0
196663,3933303,3,1,-9258,9441,-555699.968,0,1,1,0,0
196664,3933323,3,1,-9281,9441,-555699.968,0,1,1,0,0
196665,3933343,3,1,-9260,9446,-555699.968,0,1,1,0,0
196666,3933363,3,1,-9281,9433,-555699.968,0,1,1,0,0
196667,3933383,3,1,-9281,9433,-555699.968,0,1,1,0,0
196668,3933403,3,1,-9256,9431,-555699.968,0,1,1,0,0
196669,3933423,3,1,-9294,9435,-554300.032,0,1,1,1,0
196670,3933443,3,1,-9260,9446,-552300.032,0,1,1,1,0
196671,3933463,3,1,-9265,9448,-550300.032,0,1,1,1,0
196672,3933483,3,1,-9281,9450,-548300.032,0,1,1,1,0
196673,3933503,3,1,-9256,9437,-546300.032,0,1,1,1,0
196674,3933523,3,1,-9269,9437,-544300.032,0,1,1,1,0
196675,3933543,3,1,-9296,9439,-542300.032,0,1,1,1,0
196676,3933563,3,1,-9260,9448,-540300.032,0,1,1,1,0
196677,3933583,3,1,-9285,9458,-539900.032,0,1,1,0,0
196678,3933603,3,1,-9290,9462,-539900.032,0,1,1,0,0
196679,3933623,3,1,-9260,9446,-539900.032,0,1,1,0,0
196680,3933643,3,1,-9279,9439,-539900.032,0,1,1,0,0
196681,3933663,3,1,-9250,9443,-539900.032,0,1,1,0,0
196682,3933683,3,1,-9254,9448,-539900.032,0,1,1,0,0
196683,3933703,3,1,-9279,9456,-539900.032,0,1,1,0,0
196684,3933723,3,1,-9242,9460,-539900.032,0,1,1,0,0
196685,3933743,3,1,-9269,9464,-539900.032,0,1,1,0,0
196686,3933763,3,1,-9279,9452,-539900.032,0,1,1,0,0
196687,3933783,3,1,-9254,9443,-539900.032,0,1,1,0,0
196688,3933803,3,1,-9290,9446,-539900.032,0,1,1,0,0
196689,3933823,3,1,-9271,9443,-539800.0,0,1,1,1,0
196690,3933843,3,1,-9262,9450,-537800.0,0,1,1,1,0
196691,3933863,3,1,-9281,9456,-535800.0,0,1,1,1,0
196692,3933883,3,1,-9246,9450,-533800.0,0,1,1,1,0
196693,3933903,3,1,-9265,9439,-531800.0,0,1,1,1,0
196694,3933923,3,1,-9275,9431,-529800.0,0,1,1,1,0
196695,3933943,3,1,-9256,9423,-527800.0,0,1,1,1,0
196696,3933963,3,1,-9285,9433,-527200.0,0,1,1,0,0
196697,3933983,3,1,-9275,9427,-527200.0,0,1,1,0,0
196698,3934003,3,1,-9258,9416,-527200.0,0,1,1,0,0
196699,3934023,3,1,-9290,9410,-527200.0,0,1,1,0,0
196700,3934043,3,1,-9258,9393,-527200.0,0,1,1,0,0
196701,3934063,3,1,-9269,9402,-527200.0,0,1,1,0,0
196702,3934083,3,1,-9283,9414,-527200.0,0,1,1,0,0
196703,3934103,3,1,-9248,9420,-527200.0,0,1,1,0,0
196704,3934123,3,1,-9271,9416,-527200.0,0,1,1,0,0
196705,3934143,3,1,-9290,9408,-527200.0,0,1,1,0,0
196706,3934163,3,1,-9267,9406,-527200.0,0,1,1,0,0
196707,3934183,3,1,-9290,9395,-527200.0,0,1,1,0,0
196708,3934203,3,1,-9285,9408,-527200.0,0,1,1,0,0
196709,3934223,3,1,-9271,9420,-525400.0,0,1,1,1,0
196710,3934243,3,1,-9283,9427,-523400.0,0,1,1,1,0
196711,3934263,3,1,-9250,9431,-521400.0,0,1,1,1,0
196712,3934283,3,1,-9262,9431,-519400.0,0,1,1,1,0
196713,3934303,3,1,-9279,9425,-518500.0,0,1,1,0,0
196714,3934323,3,1,-9242,9433,-518500.0,0,1,1,0,0
196715,3934343,3,1,-9271,9446,-518500.0,0,1,1,0,0
196716,3934363,3,1,-9283,9446,-518500.0,0,1,1,0,0
196717,3934383,3,1,-9254,9450,-518500.0,0,1,1,0,0
196718,3934403,3,1,-9290,9441,-518500.0,0,1,1,0,0
196719,3934423,3,1,-9262,9439,-518500.0,0,1,1,0,0
196720,3934443,3,1,-9265,9439,-518500.0,0,1,1,0,0
196721,3934463,3,1,-9281,9452,-518500.0,0,1,1,0,0
196722,3934483,3,1,-9242,9458,-518500.0,0,1,1,0,0
196723,3934503,3,1,-9269,9456,-518500.0,0,1,1,0,0
196724,3934523,3,1,-9279,9462,-518500.0,0,1,1,0,0
196725,3934543,3,1,-9258,9443,-518500.0,0,1,1,0,0
196726,3934563,3,1,-9290,9441,-518500.0,0,1,1,0,0
196727,3934583,3,1,-9267,9448,-518500.0,0,1,1,0,0
196728,3934603,3,1,-9262,9448,-518400.0,0,1,1,1,0
196729,3934623,3,1,-9294,9456,-516400.0,0,1,1,1,0
196730,3934643,3,1,-9258,9460,-514400.0,0,1,1,1,0
196731,3934663,3,1,-9269,9446,-512400.0,0,1,1,1,0
196732,3934683,3,1,-9281,9437,-510400.0,0,1,1,1,0
196733,3934703,3,1,-9246,9443,-508400.0,0,1,1,1,0
196734,3934723,3,1,-9271,9441,-506400.0,0,1,1,1,0
196735,3934743,3,1,-9283,9450,-504400.0,0,1,1,1,0
196736,3934763,3,1,-9262,9450,-502400.0,0,1,1,1,0
196737,3934783,3,1,-9294,9443,-500400.0,0,1,1,1,0
196738,3934803,3,1,-9281,9433,-498400.0,0,1,1,1,0
196739,3934823,3,1,-9273,9423,-497200.0,0,1,1,0,0
196740,3934843,3,1,-9283,9423,-497200.0,0,1,1,0,0
196741,3934863,3,1,-9248,9425,-497200.0,0,1,1,0,0
196742,3934883,3,1,-9265,9433,-497200.0,0,1,1,0,0
196743,3934903,3,1,-9269,9433,-497200.0,0,1,1,0,0
196744,3934923,3,1,-9256,9425,-497200.0,0,1,1,0,0
196745,3934943,3,1,-9281,9420,-497200.0,0,1,1,0,0
196746,3934963,3,1,-9273,9400,-497200.0,0,1,1,0,0
196747,3934983,3,1,-9256,9410,-497200.0,0,1,1,0,0
196748,3935003,3,1,-9294,9416,-496800.0,0,1,1,1,0
196749,3935023,3,1,-9258,9414,-494800.0,0,1,1,1,0
