bullet_cnt,fric1_rpm,fric_set,key_v,mouse_x,mouse_y,shoot_mode,trigger_cur,trigger_spd
0,4911,4900.0,0,0,0,2,0,0.0
0,4886,4900.0,0,0,0,2,0,0.0
0,4875,4900.0,0,0,0,2,0,0.0
0,4911,4900.0,0,0,0,2,0,0.0
0,4909,4900.0,0,0,0,2,0,0.0
0,4882,4900.0,0,0,0,2,0,0.0
0,4886,4900.0,0,0,0,2,0,0.0
0,4884,4900.0,0,0,0,2,0,0.0
0,4871,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4867,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4888,4900.0,0,0,0,2,0,0.0
0,4875,4900.0,0,0,0,2,0,0.0
0,4913,4900.0,0,0,0,2,0,0.0
0,4844,4900.0,0,0,0,2,0,0.0
0,4900,4900.0,0,0,-1,2,0,0.0
0,4888,4900.0,0,0,-1,2,0,0.0
0,4888,4900.0,0,0,-1,2,0,0.0
0,4871,4900.0,0,0,0,2,0,0.0
0,4905,4900.0,0,0,0,2,0,0.0
0,4867,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4888,4900.0,0,0,0,2,0,0.0
0,4875,4900.0,0,0,0,2,0,0.0
0,4913,4900.0,0,0,0,2,0,0.0
0,4844,4900.0,0,0,0,2,0,0.0
0,4894,4900.0,0,0,0,2,0,0.0
0,4875,4900.0,0,0,0,2,0,0.0
0,4888,4900.0,0,0,0,2,0,0.0
0,4875,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4867,4900.0,0,0,0,2,0,0.0
0,4909,4900.0,0,0,0,2,0,0.0
0,4888,4900.0,0,-1,-4,2,0,0.0
0,4877,4900.0,0,0,-1,2,0,0.0
0,4911,4900.0,0,0,-1,2,0,0.0
0,4844,4900.0,0,0,-1,2,0,0.0
0,4898,4900.0,0,0,-1,2,0,0.0
0,4871,4900.0,0,0,-1,2,0,0.0
0,4879,4900.0,0,0,0,2,0,0.0
0,4926,4900.0,0,0,0,2,0,0.0
0,4856,4900.0,0,0,0,2,0,0.0
0,4892,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4888,4900.0,0,0,0,2,0,0.0
0,4875,4900.0,0,9,1,2,0,0.0
0,4915,4900.0,0,9,1,2,0,0.0
0,4844,4900.0,0,18,0,2,0,0.0
0,4896,4900.0,0,18,0,2,0,0.0
0,4871,4900.0,0,18,0,2,0,0.0
0,4877,4900.0,0,15,0,2,0,0.0
0,4923,4900.0,0,12,0,2,0,0.0
0,4856,4900.0,0,6,0,2,0,0.0
0,4886,4900.0,0,6,0,2,0,0.0
0,4884,4900.0,0,0,0,2,0,0.0
0,4867,4900.0,0,0,0,2,0,0.0
0,4936,4900.0,0,3,0,2,0,0.0
0,4915,4900.0,0,3,0,2,0,0.0
0,4844,4900.0,0,1,-1,2,0,0.0
0,4898,4900.0,0,1,-1,2,0,0.0
0,4871,4900.0,0,1,-1,2,0,0.0
0,4879,4900.0,0,1,-1,2,0,0.0
0,4926,4900.0,0,1,-1,2,0,0.0
0,4856,4900.0,0,4,0,2,0,0.0
0,4892,4900.0,0,12,1,2,0,0.0
0,4877,4900.0,0,12,1,2,0,0.0
0,4867,4900.0,0,12,1,2,0,0.0
0,4934,4900.0,0,9,1,2,0,0.0
0,4867,4900.0,0,9,1,2,0,0.0
0,4894,4900.0,0,1,1,2,0,0.0
0,4882,4900.0,0,1,1,2,0,0.0
0,4846,4900.0,0,0,0,2,0,0.0
0,4877,4900.0,0,0,0,2,0,0.0
0,4928,4900.0,0,0,0,2,0,0.0
0,4863,4900.0,0,0,0,2,0,0.0
0,4890,4900.0,0,0,0,2,0,0.0
0,4879,4900.0,0,0,0,2,0,0.0
0,4865,4900.0,0,0,0,2,0,0.0
0,4934,4900.0,0,0,0,2,0,0.0
0,4867,4900.0,0,0,0,2,0,0.0
0,4896,4900.0,0,0,0,2,0,0.0
0,4882,4900.0,0,-1,0,2,0,0.0
0,4846,4900.0,0,-1,0,2,0,0.0
0,4907,4900.0,0,-13,-1,2,0,0.0
0,4856,4900.0,0,-28,0,2,0,0.0
0,4892,4900.0,0,-28,0,2,0,0.0
0,4892,4900.0,0,-24,0,2,0,0.0
0,4882,4900.0,0,-22,0,2,0,0.0
0,4869,4900.0,0,-22,0,2,0,0.0
0,4936,4900.0,0,-22,0,2,0,0.0
0,4873,4900.0,0,-12,1,2,0,0.0
0,4905,4900.0,0,-12,1,2,0,0.0
0,4875,4900.0,0,-3,0,2,0,0.0
0,4846,4900.0,0,-3,0,2,0,0.0
0,4903,4900.0,0,-9,1,2,0,0.0
0,4854,4900.0,0,-6,1,2,0,0.0
0,4886,4900.0,0,-6,1,2,0,0.0
0,4890,4900.0,0,-3,1,2,0,0.0
0,4863,4900.0,0,-3,1,2,0,0.0
0,4915,4900.0,0,-3,1,2,0,0.0
0,4934,4900.0,0,-4,3,2,0,0.0
0,4869,4900.0,0,-4,3,2,0,0.0
0,4898,4900.0,0,0,0,2,0,0.0
0,4886,4900.0,0,0,0,2,0,0.0
0,4848,4900.0,0,0,0,2,0,0.0
0,4909,4900.0,0,0,0,2,0,0.0
0,4859,4900.0,0,0,0,2,0,0.0
0,4886,4900.0,0,0,0,2,0,0.0
0,4892,4900.0,0,0,0,2,0,0.0
0,4865,4900.0,0,0,0,2,0,0.0
0,4917,4900.0,0,0,0,2,0,0.0
0,4871,4900.0,0,0,0,2,0,0.0
0,4894,4900.0,0,0,0,2,0,0.0
0,4882,4900.0,0,0,0,2,0,0.0
0,4888,4900.0,0,0,0,2,0,0.0
0,4909,4900.0,0,3,1,2,0,0.0
0,4907,4900.0,0,3,1,2,0,0.0
0,4859,4900.0,0,3,1,2,0,0.0
0,4886,4900.0,0,24,1,2,0,0.0
0,4892,4900.0,0,24,1,2,0,0.0
0,4863,4900.0,0,24,1,2,0,0.0
0,4915,4900.0,0,43,1,2,0,0.0
0,4871,4900.0,0,54,0,2,0,0.0
0,4875,4900.0,0,37,0,2,0,0.0
0,4882,4900.0,0,37,0,2,0,0.0
0,4869,4900.0,0,37,0,2,0,0.0
0,4898,4900.0,0,31,1,2,0,0.0
0,4882,4900.0,0,19,0,2,0,0.0
0,4879,4900.0,0,19,0,2,0,0.0
0,4900,4900.0,0,19,0,2,0,0.0
0,4915,4900.0,0,7,-1,2,0,0.0
0,4871,4900.0,0,7,-1,2,0,0.0
0,4919,4900.0,0,10,-1,2,0,0.0
0,4873,4900.0,0,10,-1,2,0,0.0
0,4886,4900.0,0,10,-1,2,0,0.0
0,4886,4900.0,0,0,0,2,0,0.0
0,4879,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4884,4900.0,0,0,0,2,0,0.0
0,4892,4900.0,0,0,0,2,0,0.0
0,4879,4900.0,0,0,0,2,0,0.0
0,4873,4900.0,0,0,0,2,0,0.0
0,4905,4900.0,0,0,0,2,0,0.0
0,4915,4900.0,0,0,0,2,0,0.0
0,4869,4900.0,0,0,0,2,0,0.0
0,4882,4900.0,0,0,0,2,0,0.0
0,4884,4900.0,0,0,0,2,0,0.0
0,4877,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4882,4900.0,0,0,0,2,0,0.0
0,4888,4900.0,0,0,0,2,0,0.0
0,4884,4900.0,0,0,0,2,0,0.0
0,4871,4900.0,0,0,0,2,0,0.0
0,4905,4900.0,0,-1,0,2,0,0.0
0,4869,4900.0,0,-1,0,2,0,0.0
0,4909,4900.0,0,-1,0,2,0,0.0
0,4882,4900.0,0,-1,0,2,0,0.0
0,4890,4900.0,0,-1,0,2,0,0.0
0,4882,4900.0,0,-1,0,2,0,0.0
0,4907,4900.0,0,-1,0,2,0,0.0
0,4882,4900.0,0,-1,0,2,0,0.0
0,4890,4900.0,0,-1,0,2,0,0.0
0,4884,4900.0,0,-7,0,2,0,0.0
0,4873,4900.0,0,-7,0,2,0,0.0
0,4905,4900.0,0,-7,0,2,0,0.0
0,4869,4900.0,0,-7,0,2,0,0.0
0,4909,4900.0,0,-7,0,2,0,0.0
0,4888,4900.0,0,-7,0,2,0,0.0
0,4875,4900.0,0,0,0,2,0,0.0
0,4911,4900.0,0,0,0,2,0,0.0
0,4844,4900.0,0,-1,0,2,0,0.0
0,4882,4900.0,0,-1,-1,2,0,0.0
0,4888,4900.0,0,-1,-1,2,0,0.0
0,4884,4900.0,0,-1,-1,2,0,0.0
0,4871,4900.0,0,-1,-1,2,0,0.0
0,4905,4900.0,0,-3,0,2,0,0.0
0,4867,4900.0,0,-3,0,2,0,0.0
0,4911,4900.0,0,-3,0,2,0,0.0
0,4888,4900.0,0,0,0,2,0,0.0
0,4875,4900.0,0,0,0,2,0,0.0
0,4913,4900.0,0,0,0,2,0,0.0
0,4844,4900.0,0,0,0,2,0,0.0
0,4900,4900.0,0,0,0,2,0,0.0
0,4873,4900.0,0,0,0,2,0,0.0
0,4888,4900.0,0,0,0,2,0,0.0
0,4871,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4869,4900.0,0,0,1,2,0,0.0
0,4911,4900.0,0,3,0,2,0,0.0
0,4886,4900.0,0,3,0,2,0,0.0
0,4879,4900.0,0,1,1,2,0,0.0
0,4913,4900.0,0,0,1,2,0,0.0
0,4842,4900.0,0,0,1,2,0,0.0
0,4898,4900.0,0,0,0,2,0,0.0
0,4873,4900.0,0,0,0,2,0,0.0
0,4879,4900.0,0,0,0,2,0,0.0
0,4923,4900.0,0,-3,-12,2,0,0.0
0,4859,4900.0,0,-3,-12,2,0,0.0
0,4894,4900.0,0,-3,-12,2,0,0.0
0,4909,4900.0,0,-3,-27,2,0,0.0
0,4888,4900.0,0,-3,-27,2,0,0.0
0,4879,4900.0,0,6,-28,2,0,0.0
0,4911,4900.0,0,6,-28,2,0,0.0
0,4842,4900.0,0,6,-28,2,0,0.0
0,4898,4900.0,0,6,-28,2,0,0.0
0,4873,4900.0,0,6,-28,2,0,0.0
0,4882,4900.0,0,0,0,2,0,0.0
0,4926,4900.0,0,0,0,2,0,0.0
0,4856,4900.0,0,0,0,2,0,0.0
0,4894,4900.0,0,0,0,2,0,0.0
0,4875,4900.0,0,0,0,2,0,0.0
0,4869,4900.0,0,0,0,2,0,0.0
0,4932,4900.0,0,0,0,2,0,0.0
0,4913,4900.0,0,0,0,2,0,0.0
0,4840,4900.0,0,0,0,2,0,0.0
0,4894,4900.0,0,0,0,2,0,0.0
0,4873,4900.0,0,0,0,2,0,0.0
0,4877,4900.0,0,0,0,2,0,0.0
0,4928,4900.0,0,1,1,2,0,0.0
0,4859,4900.0,0,0,3,2,0,0.0
0,4890,4900.0,0,0,3,2,0,0.0
0,4877,4900.0,0,0,3,2,0,0.0
0,4867,4900.0,0,0,0,2,0,0.0
0,4934,4900.0,0,0,0,2,0,0.0
0,4869,4900.0,0,0,0,2,0,0.0
0,4898,4900.0,0,0,0,2,0,0.0
0,4879,4900.0,0,0,0,2,0,0.0
0,4873,4900.0,0,0,0,2,0,0.0
0,4879,4900.0,0,0,0,2,0,0.0
0,4928,4900.0,0,0,0,2,0,0.0
0,4856,4900.0,0,0,0,2,0,0.0
0,4890,4900.0,0,0,0,2,0,0.0
0,4877,4900.0,0,0,1,2,0,0.0
0,4865,4900.0,0,0,1,2,0,0.0
0,4934,4900.0,0,0,4,2,0,0.0
0,4869,4900.0,0,0,4,2,0,0.0
0,4898,4900.0,0,-1,6,2,0,0.0
0,4882,4900.0,0,-1,6,2,0,0.0
0,4846,4900.0,0,0,6,2,0,0.0
0,4907,4900.0,0,0,3,2,0,0.0
0,4859,4900.0,0,0,3,2,0,0.0
0,4888,4900.0,0,0,1,2,0,0.0
0,4890,4900.0,0,0,0,2,0,0.0
0,4875,4900.0,0,0,0,2,0,0.0
0,4865,4900.0,0,0,0,2,0,0.0
0,4934,4900.0,0,0,0,2,0,0.0
0,4869,4900.0,0,0,0,2,0,0.0
0,4898,4900.0,0,0,1,2,0,0.0
0,4882,4900.0,0,0,1,2,0,0.0
0,4846,4900.0,0,0,1,2,0,0.0
0,4909,4900.0,0,0,3,2,0,0.0
0,4859,4900.0,0,0,0,2,0,0.0
0,4886,4900.0,0,0,0,2,0,0.0
0,4890,4900.0,0,0,0,2,0,0.0
0,4865,4900.0,0,0,1,2,0,0.0
0,4915,4900.0,0,0,1,2,0,0.0
0,4934,4900.0,0,0,0,2,0,0.0
0,4869,4900.0,0,0,0,2,0,0.0
0,4903,4900.0,0,0,0,2,0,0.0
0,4882,4900.0,0,0,0,2,0,0.0
0,4846,4900.0,0,0,0,2,0,0.0
0,4909,4900.0,0,0,0,2,0,0.0
0,4859,4900.0,0,0,0,2,0,0.0
0,4888,4900.0,0,0,1,2,0,0.0
0,4888,4900.0,0,0,1,2,0,0.0
0,4865,4900.0,0,0,1,2,0,0.0
0,4915,4900.0,0,0,1,2,0,0.0
0,4871,4900.0,0,0,1,2,0,0.0
0,4894,4900.0,0,0,1,2,0,0.0
0,4882,4900.0,0,0,1,2,0,0.0
0,4884,4900.0,0,0,1,2,0,0.0
0,4844,4900.0,0,0,1,2,0,0.0
0,4907,4900.0,0,0,1,2,0,0.0
0,4859,4900.0,0,0,1,2,0,0.0
0,4884,4900.0,0,0,1,2,0,0.0
0,4892,4900.0,0,0,1,2,0,0.0
0,4863,4900.0,0,0,1,2,0,0.0
0,4915,4900.0,0,0,0,2,0,0.0
0,4871,4900.0,0,0,0,2,0,0.0
0,4892,4900.0,0,0,0,2,0,0.0
0,4884,4900.0,0,0,0,2,0,0.0
0,4884,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4882,4900.0,0,0,0,2,0,0.0
0,4859,4900.0,0,0,0,2,0,0.0
0,4886,4900.0,0,0,0,2,0,0.0
0,4894,4900.0,0,0,0,2,0,0.0
0,4865,4900.0,0,0,0,2,0,0.0
0,4913,4900.0,0,0,0,2,0,0.0
0,4869,4900.0,0,0,0,2,0,0.0
0,4890,4900.0,0,0,0,2,0,0.0
0,4886,4900.0,0,0,0,2,0,0.0
0,4882,4900.0,0,0,0,2,0,0.0
0,4907,4900.0,0,0,0,2,0,0.0
0,4882,4900.0,0,0,-7,2,0,0.0
0,4896,4900.0,0,3,-13,2,0,0.0
0,4875,4900.0,0,3,-13,2,0,0.0
0,4873,4900.0,0,3,-13,2,0,0.0
0,4863,4900.0,0,3,-13,2,0,0.0
0,4915,4900.0,0,3,-13,2,0,0.0
0,4869,4900.0,0,3,-13,2,0,0.0
0,4886,4900.0,0,3,-13,2,0,0.0
0,4886,4900.0,0,1,-6,2,0,0.0
0,4879,4900.0,0,0,-4,2,0,0.0
0,4905,4900.0,0,0,-4,2,0,0.0
0,4884,4900.0,0,0,-4,2,0,0.0
0,4892,4900.0,0,1,-4,2,0,0.0
0,4879,4900.0,0,1,-3,2,0,0.0
0,4871,4900.0,0,1,-3,2,0,0.0
0,4905,4900.0,0,0,-1,2,0,0.0
0,4867,4900.0,0,0,-1,2,0,0.0
0,4867,4900.0,0,0,0,2,0,0.0
0,4886,4900.0,0,0,0,2,0,0.0
0,4884,4900.0,0,0,0,2,0,0.0
0,4877,4900.0,0,0,0,2,0,0.0
0,4905,4900.0,0,0,0,2,0,0.0
0,4879,4900.0,0,0,0,2,0,0.0
0,4890,4900.0,0,0,0,2,0,0.0
0,4884,4900.0,0,0,0,2,0,0.0
0,4873,4900.0,0,0,0,2,0,0.0
0,4905,4900.0,0,0,0,2,0,0.0
0,4869,4900.0,0,0,0,2,0,0.0
0,4909,4900.0,0,0,0,2,0,0.0
