accel_toe,bat_pct,bullet_cnt,cali_step,ch_mode,ch_yaw,ch_yaw_set,chassis_ok,dbus_toe,drop,event_bits,ff_b_hat,ff_k_hat,fric1_cur,fric1_rpm,fric2_cur,fric2_rpm,fric_set,gimbal_ok,gyro_toe,high_freq,i1,i2,i3,i4,key_v,local_heat,mouse_x,mouse_y,pitch_cur,pitch_mode,pitch_rel,pitch_rel_set,pitch_toe,rc_ch0,rc_ch1,rc_ch2,rc_ch3,rc_s0,rc_s1,ref_toe,rel,rel_set,seq,shoot_mode,tick_ms,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd,trigger_spd_set,vx_set,vy_set,wz_set,yaw_abs,yaw_abs_set,yaw_cur,yaw_gyro,yaw_gyro_set,yaw_mode,yaw_rel,yaw_rel_set,yaw_toe
0,48,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.172,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,27995,0,572541,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-1.433,-1.433,0
0,48,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.172,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,27996,0,572561,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-1.433,-1.433,0
0,48,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.173,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,27997,0,572582,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.002,0.0,0,-1.432,-1.433,0
0,50,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.173,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,27998,0,572603,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002,0.0,0,-1.433,-1.433,0
0,50,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.173,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,27999,0,572624,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-1.433,-1.433,0
0,50,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.173,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,28000,0,572644,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-1.433,-1.433,0
0,50,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.172,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,28001,0,572664,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002,0.0,0,-1.433,-1.433,0
0,50,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.172,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,28002,0,572684,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.001,0.0,0,-1.433,-1.433,0
0,49,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.173,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,28003,0,572704,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.003,0.0,0,-1.433,-1.433,0
0,49,0,0,3,1.433,0.0,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.173,1.584,0,0,0,0,0,0,0,1,-1.433,0.0,28004,0,572724,0,3720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004,0.0,0,-1.433,-1.433,0
