pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
10223,-0.203,-0.196,0
10225,-0.203,-0.196,0
10227,-0.203,-0.196,0
10229,-0.203,-0.196,0
10231,-0.203,-0.196,0
10233,-0.203,-0.196,0
10235,-0.203,-0.196,0
10237,-0.203,-0.196,0
10239,-0.203,-0.196,0
10241,-0.203,-0.196,0
10254,-0.203,-0.195,-66
10294,-0.203,-0.193,-135
10377,-0.203,-0.189,-322
10515,-0.203,-0.182,-402
10689,-0.203,-0.173,-467
10897,-0.203,-0.162,-575
11128,-0.203,-0.15,-609
11373,-0.203,-0.137,-649
11627,-0.203,-0.124,-660
11681,-0.198,-0.111,-660
11769,-0.193,-0.098,-660
11975,-0.189,-0.085,-660
12171,-0.185,-0.072,-660
12426,-0.183,-0.058,-660
12664,-0.181,-0.045,-660
12953,-0.18,-0.032,-660
13205,-0.179,-0.019,-660
13476,-0.179,-0.006,-660
13736,-0.179,0.007,-660
13995,-0.179,0.02,-660
14219,-0.178,0.033,-660
14487,-0.178,0.046,-660
14489,-0.172,0.059,-660
14699,-0.169,0.073,-660
14839,-0.164,0.086,-660
14887,-0.158,0.099,-660
14960,-0.15,0.112,-660
14894,-0.138,0.125,-660
14777,-0.125,0.139,-660
14623,-0.108,0.152,-660
14512,-0.092,0.165,-660
14326,-0.072,0.178,-660
14105,-0.052,0.189,-660
13598,-0.03,0.189,-660
13083,-0.006,0.189,-660
12541,0.018,0.189,-660
12107,0.042,0.189,-660
11540,0.068,0.189,-660
10986,0.095,0.189,-660
10542,0.119,0.189,-660
10175,0.141,0.189,-660
9636,0.165,0.189,-660
9065,0.187,0.189,-660
8488,0.207,0.189,-660
8048,0.222,0.189,-660
7823,0.23,0.189,-660
7764,0.231,0.189,-660
7821,0.228,0.189,-660
7784,0.225,0.189,-660
7810,0.22,0.189,-660
7791,0.217,0.189,-660
7623,0.216,0.189,-660
7464,0.216,0.189,-660
7282,0.217,0.189,-660
7162,0.217,0.189,-660
7073,0.216,0.189,-660
6976,0.215,0.189,-660
6838,0.215,0.189,-660
6709,0.215,0.189,-660
6582,0.215,0.189,-660
6457,0.215,0.189,-660
6332,0.215,0.189,-660
6251,0.214,0.189,-660
6159,0.213,0.189,-660
6066,0.213,0.189,-660
5935,0.213,0.189,-660
5856,0.212,0.189,-660
5735,0.212,0.189,-660
5619,0.212,0.189,-660
5544,0.211,0.189,-660
5473,0.21,0.189,-660
5400,0.21,0.189,-660
5326,0.209,0.189,-660
5291,0.207,0.189,-660
5264,0.206,0.189,-660
5235,0.204,0.189,-660
5214,0.203,0.189,-660
5192,0.201,0.189,-660
5136,0.2,0.189,-660
5143,0.199,0.189,-660
5106,0.198,0.189,-660
5125,0.197,0.189,-660
