event_bits,evt_cmd_burst_toggle,evt_cmd_high_freq_toggle,evt_cmd_reverse_trigger,evt_cmd_shoot_toggle,evt_cmd_vt03_trigger,evt_dial_neg,evt_dial_pos,evt_fn1_cur,evt_fn2_cur,evt_pause_cur,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,key_v,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29533,0,590703,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29534,0,590723,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0.0,1,0,2,2,29535,0,590743,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0.0,1,0,2,2,29536,0,590763,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29537,0,590783,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0.0,1,0,2,2,29538,0,590803,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0.0,1,0,2,2,29539,0,590823,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,-3,0.0,1,0,2,2,29540,0,590843,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29541,0,590863,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29542,0,590883,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29543,0,590903,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0.0,1,0,2,2,29544,0,590923,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29545,0,590943,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29546,0,590963,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,0.0,1,0,2,2,29547,0,590983,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,1,0,2,2,29548,0,591003,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,-3,0.0,1,0,2,2,29549,0,591023,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29550,0,591043,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,0.0,1,0,2,2,29551,0,591063,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29552,0,591083,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0.0,1,0,2,2,29553,0,591103,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29554,0,591123,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0.0,1,0,2,2,29555,0,591143,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29556,0,591163,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0.0,1,0,2,2,29557,0,591183,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29558,0,591203,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29559,0,591223,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29560,0,591243,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29561,0,591263,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0.0,1,0,2,2,29562,0,591283,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,-3,0.0,1,0,2,2,29563,0,591303,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0.0,1,0,2,2,29564,0,591323,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29565,0,591343,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0.0,1,0,2,2,29566,0,591363,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29567,0,591383,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29568,0,591403,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0.0,1,0,2,2,29569,0,591423,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29570,0,591443,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0.0,1,0,2,2,29571,0,591463,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,1,0,2,2,29572,0,591483,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29573,0,591503,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29574,0,591523,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0.0,1,0,2,2,29575,0,591543,0,0.0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,2,2,29576,0,591563,0,0.0,0
