event_bits,evt_cmd_burst_toggle,evt_fn2_cur,evt_s0_not_down,evt_vt03_online,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,1,1,0.0,1,3,2,59549,0,1191023,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59550,0,1191043,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59551,0,1191063,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59552,0,1191083,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59553,0,1191103,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59554,0,1191123,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59555,0,1191143,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59556,0,1191163,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59557,0,1191183,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59558,0,1191203,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59559,0,1191223,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59560,0,1191243,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59561,0,1191263,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59562,0,1191283,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59563,0,1191303,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59564,0,1191323,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59565,0,1191343,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59566,0,1191363,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59567,0,1191383,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59568,0,1191403,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59569,0,1191423,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59570,0,1191443,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59571,0,1191463,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59572,0,1191483,0,0.0,0
