bullet_cnt,local_heat,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd,trigger_spd_set
202,69.255,5,7072,41803464,41797704,4.637,15.0
202,68.919,5,6673,41811728,41797704,6.634,15.0
202,68.583,5,6503,41821504,41797704,7.484,15.0
202,68.235,5,6452,41832364,41797704,7.736,15.0
203,77.899,2,4645,41841112,41841112,6.107,5.0
203,77.563,2,5290,41845896,41845896,3.121,5.0
203,77.227,2,5693,41848240,41848240,1.531,5.0
203,76.891,2,5827,41849520,41849520,0.863,5.0
203,76.555,2,5918,41850208,41850208,0.406,5.0
203,76.219,2,5993,41850392,41850392,0.032,5.0
203,75.871,2,6000,41850392,41850392,0.0,5.0
203,75.523,2,6000,41850392,41850392,0.0,5.0
203,75.175,2,6000,41850396,41850396,0.0,5.0
203,74.827,2,5999,41850396,41850396,0.0,5.0
203,74.479,2,6000,41850396,41850396,0.0,5.0
203,74.131,2,6000,41850396,41850396,0.0,5.0
203,73.783,2,6000,41850396,41850396,0.0,5.0
203,73.447,2,6000,41850396,41850396,0.0,5.0
203,73.099,2,6000,41850396,41850396,-0.004,5.0
203,72.763,2,6000,41850392,41850392,-0.002,5.0
203,72.427,2,6000,41850388,41850388,-0.002,5.0
203,72.091,2,6001,41850384,41850384,-0.008,5.0
203,71.755,2,6001,41850380,41850380,-0.008,5.0
203,71.419,2,6001,41850376,41850376,-0.007,5.0
203,71.083,2,5999,41850376,41850376,0.0,5.0
203,70.747,2,6000,41850372,41850372,-0.003,5.0
203,70.411,2,5999,41850372,41850372,0.0,5.0
203,70.075,2,6000,41850372,41850372,0.0,5.0
203,69.739,5,7998,41850388,41850372,0.009,15.0
203,69.402,5,7999,41850396,41850372,0.0,15.0
203,69.066,5,7998,41850404,41850372,0.005,15.0
203,68.718,5,8000,41850404,41850372,0.0,15.0
203,68.37,5,1209,41850336,41850372,-0.083,-15.0
203,68.01,5,-138,41850252,41850372,-0.064,-15.0
203,67.65,5,-1490,41850204,41850372,-0.031,-15.0
203,67.302,5,-2782,41850120,41850372,-0.077,-15.0
203,66.954,5,-4078,41850012,41850372,-0.087,-15.0
203,66.594,5,-5420,41849892,41850372,-0.09,-15.0
203,66.246,5,-6693,41849672,41850372,-0.188,-15.0
203,65.898,5,-7025,41845320,41850372,-4.391,-15.0
203,65.562,5,-5789,41832596,41850372,-11.051,-15.0
203,65.214,5,-4547,41810856,41850372,-17.098,-15.0
203,64.866,5,-3117,41782212,41850372,-22.162,-15.0
203,64.518,5,-1771,41748612,41850372,-25.058,-15.0
203,64.17,5,-762,41720852,41850372,-25.54,-15.0
203,63.822,5,-117,41687116,41850372,-24.384,-15.0
203,63.474,5,38,41656584,41850372,-21.631,-15.0
203,63.126,5,-175,41630816,41850372,-18.39,-15.0
203,62.778,5,-570,41608908,41850372,-15.564,-15.0
203,62.43,5,5894,41582000,41850372,-12.549,15.0
203,62.07,5,5121,41579024,41850372,0.868,15.0
203,61.722,5,4451,41589164,41850372,8.431,15.0
203,61.362,5,3678,41607272,41850372,13.981,15.0
203,61.002,5,2740,41632688,41850372,18.133,15.0
203,60.654,5,1900,41660132,41850372,20.39,15.0
203,60.306,5,1241,41688944,41850372,21.14,15.0
203,59.958,5,879,41717100,41850372,20.398,15.0
203,59.622,5,763,41742360,41850372,18.997,15.0
203,59.286,5,862,41765468,41850372,17.202,15.0
203,58.95,5,1057,41786476,41850372,15.637,15.0
203,58.614,5,1293,41806584,41850372,14.445,15.0
203,58.266,5,1490,41825696,41850372,13.857,15.0
203,57.929,5,1728,41843204,41850372,13.264,15.0
203,57.593,5,1900,41860576,41850372,13.159,15.0
203,57.245,5,2169,41878664,41850372,12.697,15.0
204,66.897,5,2447,41895672,41850372,12.41,15.0
204,66.561,5,2577,41912496,41850372,12.777,15.0
205,76.225,2,498,41929348,41929348,12.918,5.0
205,75.889,2,990,41941264,41941264,8.022,5.0
205,75.541,2,2018,41946336,41946336,2.768,5.0
205,75.181,2,2904,41947080,41947080,0.062,5.0
205,74.833,2,3353,41947080,41947080,0.0,5.0
205,74.485,2,3788,41947080,41947080,0.0,5.0
205,74.137,2,4220,41947096,41947096,0.008,5.0
205,73.801,2,4638,41947116,41947116,0.016,5.0
205,73.465,2,5053,41947160,41947160,0.031,5.0
205,73.129,2,5465,41947228,41947228,0.056,5.0
205,72.793,2,5724,41947928,41947928,0.785,5.0
205,72.457,2,5285,41952064,41952064,3.572,5.0
205,72.121,2,4909,41958752,41958752,5.43,5.0
205,71.785,2,4740,41966548,41966548,5.931,5.0
205,71.449,2,4920,41973568,41973568,4.799,5.0
205,71.113,2,5314,41978200,41978200,3.249,5.0
205,70.777,2,5494,41981652,41981652,2.525,5.0
205,70.441,2,5732,41983812,41983812,1.337,5.0
205,70.105,2,6000,41984096,41984096,-0.001,5.0
205,69.769,5,7988,41984152,41984096,0.055,15.0
205,69.433,5,7527,41986416,41984096,2.361,15.0
205,69.097,5,7043,41992128,41984096,4.78,15.0
205,68.749,5,6285,42003220,41984096,8.572,15.0
205,68.389,5,5504,42019740,41984096,12.477,15.0
206,78.029,2,2681,42030440,42030440,13.118,5.0
206,77.681,2,2289,42046808,42046808,11.849,5.0
206,77.333,2,1920,42061980,42061980,10.913,5.0
206,76.997,2,1724,42075480,42075480,9.665,5.0
206,76.649,2,1831,42086428,42086428,7.527,5.0
206,76.312,2,2216,42093744,42093744,5.061,5.0
206,75.976,2,2709,42098144,42098144,3.043,5.0
206,75.64,2,3110,42101112,42101112,2.083,5.0
206,75.304,2,3398,42103656,42103656,1.939,5.0
206,74.968,2,3483,42107064,42107064,2.668,5.0
206,74.632,2,3416,42111816,42111816,3.752,5.0
206,74.296,2,3207,42118168,42118168,5.047,5.0
206,73.96,2,3018,42125548,42125548,5.808,5.0
206,73.624,2,2821,42134064,42134064,6.354,5.0
206,73.276,2,2651,42143004,42143004,6.552,5.0
206,72.928,2,2500,42160272,42160272,6.608,5.0
206,72.58,2,2413,42169004,42169004,6.39,5.0
206,72.22,2,2411,42177472,42177472,5.892,5.0
206,71.872,2,2450,42193192,42193192,5.411,5.0
206,71.524,2,2521,42200352,42200352,4.964,5.0
206,71.176,2,2885,42205580,42205580,3.443,5.0
206,70.828,2,3630,42207576,42207576,0.929,5.0
206,70.48,2,4240,42207584,42207584,-0.023,5.0
206,70.132,2,4671,42207584,42207584,-0.001,5.0
206,69.796,5,7585,42207592,42207584,0.006,15.0
206,69.46,5,7998,42207608,42207584,0.006,15.0
206,69.112,5,8000,42207612,42207584,0.0,15.0
206,68.776,5,7999,42207616,42207584,0.0,15.0
206,68.44,5,7999,42207616,42207584,0.0,15.0
206,68.104,5,8000,42207616,42207584,0.0,15.0
206,67.768,5,8000,42207620,42207584,0.0,15.0
206,67.432,5,7998,42207628,42207584,0.006,15.0
206,67.096,5,7998,42207640,42207584,0.008,15.0
206,66.76,5,7999,42207644,42207584,0.001,15.0
206,66.424,5,7999,42207648,42207584,0.0,15.0
206,66.076,5,7999,42207656,42207584,0.0,15.0
206,65.728,5,7999,42207660,42207584,0.0,15.0
206,65.38,5,7999,42207664,42207584,0.001,15.0
206,65.02,5,7999,42207668,42207584,0.001,15.0
206,64.671,5,7999,42207672,42207584,0.001,15.0
206,64.323,5,7999,42207680,42207584,0.0,15.0
206,63.987,5,7998,42207692,42207584,0.006,15.0
206,63.651,5,7999,42207696,42207584,0.0,15.0
206,63.315,5,8000,42207696,42207584,0.0,15.0
206,62.979,5,8000,42207696,42207584,0.0,15.0
206,62.643,5,7999,42207700,42207584,0.003,15.0
206,62.307,5,1563,42207656,42207584,-0.062,-15.0
206,61.959,5,263,42207576,42207584,-0.059,-15.0
206,61.611,5,-1039,42207508,42207584,-0.043,-15.0
206,61.263,5,-2338,42207448,42207584,-0.054,-15.0
206,60.915,5,-3627,42207328,42207584,-0.1,-15.0
206,60.579,5,-4874,42207184,42207584,-0.121,-15.0
206,60.231,5,-6118,42206776,42207584,-0.353,-15.0
206,59.895,5,-6276,42201928,42207584,-4.972,-15.0
206,59.547,5,-5692,42188392,42207584,-11.022,-15.0
206,59.199,5,-4367,42165832,42207584,-17.882,-15.0
206,58.839,5,-2609,42133520,42207584,-23.922,-15.0
206,58.479,5,-1123,42096868,42207584,-26.605,-15.0
206,58.119,5,-91,42059300,42207584,-26.494,-15.0
206,57.759,5,370,42024472,42207584,-24.075,-15.0
206,57.399,5,230,41994824,42207584,-20.145,-15.0
206,57.039,5,-192,41978464,42207584,-16.543,-15.0
206,56.691,5,-666,41958132,42207584,-14.058,-15.0
206,56.343,5,5328,41949576,42207584,-12.011,15.0
206,56.007,5,5308,41934988,42207584,-2.13,15.0
206,55.671,5,4406,41942672,42207584,7.298,15.0
206,55.323,5,3880,41957960,42207584,12.231,15.0
206,54.987,5,3001,41978768,42207584,16.797,15.0
206,54.639,5,2051,42005296,42207584,19.99,15.0
206,54.291,5,1355,42033768,42207584,21.014,15.0
206,53.943,5,865,42062356,42207584,20.843,15.0
206,53.595,5,614,42089824,42207584,19.773,15.0
206,53.246,5,622,42123840,42207584,18.017,15.0
206,52.91,5,799,42145644,42207584,16.243,15.0
206,52.574,5,1105,42165240,42207584,14.55,15.0
206,52.226,5,1369,42184788,42207584,13.655,15.0
206,51.878,5,1654,42202740,42207584,12.963,15.0
206,51.53,5,1833,42220312,42207584,12.965,15.0
206,51.182,5,1949,42238220,42207584,13.233,15.0
207,60.822,5,1933,42257704,42207584,13.939,15.0
207,60.474,5,1888,42277440,42207584,14.52,15.0
208,70.126,2,-672,42314256,42314256,14.066,5.0
208,69.778,5,1911,42329600,42320000,10.776,15.0
208,69.442,5,2096,42344520,42320000,11.527,15.0
209,79.106,2,-162,42361812,42361812,12.992,5.0
209,78.77,2,-288,42376648,42376648,10.64,5.0
209,78.422,2,100,42387336,42387336,7.031,5.0
209,78.086,2,554,42393764,42393764,4.484,5.0
209,77.75,2,948,42398104,42398104,3.064,5.0
209,77.414,2,1212,42401672,42401672,2.679,5.0
209,77.066,2,1434,42397056,42397056,2.598,5.0
209,76.718,2,1546,42401200,42401200,3.0,5.0
209,76.382,2,1591,42413860,42413860,3.516,5.0
209,76.046,2,1537,42419276,42419276,4.258,5.0
209,75.698,2,1467,42425936,42425936,4.806,5.0
209,75.35,2,1441,42432748,42432748,4.965,5.0
209,75.002,2,1393,42439832,42439832,5.161,5.0
209,74.654,2,1351,42446952,42446952,5.274,5.0
209,74.306,2,1345,42454092,42454092,5.189,5.0
209,73.958,2,1411,42460812,42460812,4.845,5.0
209,73.61,2,1534,42467156,42467156,4.402,5.0
209,73.262,2,1683,42472776,42472776,4.015,5.0
209,72.926,2,1746,42478156,42478156,4.069,5.0
209,72.59,2,1823,42483536,42483536,4.084,5.0
209,72.254,2,1828,42489232,42489232,4.382,5.0
209,71.918,2,1826,42495492,42495492,4.59,5.0
209,71.581,2,1862,42501536,42501536,4.604,5.0
209,71.245,2,1903,42507512,42507512,4.575,5.0
209,70.909,2,2020,42513216,42513216,4.246,5.0
209,70.573,2,1936,42519468,42519468,4.856,5.0
209,70.225,2,1834,42526840,42526840,5.336,5.0
209,69.889,5,4007,42534376,42531528,5.689,15.0
209,69.541,5,3702,42547144,42531528,10.328,15.0
209,69.193,5,3055,42565848,42531528,14.627,15.0
210,78.845,2,95,42587316,42587316,15.433,5.0
210,78.497,2,-133,42605480,42605480,12.644,5.0
210,78.149,2,67,42618960,42618960,9.082,5.0
210,77.801,2,412,42628576,42628576,6.243,5.0
210,77.453,2,781,42634976,42634976,4.297,5.0
210,77.105,2,1132,42639560,42639560,3.117,5.0
210,76.757,2,1448,42643064,42643064,2.54,5.0
210,76.421,2,1618,42646696,42646696,2.694,5.0
210,76.085,2,1715,42650696,42650696,3.107,5.0
210,75.749,2,1688,42655580,42655580,3.891,5.0
210,75.413,2,1603,42661516,42661516,4.613,5.0
210,75.077,2,1503,42668456,42668456,5.143,5.0
210,74.741,2,1408,42683556,42683556,5.48,5.0
210,74.405,2,1294,42691464,42691464,5.781,5.0
210,74.069,2,1236,42698964,42698964,5.741,5.0
210,73.733,2,1189,42706444,42706444,5.687,5.0
210,73.385,2,1229,42713776,42713776,5.274,5.0
210,73.049,2,1254,42720532,42720532,5.082,5.0
210,72.713,2,1298,42719112,42719112,4.86,5.0
210,72.365,2,1379,42725416,42725416,4.572,5.0
210,72.017,2,1438,42731528,42731528,4.498,5.0
210,71.669,2,1517,42737712,42737712,4.359,5.0
210,71.321,2,1552,42743760,42743760,4.461,5.0
210,70.973,2,1580,42749968,42749968,4.528,5.0
210,70.625,2,1593,42756232,42756232,4.645,5.0
210,70.277,2,1663,42762388,42762388,4.484,5.0
210,69.928,5,3917,42768304,42767028,4.328,15.0
210,69.58,5,3853,42778636,42767028,8.524,15.0
210,69.232,5,3294,42795448,42767028,13.098,15.0
211,78.884,2,436,42816348,42816348,15.117,5.0
211,78.548,2,232,42833456,42833456,12.397,5.0
211,78.212,2,391,42846296,42846296,9.172,5.0
211,77.876,2,745,42863740,42863740,6.288,5.0
211,77.54,2,1183,42869656,42869656,4.067,5.0
211,77.192,2,1731,42873072,42873072,2.173,5.0
211,76.844,2,2164,42875200,42875200,1.425,5.0
211,76.508,2,2534,42876776,42876776,1.151,5.0
211,76.16,2,2837,42878488,42878488,1.296,5.0
211,75.812,2,3377,42879384,42879384,0.335,5.0
211,75.464,2,3871,42879412,42879412,0.014,5.0
211,75.116,2,4304,42879444,42879444,0.017,5.0
211,74.768,2,4739,42879468,42879468,0.013,5.0
211,74.42,2,5174,42879488,42879488,0.008,5.0
211,74.072,2,5604,42879524,42879524,0.02,5.0
211,73.724,2,5993,42879572,42879572,0.031,5.0
211,73.376,2,5998,42879596,42879596,0.005,5.0
211,73.04,2,5999,42879600,42879600,0.002,5.0
211,72.704,2,6000,42879604,42879604,0.0,5.0
211,72.356,2,5999,42879604,42879604,0.0,5.0
211,72.02,2,6000,42879604,42879604,0.0,5.0
211,71.684,2,6000,42879604,42879604,0.0,5.0
211,71.348,2,6000,42879604,42879604,0.0,5.0
211,71.012,2,5999,42879608,42879608,0.001,5.0
211,70.676,2,6000,42879608,42879608,0.0,5.0
211,70.34,2,6000,42879608,42879608,0.0,5.0
211,70.004,2,6000,42879608,42879608,0.0,5.0
211,69.668,5,7993,42879656,42879608,0.031,15.0
211,69.332,5,7450,42882024,42879608,2.747,15.0
211,68.984,5,6770,42889736,42879608,6.146,15.0
211,68.635,5,6517,42891712,42879608,7.41,15.0
211,68.287,5,6390,42902560,42879608,8.048,15.0
211,67.927,5,6304,42914380,42879608,8.475,15.0
212,77.579,2,4487,42924628,42924628,6.591,5.0
212,77.231,2,5461,42928608,42928608,2.049,5.0
212,76.883,2,6008,42928900,42928900,-0.043,5.0
212,76.535,2,5999,42928900,42928900,0.001,5.0
212,76.199,2,6000,42928900,42928900,0.0,5.0
212,75.863,2,6000,42928900,42928900,-0.003,5.0
212,75.527,2,6001,42928896,42928896,-0.009,5.0
212,75.179,2,6000,42928888,42928888,-0.003,5.0
212,74.843,2,6001,42928876,42928876,-0.005,5.0
212,74.507,2,6002,42928864,42928864,-0.013,5.0
212,74.171,2,6002,42928848,42928848,-0.011,5.0
212,73.835,2,6001,42928844,42928844,-0.006,5.0
212,73.499,2,6002,42928832,42928832,-0.01,5.0
212,73.151,2,6000,42928828,42928828,0.0,5.0
212,72.815,2,6001,42928820,42928820,-0.006,5.0
212,72.467,2,5999,42928820,42928820,0.0,5.0
212,72.119,2,6000,42928816,42928816,-0.004,5.0
212,71.771,2,5999,42928816,42928816,0.0,5.0
212,71.423,2,5999,42928816,42928816,0.001,5.0
212,71.075,2,6000,42928816,42928816,0.0,5.0
212,70.727,2,6000,42928816,42928816,0.0,5.0
212,70.391,2,6000,42928816,42928816,0.0,5.0
212,70.043,2,5999,42928820,42928820,0.0,5.0
212,69.695,5,7996,42928852,42928824,0.017,15.0
212,69.347,5,7998,42928864,42928824,0.008,15.0
212,68.999,5,7999,42928876,42928824,0.001,15.0
212,68.663,5,1779,42928848,42928824,-0.023,-15.0
212,68.315,5,488,42928760,42928824,-0.059,-15.0
212,67.967,5,-817,42928712,42928824,-0.032,-15.0
212,67.619,5,-2122,42928680,42928824,-0.024,-15.0
212,67.271,5,-3413,42928592,42928824,-0.069,-15.0
212,66.922,5,-4707,42928472,42928824,-0.091,-15.0
212,66.574,5,-6000,42928336,42928824,-0.104,-15.0
212,66.226,5,-7283,42928140,42928824,-0.158,-15.0
212,65.878,5,-6577,42921456,42928824,-7.11,-15.0
212,65.518,5,-4578,42899428,42928824,-16.998,-15.0
212,65.158,5,-2693,42867476,42928824,-23.892,-15.0
212,64.798,5,-1223,42830504,42928824,-26.491,-15.0
212,64.438,5,-284,42793780,42928824,-26.033,-15.0
212,64.078,5,161,42759432,42928824,-23.749,-15.0
212,63.718,5,109,42728716,42928824,-20.313,-15.0
212,63.358,5,-167,42711588,42928824,-17.24,-15.0
212,63.01,5,-522,42698720,42928824,-14.993,-15.0
212,62.662,5,5443,42680404,42928824,-13.21,15.0
212,62.314,5,5623,42672068,42928824,-3.423,15.0
212,61.978,5,4535,42687464,42928824,7.25,15.0
212,61.642,5,3790,42703768,42928824,13.01,15.0
212,61.306,5,2774,42726400,42928824,17.835,15.0
