pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
9994,-0.228,-0.196,0
9996,-0.228,-0.196,0
9998,-0.228,-0.196,0
9999,-0.228,-0.196,0
10001,-0.228,-0.196,0
10004,-0.228,-0.196,0
10007,-0.228,-0.196,0
10008,-0.228,-0.196,0
10010,-0.228,-0.196,0
10011,-0.228,-0.196,0
10013,-0.228,-0.196,0
10015,-0.228,-0.196,0
10017,-0.228,-0.196,0
10019,-0.228,-0.196,0
10021,-0.228,-0.196,0
10023,-0.228,-0.196,0
10025,-0.228,-0.196,0
10027,-0.228,-0.196,0
10029,-0.228,-0.196,0
10031,-0.228,-0.196,0
10033,-0.228,-0.196,0
10035,-0.228,-0.196,0
10037,-0.228,-0.196,0
10039,-0.228,-0.196,0
10041,-0.228,-0.196,0
10044,-0.228,-0.196,0
10045,-0.228,-0.196,0
10047,-0.228,-0.196,0
10050,-0.228,-0.196,0
10051,-0.228,-0.196,0
10053,-0.228,-0.196,0
10055,-0.228,-0.196,0
10058,-0.228,-0.196,0
10059,-0.228,-0.196,0
10061,-0.228,-0.196,0
10063,-0.228,-0.196,0
10065,-0.228,-0.196,0
10067,-0.228,-0.196,0
10069,-0.228,-0.196,0
10071,-0.228,-0.196,0
10029,-0.227,-0.196,0
10076,-0.228,-0.196,0
10077,-0.228,-0.196,0
10079,-0.228,-0.196,0
10081,-0.228,-0.196,0
10083,-0.228,-0.196,0
10085,-0.228,-0.196,0
10088,-0.228,-0.196,0
10089,-0.228,-0.196,0
10091,-0.228,-0.196,0
10092,-0.228,-0.196,0
10094,-0.228,-0.196,0
10096,-0.228,-0.196,0
10098,-0.228,-0.196,0
10100,-0.228,-0.196,0
10102,-0.228,-0.196,0
10104,-0.228,-0.196,0
10108,-0.228,-0.196,0
10109,-0.228,-0.196,0
10110,-0.228,-0.196,0
10112,-0.228,-0.196,0
10114,-0.228,-0.196,0
10116,-0.228,-0.196,0
10119,-0.228,-0.196,0
10120,-0.228,-0.196,0
10122,-0.228,-0.196,0
10124,-0.228,-0.196,0
10126,-0.228,-0.196,0
10128,-0.228,-0.196,0
10130,-0.228,-0.196,0
10132,-0.228,-0.196,0
10135,-0.228,-0.196,0
10136,-0.228,-0.196,0
10138,-0.228,-0.196,0
10140,-0.228,-0.196,0
10142,-0.228,-0.196,0
10145,-0.228,-0.196,0
10146,-0.228,-0.196,0
10148,-0.228,-0.196,0
10151,-0.228,-0.196,0
10152,-0.228,-0.196,0
10154,-0.228,-0.196,0
10156,-0.228,-0.196,0
10158,-0.228,-0.196,0
10160,-0.228,-0.196,0
10162,-0.228,-0.196,0
10165,-0.228,-0.196,0
10166,-0.228,-0.196,0
10168,-0.228,-0.196,0
10169,-0.228,-0.196,0
10171,-0.228,-0.196,0
10173,-0.228,-0.196,0
10176,-0.228,-0.196,0
10133,-0.227,-0.196,0
10180,-0.228,-0.196,0
10180,-0.228,-0.196,0
10183,-0.228,-0.196,0
10185,-0.228,-0.196,0
10187,-0.228,-0.196,0
10190,-0.228,-0.196,0
10192,-0.228,-0.196,0
10193,-0.228,-0.196,0
10195,-0.228,-0.196,0
10199,-0.228,-0.196,0
10200,-0.228,-0.196,0
10201,-0.228,-0.196,0
10204,-0.228,-0.196,0
10205,-0.228,-0.196,0
10207,-0.228,-0.196,0
10210,-0.228,-0.196,0
10211,-0.228,-0.196,0
10213,-0.228,-0.196,0
10215,-0.228,-0.196,0
10217,-0.228,-0.196,0
10219,-0.228,-0.196,0
10221,-0.228,-0.196,0
10223,-0.228,-0.196,0
10225,-0.228,-0.196,0
10227,-0.228,-0.196,0
10186,-0.227,-0.196,0
10232,-0.228,-0.196,0
10233,-0.228,-0.196,0
10235,-0.228,-0.196,0
10237,-0.228,-0.196,0
10241,-0.228,-0.196,0
10241,-0.228,-0.196,0
10243,-0.228,-0.196,0
10246,-0.228,-0.196,0
10247,-0.228,-0.196,0
10249,-0.228,-0.196,0
10250,-0.228,-0.196,0
10252,-0.228,-0.196,0
10254,-0.228,-0.196,0
10256,-0.228,-0.196,0
10258,-0.228,-0.196,0
10260,-0.228,-0.196,0
10262,-0.228,-0.196,0
10264,-0.228,-0.196,0
10268,-0.228,-0.196,0
10270,-0.228,-0.196,0
10271,-0.228,-0.196,0
10272,-0.228,-0.196,0
10274,-0.228,-0.196,0
10276,-0.228,-0.196,0
10279,-0.228,-0.196,0
10280,-0.228,-0.196,0
10282,-0.228,-0.196,0
10284,-0.228,-0.196,0
10289,-0.228,-0.196,0
10289,-0.228,-0.196,0
10292,-0.228,-0.196,0
10293,-0.228,-0.196,0
10295,-0.228,-0.196,0
10298,-0.228,-0.196,0
10299,-0.228,-0.196,0
10301,-0.228,-0.196,0
10304,-0.228,-0.196,0
10304,-0.228,-0.196,0
10306,-0.228,-0.196,0
10309,-0.228,-0.196,0
10310,-0.228,-0.196,0
10312,-0.228,-0.196,0
10314,-0.228,-0.196,0
10316,-0.228,-0.196,0
10318,-0.228,-0.196,0
10320,-0.228,-0.196,0
10322,-0.228,-0.196,0
10326,-0.228,-0.196,0
10326,-0.228,-0.196,0
10328,-0.228,-0.196,0
10330,-0.228,-0.196,0
10332,-0.228,-0.196,0
10334,-0.228,-0.196,0
10336,-0.228,-0.196,0
10338,-0.228,-0.196,0
10295,-0.227,-0.196,0
10299,-0.227,-0.196,0
10345,-0.228,-0.196,0
10348,-0.228,-0.196,0
10350,-0.228,-0.196,0
10350,-0.228,-0.196,0
10353,-0.228,-0.196,0
10354,-0.228,-0.196,0
10356,-0.228,-0.196,0
10357,-0.228,-0.196,0
10362,-0.228,-0.196,0
10362,-0.228,-0.196,0
10366,-0.228,-0.196,0
10367,-0.228,-0.196,0
10370,-0.228,-0.196,0
10370,-0.228,-0.196,0
10371,-0.228,-0.196,0
10329,-0.227,-0.196,0
10376,-0.228,-0.196,0
10378,-0.228,-0.196,0
10380,-0.228,-0.196,0
10381,-0.228,-0.196,0
10385,-0.228,-0.196,0
10386,-0.228,-0.196,0
10390,-0.228,-0.196,0
10390,-0.228,-0.196,0
10393,-0.228,-0.196,0
10394,-0.228,-0.196,0
10397,-0.228,-0.196,0
10398,-0.228,-0.196,0
10400,-0.228,-0.196,0
10402,-0.228,-0.196,0
10403,-0.228,-0.196,0
10360,-0.227,-0.196,0
10408,-0.228,-0.196,0
10409,-0.228,-0.196,0
10412,-0.228,-0.196,0
10414,-0.228,-0.196,0
10415,-0.228,-0.196,0
10417,-0.228,-0.196,0
10421,-0.228,-0.196,0
10424,-0.228,-0.196,0
10423,-0.228,-0.196,0
10428,-0.228,-0.196,0
10431,-0.228,-0.196,0
10430,-0.228,-0.196,0
10433,-0.228,-0.196,0
10433,-0.228,-0.196,0
10435,-0.228,-0.196,0
10437,-0.228,-0.196,0
10440,-0.228,-0.196,0
10442,-0.228,-0.196,0
10444,-0.228,-0.196,0
10446,-0.228,-0.196,0
10449,-0.228,-0.196,0
10449,-0.228,-0.196,0
10454,-0.228,-0.196,0
10455,-0.228,-0.196,0
10458,-0.228,-0.196,0
10457,-0.228,-0.196,0
10460,-0.228,-0.196,0
10464,-0.228,-0.196,0
10463,-0.228,-0.196,0
10420,-0.227,-0.196,0
10468,-0.228,-0.196,0
10470,-0.228,-0.196,0
10472,-0.228,-0.196,0
10476,-0.228,-0.196,0
10475,-0.228,-0.196,0
10432,-0.227,-0.196,0
10482,-0.228,-0.196,0
10486,-0.228,-0.196,0
10444,-0.227,-0.196,0
10444,-0.227,-0.196,0
