bullet_cnt,fric1_rpm,local_heat,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd
11,4892,23.424,6,-10000,441193,440566,0.0
11,4898,23.184,6,-10000,441193,440566,0.0
11,4884,22.944,2,0,443837,440566,3.403
11,4867,22.704,2,0,447070,440566,3.413
11,4892,22.464,2,0,448915,440566,1.827
11,4877,22.224,2,0,449897,440566,0.968
11,4869,21.984,2,0,450302,440566,0.388
11,4909,21.744,2,0,450320,440566,-0.032
11,4873,21.504,2,0,450321,440566,-0.002
11,4903,21.264,2,0,450321,440566,0.0
11,4873,21.024,2,0,450321,440566,0.0
11,4890,20.784,2,0,450321,440566,0.0
11,4903,20.544,2,0,450321,440566,0.0
11,4882,20.304,2,0,450321,440566,0.0
11,4907,20.064,2,0,450321,440566,0.0
11,4854,19.824,2,0,450321,440566,0.0
11,4882,19.584,2,0,450321,440566,0.0
11,4886,19.344,2,0,450321,440566,0.0
11,4873,19.104,2,0,450321,440566,0.0
11,4923,18.864,2,0,450321,440566,0.0
11,4905,18.624,2,0,450321,440566,0.0
11,4871,18.384,4,10000,450844,477430,0.311
11,4888,18.144,4,10000,460854,477430,11.343
12,4900,27.904,6,-10000,480009,477430,21.486
12,4787,27.664,6,-10000,495372,477430,16.069
12,4825,27.424,6,-10000,495720,477430,-0.437
12,4869,27.184,6,-10000,483137,477430,-13.953
12,4917,26.944,6,-10000,477630,477430,-2.435
12,4861,26.704,6,-10000,477965,477430,0.465
12,4894,26.464,2,0,480005,477430,2.475
12,4877,26.224,2,0,483274,477430,3.499
12,4867,25.984,2,0,485165,477430,1.923
12,4930,25.745,2,0,486192,477430,1.021
12,4867,25.505,2,0,486615,477430,0.421
12,4844,25.265,2,0,486591,477430,-0.065
12,4892,25.025,2,0,486563,477430,-0.019
12,4869,24.785,2,0,486561,477430,-0.006
12,4873,24.545,2,0,486561,477430,0.0
12,4926,24.305,2,0,486561,477430,0.0
12,4863,24.065,2,0,486561,477430,0.0
12,4890,23.825,2,0,486561,477430,0.0
12,4882,23.585,2,0,486561,477430,0.0
12,4865,23.345,2,0,486561,477430,0.0
12,4930,23.105,2,0,486561,477430,0.0
12,4867,22.865,2,0,486561,477430,0.0
12,4894,22.625,2,0,486561,477430,0.0
12,4888,22.385,2,0,486561,477430,0.0
12,4848,22.145,2,0,486561,477430,0.0
12,4909,21.905,2,0,486561,477430,0.0
