pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
4038,-0.188,-0.196,0
4037,-0.188,-0.196,0
4035,-0.188,-0.196,0
4032,-0.188,-0.196,0
4029,-0.188,-0.196,0
4029,-0.188,-0.196,0
4026,-0.188,-0.196,0
4025,-0.188,-0.196,0
4023,-0.188,-0.196,0
4021,-0.188,-0.196,0
4019,-0.188,-0.196,0
4017,-0.188,-0.196,0
4015,-0.188,-0.196,0
4013,-0.188,-0.196,0
4011,-0.188,-0.196,0
4008,-0.188,-0.196,0
4007,-0.188,-0.196,0
4005,-0.188,-0.196,0
4003,-0.188,-0.196,0
4000,-0.188,-0.196,0
3999,-0.188,-0.196,0
3997,-0.188,-0.196,0
3995,-0.188,-0.196,0
3993,-0.188,-0.196,0
3991,-0.188,-0.196,0
3989,-0.188,-0.196,0
3987,-0.188,-0.196,0
3985,-0.188,-0.196,0
3983,-0.188,-0.196,0
3982,-0.188,-0.196,0
3980,-0.188,-0.196,0
3978,-0.188,-0.196,0
3976,-0.188,-0.196,0
3974,-0.188,-0.196,0
3970,-0.188,-0.196,0
3969,-0.188,-0.196,0
3967,-0.188,-0.196,0
3965,-0.188,-0.196,0
3962,-0.188,-0.196,0
3961,-0.188,-0.196,0
3960,-0.188,-0.196,0
3958,-0.188,-0.196,0
3956,-0.188,-0.196,0
3954,-0.188,-0.196,0
3952,-0.188,-0.196,0
3950,-0.188,-0.196,0
3948,-0.188,-0.196,0
3946,-0.188,-0.196,0
3944,-0.188,-0.196,0
3942,-0.188,-0.196,0
3939,-0.188,-0.196,0
3938,-0.188,-0.196,0
3936,-0.188,-0.196,0
3934,-0.188,-0.196,0
3931,-0.188,-0.196,0
3930,-0.188,-0.196,0
3928,-0.188,-0.196,0
3926,-0.188,-0.196,0
3924,-0.188,-0.196,0
3922,-0.188,-0.196,0
3919,-0.188,-0.196,0
3917,-0.188,-0.196,0
3915,-0.188,-0.196,0
3914,-0.188,-0.196,0
3912,-0.188,-0.196,0
3910,-0.188,-0.196,0
3907,-0.188,-0.196,0
3906,-0.188,-0.196,0
3904,-0.188,-0.196,0
3902,-0.188,-0.196,0
3900,-0.188,-0.196,0
3898,-0.188,-0.196,0
3896,-0.188,-0.196,0
3894,-0.188,-0.196,0
3891,-0.188,-0.196,0
3889,-0.188,-0.196,0
3887,-0.188,-0.196,0
3886,-0.188,-0.196,0
3884,-0.188,-0.196,0
3882,-0.188,-0.196,0
3880,-0.188,-0.196,0
3878,-0.188,-0.196,0
3875,-0.188,-0.196,0
3874,-0.188,-0.196,0
3872,-0.188,-0.196,0
3870,-0.188,-0.196,0
3867,-0.188,-0.196,0
3865,-0.188,-0.196,0
3864,-0.188,-0.196,0
3861,-0.188,-0.196,0
3858,-0.188,-0.196,0
3857,-0.188,-0.196,0
3856,-0.188,-0.196,0
3854,-0.188,-0.196,0
3852,-0.188,-0.196,0
3851,-0.188,-0.196,0
3849,-0.188,-0.196,0
3847,-0.188,-0.196,0
3845,-0.188,-0.196,0
3843,-0.188,-0.196,0
3841,-0.188,-0.196,0
3838,-0.188,-0.196,0
3835,-0.188,-0.196,0
3834,-0.188,-0.196,0
3833,-0.188,-0.196,0
3831,-0.188,-0.196,0
3829,-0.188,-0.196,0
3825,-0.188,-0.196,0
3824,-0.188,-0.196,0
3823,-0.188,-0.196,0
3821,-0.188,-0.196,0
3819,-0.188,-0.196,0
3817,-0.188,-0.196,0
3815,-0.188,-0.196,0
3812,-0.188,-0.196,0
3856,-0.189,-0.196,0
3808,-0.188,-0.196,0
3807,-0.188,-0.196,0
3850,-0.189,-0.196,0
3802,-0.188,-0.196,0
3798,-0.188,-0.196,0
3798,-0.188,-0.196,0
3797,-0.188,-0.196,0
3795,-0.188,-0.196,0
3793,-0.188,-0.196,0
3791,-0.188,-0.196,0
3789,-0.188,-0.196,0
3786,-0.188,-0.196,0
3785,-0.188,-0.196,0
3783,-0.188,-0.196,0
3781,-0.188,-0.196,0
3779,-0.188,-0.196,0
3777,-0.188,-0.196,0
3775,-0.188,-0.196,0
3773,-0.188,-0.196,0
3771,-0.188,-0.196,0
3769,-0.188,-0.196,0
3766,-0.188,-0.196,0
3765,-0.188,-0.196,0
3763,-0.188,-0.196,0
3761,-0.188,-0.196,0
3758,-0.188,-0.196,0
3757,-0.188,-0.196,0
3755,-0.188,-0.196,0
3753,-0.188,-0.196,0
3751,-0.188,-0.196,0
3749,-0.188,-0.196,0
3747,-0.188,-0.196,0
3745,-0.188,-0.196,0
3743,-0.188,-0.196,0
3741,-0.188,-0.196,0
3739,-0.188,-0.196,0
3737,-0.188,-0.196,0
3735,-0.188,-0.196,0
3733,-0.188,-0.196,0
3732,-0.188,-0.196,0
3730,-0.188,-0.196,0
3727,-0.188,-0.196,0
3725,-0.188,-0.196,0
3723,-0.188,-0.196,0
3721,-0.188,-0.196,0
3718,-0.188,-0.196,0
3716,-0.188,-0.196,0
3715,-0.188,-0.196,0
3713,-0.188,-0.196,0
3712,-0.188,-0.196,0
3710,-0.188,-0.196,0
3708,-0.188,-0.196,0
3706,-0.188,-0.196,0
3704,-0.188,-0.196,0
3702,-0.188,-0.196,0
3700,-0.188,-0.196,0
3698,-0.188,-0.196,0
3694,-0.188,-0.196,0
3693,-0.188,-0.196,0
3690,-0.188,-0.196,0
3689,-0.188,-0.196,0
3686,-0.188,-0.196,0
3685,-0.188,-0.196,0
3684,-0.188,-0.196,0
3681,-0.188,-0.196,0
3680,-0.188,-0.196,0
3676,-0.188,-0.196,0
3675,-0.188,-0.196,0
3674,-0.188,-0.196,0
3672,-0.188,-0.196,0
3670,-0.188,-0.196,0
3669,-0.188,-0.196,0
3710,-0.189,-0.196,0
3662,-0.188,-0.196,0
3661,-0.188,-0.196,0
3660,-0.188,-0.196,0
3658,-0.188,-0.196,0
3656,-0.188,-0.196,0
3654,-0.188,-0.196,0
3651,-0.188,-0.196,0
3650,-0.188,-0.196,0
3648,-0.188,-0.196,0
3646,-0.188,-0.196,0
3644,-0.188,-0.196,0
3642,-0.188,-0.196,0
3640,-0.188,-0.196,0
3637,-0.188,-0.196,0
3636,-0.188,-0.196,0
3634,-0.188,-0.196,0
3632,-0.188,-0.196,0
3630,-0.188,-0.196,0
3628,-0.188,-0.196,0
3625,-0.188,-0.196,0
3624,-0.188,-0.196,0
3622,-0.188,-0.196,0
3619,-0.188,-0.196,0
3618,-0.188,-0.196,0
3616,-0.188,-0.196,0
3614,-0.188,-0.196,0
3611,-0.188,-0.196,0
3610,-0.188,-0.196,0
3607,-0.188,-0.196,0
3606,-0.188,-0.196,0
3604,-0.188,-0.196,0
3602,-0.188,-0.196,0
3601,-0.188,-0.196,0
3598,-0.188,-0.196,0
3595,-0.188,-0.196,0
3594,-0.188,-0.196,0
3592,-0.188,-0.196,0
3590,-0.188,-0.196,0
3588,-0.188,-0.196,0
3587,-0.188,-0.196,0
3584,-0.188,-0.196,0
3583,-0.188,-0.196,0
3579,-0.188,-0.196,0
3578,-0.188,-0.196,0
3577,-0.188,-0.196,0
3574,-0.188,-0.196,0
3572,-0.188,-0.196,0
3569,-0.188,-0.196,0
3568,-0.188,-0.196,0
3567,-0.188,-0.196,0
3566,-0.188,-0.196,0
3563,-0.188,-0.196,0
3559,-0.188,-0.196,0
3557,-0.188,-0.196,0
3554,-0.188,-0.196,0
3554,-0.188,-0.196,0
3553,-0.188,-0.196,0
3551,-0.188,-0.196,0
3549,-0.188,-0.196,0
3547,-0.188,-0.196,0
