evt_cmd_vt03_trigger,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd_set,vt03_toe
0,1,0,1,9483,-9660,93400.0,3,2,146547,2930983,0,27960368,27960356,0.0,0
0,1,0,1,9494,-9685,93400.0,3,2,146548,2931003,0,27960368,27960356,0.0,0
0,1,0,1,9506,-9664,93400.0,3,2,146549,2931023,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9660,93400.0,3,2,146550,2931043,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9698,93400.0,3,2,146551,2931063,0,27960368,27960356,0.0,0
0,1,0,1,9448,-9666,93400.0,3,2,146552,2931083,0,27960368,27960356,0.0,0
0,1,0,1,9446,-9689,93400.0,3,2,146553,2931103,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9660,93400.0,3,2,146554,2931123,0,27960368,27960356,0.0,0
0,1,0,1,9504,-9677,93400.0,3,2,146555,2931143,0,27960368,27960356,0.0,0
0,1,0,1,9502,-9681,93400.0,3,2,146556,2931163,0,27960368,27960356,0.0,0
0,1,0,1,9483,-9652,93400.0,3,2,146557,2931183,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9675,93400.0,3,2,146558,2931203,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9643,93400.0,3,2,146559,2931223,0,27960368,27960356,0.0,0
0,1,0,1,9462,-9698,93400.0,3,2,146560,2931243,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9654,93400.0,3,2,146561,2931263,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9687,93400.0,3,2,146562,2931283,0,27960368,27960356,0.0,0
0,1,0,1,9483,-9664,93400.0,3,2,146563,2931303,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9677,93400.0,3,2,146564,2931323,0,27960368,27960356,0.0,0
0,1,0,1,9477,-9687,93400.0,3,2,146565,2931343,0,27960368,27960356,0.0,0
0,1,0,1,9475,-9652,93400.0,3,2,146566,2931363,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9687,93400.0,3,2,146567,2931383,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9666,93400.0,3,2,146568,2931403,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9679,93400.0,3,2,146569,2931423,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9673,93400.0,3,2,146570,2931443,0,27960368,27960356,0.0,0
0,1,0,1,9494,-9652,93400.0,3,2,146571,2931463,0,27960368,27960356,0.0,0
0,1,0,1,9508,-9702,93400.0,3,2,146572,2931483,0,27960368,27960356,0.0,0
0,1,0,1,9494,-9664,93400.0,3,2,146573,2931503,0,27960368,27960356,0.0,0
0,1,0,1,9475,-9696,93400.0,3,2,146574,2931523,0,27960368,27960356,0.0,0
0,1,0,1,9450,-9647,93400.0,3,2,146575,2931543,0,27960368,27960356,0.0,0
0,1,0,1,9443,-9675,93400.0,3,2,146576,2931563,0,27960368,27960356,0.0,0
