event_bits,evt_dial_neg,evt_dial_pos,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,1,1,0,-3,0.0,1,3,2,73291,0,1465863,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73292,0,1465883,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73293,0,1465903,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73294,0,1465923,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73295,0,1465943,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73296,0,1465963,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73297,0,1465983,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73298,0,1466003,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,3,2,73299,0,1466023,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73300,0,1466043,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73301,0,1466063,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73302,0,1466083,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73303,0,1466103,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73304,0,1466123,0,0.0,0
1048832,0,0,1,1,0,-5,0.0,1,3,2,73305,0,1466143,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73306,0,1466163,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73307,0,1466183,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73308,0,1466203,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73309,0,1466223,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73310,0,1466243,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73311,0,1466263,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73312,0,1466283,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73313,0,1466303,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73314,0,1466323,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73315,0,1466343,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73316,0,1466363,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73317,0,1466383,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73318,0,1466403,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73319,0,1466423,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73320,0,1466443,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,3,2,73321,0,1466463,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73322,0,1466483,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73323,0,1466503,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73324,0,1466523,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73325,0,1466543,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73326,0,1466563,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73327,0,1466583,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73328,0,1466603,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73329,0,1466623,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73330,0,1466643,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73331,0,1466663,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73332,0,1466683,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73333,0,1466703,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73334,0,1466723,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73335,0,1466743,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73336,0,1466763,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73337,0,1466783,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73338,0,1466803,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73339,0,1466823,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73340,0,1466843,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73341,0,1466863,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73342,0,1466883,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73343,0,1466903,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73344,0,1466923,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73345,0,1466943,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73346,0,1466963,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73347,0,1466983,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73348,0,1467003,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73349,0,1467023,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73350,0,1467043,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73351,0,1467063,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73352,0,1467083,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73353,0,1467103,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,3,2,73354,0,1467123,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73355,0,1467143,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73356,0,1467163,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73357,0,1467183,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73358,0,1467203,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73359,0,1467223,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73360,0,1467243,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73361,0,1467263,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73362,0,1467283,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73363,0,1467303,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73364,0,1467323,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73365,0,1467343,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73366,0,1467363,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73367,0,1467383,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73368,0,1467403,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,3,2,73369,0,1467423,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73370,0,1467443,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73371,0,1467463,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73372,0,1467483,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73373,0,1467503,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73374,0,1467523,0,0.0,0
