event_bits,evt_dial_neg,evt_dial_pos,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,1,1,0,0,0.0,1,3,2,73279,0,1465623,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73280,0,1465643,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,3,2,73281,0,1465663,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73282,0,1465683,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73283,0,1465703,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73284,0,1465723,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,3,2,73285,0,1465743,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73286,0,1465763,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73287,0,1465783,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73288,0,1465803,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73289,0,1465823,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,3,2,73290,0,1465843,0,0.0,0
