event_bits,evt_cmd_vt03_trigger,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,1,0,1,0,0,0.0,1,3,2,65830,0,1316643,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65831,0,1316663,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65832,0,1316683,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65833,0,1316703,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65834,0,1316723,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65835,0,1316743,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65836,0,1316763,0,0.0,0
1048832,0,1,0,1,0,2,0.0,1,3,2,65837,0,1316783,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65838,0,1316803,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65839,0,1316823,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65840,0,1316843,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65841,0,1316863,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65842,0,1316883,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65843,0,1316903,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65844,0,1316923,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65845,0,1316943,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65846,0,1316963,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65847,0,1316983,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65848,0,1317003,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65849,0,1317023,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65850,0,1317043,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65851,0,1317063,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65852,0,1317083,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65853,0,1317103,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65854,0,1317123,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65855,0,1317143,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65856,0,1317163,0,0.0,0
1048832,0,1,0,1,0,4,0.0,1,3,2,65857,0,1317183,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65858,0,1317203,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65859,0,1317223,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65860,0,1317243,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65861,0,1317263,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65862,0,1317283,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65863,0,1317303,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65864,0,1317323,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65865,0,1317343,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65866,0,1317363,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65867,0,1317383,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65868,0,1317403,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65869,0,1317423,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65870,0,1317443,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65871,0,1317463,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65872,0,1317483,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65873,0,1317503,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65874,0,1317523,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65875,0,1317543,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65876,0,1317563,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65877,0,1317583,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65878,0,1317603,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65879,0,1317623,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65880,0,1317643,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65881,0,1317663,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65882,0,1317683,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65883,0,1317703,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65884,0,1317723,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65885,0,1317743,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65886,0,1317763,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65887,0,1317783,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65888,0,1317803,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65889,0,1317823,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65890,0,1317843,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65891,0,1317863,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65892,0,1317883,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65893,0,1317903,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65894,0,1317923,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65895,0,1317943,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65896,0,1317963,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65897,0,1317983,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65898,0,1318003,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65899,0,1318023,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65900,0,1318043,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65901,0,1318063,0,0.0,0
1048832,0,1,0,1,0,2,0.0,1,3,2,65902,0,1318083,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65903,0,1318103,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65904,0,1318123,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65905,0,1318143,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65906,0,1318163,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65907,0,1318183,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65908,0,1318203,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65909,0,1318223,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65910,0,1318243,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65911,0,1318263,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65912,0,1318283,0,0.0,0
1048832,0,1,0,1,0,-3,0.0,1,3,2,65913,0,1318303,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65914,0,1318323,0,0.0,0
1048832,0,1,0,1,0,0,0.0,1,3,2,65915,0,1318343,0,0.0,0
