event_bits,evt_dial_neg,evt_dial_pos,evt_fn1_cur,evt_fn2_cur,evt_pause_cur,evt_trigger_cur,evt_vt03_online,fric_set,rc_s0,rc_s1,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644663,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644683,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644703,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644723,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644743,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644763,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644783,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644803,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644823,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644843,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644863,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644883,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644903,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644923,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644943,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644963,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644983,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645003,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645023,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645043,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645063,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645083,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645103,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645123,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645143,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645163,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645183,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645203,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645223,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645243,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645263,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645283,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645303,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645323,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645343,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645363,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645383,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645403,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645423,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645443,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645463,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645483,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645503,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645523,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645543,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645563,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645583,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645603,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645623,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645643,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645663,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645683,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645703,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645723,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645743,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645763,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645783,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645803,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645823,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645843,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645863,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645883,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645903,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645923,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645943,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645963,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,645983,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646003,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646023,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646043,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646063,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646083,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646103,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646123,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646143,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646163,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646183,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646203,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646223,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646243,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646263,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646283,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646303,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646323,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646343,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646363,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646383,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646403,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646423,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646443,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646463,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646483,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646503,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646523,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646543,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646563,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646583,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646603,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646623,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646643,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646663,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646683,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646703,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646723,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646743,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646763,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646783,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646803,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646823,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646843,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646863,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646883,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646903,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646923,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646943,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646963,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,646983,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647003,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647023,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647043,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647063,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647083,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647103,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647123,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647143,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647163,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647183,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647203,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647223,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647243,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647263,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647283,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647303,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647323,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647343,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647363,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647383,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647403,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647423,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647443,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647463,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647483,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647503,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647523,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647543,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647563,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647583,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647603,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647623,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647643,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647663,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647683,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647703,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647723,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647743,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,647763,0,0.0,0
