event_bits,evt_dial_neg,evt_dial_pos,evt_fn1_cur,evt_fn2_cur,evt_pause_cur,evt_trigger_cur,evt_vt03_online,fric_set,rc_s0,rc_s1,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,0,0,0,0,1,0.0,3,2,0,638863,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,638883,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,638903,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,638923,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,638943,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,638963,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,638983,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639003,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639023,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639043,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639063,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639083,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639103,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639123,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639143,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639163,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639183,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639203,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639223,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639243,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639263,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639283,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639303,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639323,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639343,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639363,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639383,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639403,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639423,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639443,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639463,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639483,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639503,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639523,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639543,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639563,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639583,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639603,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639623,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639643,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639663,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639683,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639703,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639723,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639743,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639763,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639783,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639803,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639823,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639843,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639863,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639883,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639903,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639923,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639943,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639963,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,639983,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640003,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640023,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640043,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640063,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640083,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640103,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640123,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640143,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640163,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640183,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640203,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640223,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640243,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640263,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640283,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640303,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640323,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640343,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640363,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640383,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640403,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640423,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640443,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,640463,0,0.0,0
