evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1,0,1,9473,-9658,93400.0,3,2,150877,3017583,0,0.0,0
1,0,1,9483,-9660,93400.0,3,2,150878,3017603,0,0.0,0
1,0,1,9487,-9662,93400.0,3,2,150879,3017623,0,0.0,0
1,0,1,9477,-9656,93400.0,3,2,150880,3017643,0,0.0,0
1,0,1,9473,-9641,93400.0,3,2,150881,3017663,0,0.0,0
1,0,1,9454,-9677,93400.0,3,2,150882,3017683,0,0.0,0
1,0,1,9452,-9650,93400.0,3,2,150883,3017703,0,0.0,0
1,0,1,9454,-9673,93400.0,3,2,150884,3017723,0,0.0,0
1,0,1,9454,-9620,93400.0,3,2,150885,3017743,0,0.0,0
1,0,1,9454,-9681,93400.0,3,2,150886,3017763,0,0.0,0
1,0,1,9456,-9643,93400.0,3,2,150887,3017783,0,0.0,0
1,0,1,9471,-9671,93400.0,3,2,150888,3017803,0,0.0,0
1,0,1,9487,-9633,93400.0,3,2,150889,3017823,0,0.0,0
1,0,1,9487,-9662,93400.0,3,2,150890,3017843,0,0.0,0
1,0,1,9481,-9666,93400.0,3,2,150891,3017863,0,0.0,0
1,0,1,9469,-9666,93400.0,3,2,150892,3017883,0,0.0,0
1,0,1,9464,-9658,93400.0,3,2,150893,3017903,0,0.0,0
1,0,1,9452,-9643,93400.0,3,2,150894,3017923,0,0.0,0
1,0,1,9450,-9681,93400.0,3,2,150895,3017943,0,0.0,0
1,0,1,9450,-9652,93400.0,3,2,150896,3017963,0,0.0,0
1,0,1,9456,-9673,93400.0,3,2,150897,3017983,0,0.0,0
1,0,1,9458,-9624,93400.0,3,2,150898,3018003,0,0.0,0
1,0,1,9458,-9673,93400.0,3,2,150899,3018023,0,0.0,0
1,0,1,9469,-9641,93400.0,3,2,150900,3018043,0,0.0,0
1,0,1,9477,-9683,93400.0,3,2,150901,3018063,0,0.0,0
1,0,1,9483,-9635,93400.0,3,2,150902,3018083,0,0.0,0
1,0,1,9469,-9660,93400.0,3,2,150903,3018103,0,0.0,0
1,0,1,9450,-9668,93400.0,3,2,150904,3018123,0,0.0,0
1,0,1,9441,-9660,93400.0,3,2,150905,3018143,0,0.0,0
1,0,1,9448,-9656,93400.0,3,2,150906,3018163,0,0.0,0
1,0,1,9450,-9639,93400.0,3,2,150907,3018183,0,0.0,0
1,0,1,9458,-9683,93400.0,3,2,150908,3018203,0,0.0,0
1,0,1,9464,-9654,93400.0,3,2,150909,3018223,0,0.0,0
1,0,1,9462,-9679,93400.0,3,2,150910,3018243,0,0.0,0
1,0,1,9471,-9624,93400.0,3,2,150911,3018263,0,0.0,0
1,0,1,9473,-9675,93400.0,3,2,150912,3018283,0,0.0,0
1,0,1,9475,-9643,93400.0,3,2,150913,3018303,0,0.0,0
1,0,1,9487,-9683,93400.0,3,2,150914,3018323,0,0.0,0
1,0,1,9471,-9633,93400.0,3,2,150915,3018343,0,0.0,0
1,0,1,9435,-9671,93400.0,3,2,150916,3018363,0,0.0,0
1,0,1,9429,-9641,93400.0,3,2,150917,3018383,0,0.0,0
1,0,1,9448,-9673,93400.0,3,2,150918,3018403,0,0.0,0
1,0,1,9460,-9660,93400.0,3,2,150919,3018423,0,0.0,0
1,0,1,9473,-9639,93400.0,3,2,150920,3018443,0,0.0,0
1,0,1,9485,-9685,93400.0,3,2,150921,3018463,0,0.0,0
1,0,1,9477,-9654,93400.0,3,2,150922,3018483,0,0.0,0
1,0,1,9479,-9681,93400.0,3,2,150923,3018503,0,0.0,0
1,0,1,9464,-9629,93400.0,3,2,150924,3018523,0,0.0,0
1,0,1,9462,-9677,93400.0,3,2,150925,3018543,0,0.0,0
1,0,1,9469,-9647,93400.0,3,2,150926,3018563,0,0.0,0
1,0,1,9462,-9681,93400.0,3,2,150927,3018583,0,0.0,0
1,0,1,9456,-9639,93400.0,3,2,150928,3018603,0,0.0,0
1,0,1,9433,-9666,93400.0,3,2,150929,3018623,0,0.0,0
1,0,1,9435,-9658,93400.0,3,2,150930,3018643,0,0.0,0
1,0,1,9454,-9664,93400.0,3,2,150931,3018663,0,0.0,0
1,0,1,9485,-9654,93400.0,3,2,150932,3018683,0,0.0,0
1,0,1,9490,-9639,93400.0,3,2,150933,3018703,0,0.0,0
1,0,1,9477,-9664,93400.0,3,2,150934,3018723,0,0.0,0
1,0,1,9471,-9654,93400.0,3,2,150935,3018743,0,0.0,0
1,0,1,9456,-9679,93400.0,3,2,150936,3018763,0,0.0,0
1,0,1,9450,-9624,93400.0,3,2,150937,3018783,0,0.0,0
1,0,1,9452,-9675,93400.0,3,2,150938,3018803,0,0.0,0
1,0,1,9456,-9647,93400.0,3,2,150939,3018823,0,0.0,0
1,0,1,9456,-9679,93400.0,3,2,150940,3018843,0,0.0,0
1,0,1,9441,-9641,93400.0,3,2,150941,3018863,0,0.0,0
1,0,1,9450,-9664,93400.0,3,2,150942,3018883,0,0.0,0
1,0,1,9464,-9662,93400.0,3,2,150943,3018903,0,0.0,0
1,0,1,9481,-9662,93400.0,3,2,150944,3018923,0,0.0,0
1,0,1,9485,-9658,93400.0,3,2,150945,3018943,0,0.0,0
1,0,1,9471,-9635,93400.0,3,2,150946,3018963,0,0.0,0
1,0,1,9462,-9666,93400.0,3,2,150947,3018983,0,0.0,0
1,0,1,9454,-9650,93400.0,3,2,150948,3019003,0,0.0,0
1,0,1,9452,-9683,93400.0,3,2,150949,3019023,0,0.0,0
1,0,1,9446,-9631,93400.0,3,2,150950,3019043,0,0.0,0
1,0,1,9450,-9668,93400.0,3,2,150951,3019063,0,0.0,0
1,0,1,9454,-9633,93400.0,3,2,150952,3019083,0,0.0,0
1,0,1,9454,-9673,93400.0,3,2,150953,3019103,0,0.0,0
1,0,1,9460,-9652,93400.0,3,2,150954,3019123,0,0.0,0
1,0,1,9475,-9654,93400.0,3,2,150955,3019143,0,0.0,0
1,0,1,9487,-9677,93400.0,3,2,150956,3019163,0,0.0,0
1,0,1,9487,-9660,93400.0,3,2,150957,3019183,0,0.0,0
1,0,1,9475,-9666,93400.0,3,2,150958,3019203,0,0.0,0
1,0,1,9460,-9627,93400.0,3,2,150959,3019223,0,0.0,0
1,0,1,9454,-9675,93400.0,3,2,150960,3019243,0,0.0,0
1,0,1,9450,-9647,93400.0,3,2,150961,3019263,0,0.0,0
1,0,1,9450,-9687,93400.0,3,2,150962,3019283,0,0.0,0
1,0,1,9454,-9631,93400.0,3,2,150963,3019303,0,0.0,0
1,0,1,9454,-9673,93400.0,3,2,150964,3019323,0,0.0,0
1,0,1,9462,-9637,93400.0,3,2,150965,3019343,0,0.0,0
1,0,1,9471,-9677,93400.0,3,2,150966,3019363,0,0.0,0
1,0,1,9477,-9645,93400.0,3,2,150967,3019383,0,0.0,0
1,0,1,9494,-9666,93400.0,3,2,150968,3019403,0,0.0,0
1,0,1,9483,-9679,93400.0,3,2,150969,3019423,0,0.0,0
1,0,1,9469,-9654,93400.0,3,2,150970,3019443,0,0.0,0
1,0,1,9452,-9675,93400.0,3,2,150971,3019463,0,0.0,0
1,0,1,9441,-9620,93400.0,3,2,150972,3019483,0,0.0,0
1,0,1,9446,-9673,93400.0,3,2,150973,3019503,0,0.0,0
1,0,1,9450,-9641,93400.0,3,2,150974,3019523,0,0.0,0
1,0,1,9467,-9681,93400.0,3,2,150975,3019543,0,0.0,0
1,0,1,9460,-9627,93400.0,3,2,150976,3019563,0,0.0,0
1,0,1,9471,-9671,93400.0,3,2,150977,3019583,0,0.0,0
1,0,1,9471,-9635,93400.0,3,2,150978,3019603,0,0.0,0
1,0,1,9477,-9675,93400.0,3,2,150979,3019623,0,0.0,0
1,0,1,9490,-9641,93400.0,3,2,150980,3019643,0,0.0,0
1,0,1,9473,-9660,93400.0,3,2,150981,3019663,0,0.0,0
1,0,1,9460,-9650,93400.0,3,2,150982,3019683,0,0.0,0
1,0,1,9441,-9666,93400.0,3,2,150983,3019703,0,0.0,0
1,0,1,9433,-9660,93400.0,3,2,150984,3019723,0,0.0,0
1,0,1,9443,-9624,93400.0,3,2,150985,3019743,0,0.0,0
1,0,1,9448,-9673,93400.0,3,2,150986,3019763,0,0.0,0
1,0,1,9456,-9641,93400.0,3,2,150987,3019783,0,0.0,0
1,0,1,9469,-9681,93400.0,3,2,150988,3019803,0,0.0,0
1,0,1,9458,-9629,93400.0,3,2,150989,3019823,0,0.0,0
1,0,1,9467,-9666,93400.0,3,2,150990,3019843,0,0.0,0
1,0,1,9471,-9629,93400.0,3,2,150991,3019863,0,0.0,0
1,0,1,9487,-9677,93400.0,3,2,150992,3019883,0,0.0,0
1,0,1,9469,-9637,93400.0,3,2,150993,3019903,0,0.0,0
1,0,1,9458,-9675,93400.0,3,2,150994,3019923,0,0.0,0
1,0,1,9437,-9643,93400.0,3,2,150995,3019943,0,0.0,0
1,0,1,9431,-9677,93400.0,3,2,150996,3019963,0,0.0,0
1,0,1,9443,-9656,93400.0,3,2,150997,3019983,0,0.0,0
1,0,1,9446,-9654,93400.0,3,2,150998,3020003,0,0.0,0
1,0,1,9456,-9650,93400.0,3,2,150999,3020023,0,0.0,0
1,0,1,9464,-9645,93400.0,3,2,151000,3020043,0,0.0,0
1,0,1,9462,-9685,93400.0,3,2,151001,3020063,0,0.0,0
1,0,1,9469,-9629,93400.0,3,2,151002,3020083,0,0.0,0
1,0,1,9469,-9673,93400.0,3,2,151003,3020103,0,0.0,0
1,0,1,9485,-9631,93400.0,3,2,151004,3020123,0,0.0,0
1,0,1,9469,-9679,93400.0,3,2,151005,3020143,0,0.0,0
1,0,1,9454,-9641,93400.0,3,2,151006,3020163,0,0.0,0
