evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1,0,1,9460,-9629,93400.0,3,2,150779,3015623,0,0.0,0
1,0,1,9458,-9668,93400.0,3,2,150780,3015643,0,0.0,0
1,0,1,9464,-9629,93400.0,3,2,150781,3015663,0,0.0,0
1,0,1,9456,-9679,93400.0,3,2,150782,3015683,0,0.0,0
1,0,1,9456,-9639,93400.0,3,2,150783,3015703,0,0.0,0
1,0,1,9441,-9673,93400.0,3,2,150784,3015723,0,0.0,0
1,0,1,9454,-9643,93400.0,3,2,150785,3015743,0,0.0,0
1,0,1,9473,-9675,93400.0,3,2,150786,3015763,0,0.0,0
1,0,1,9483,-9656,93400.0,3,2,150787,3015783,0,0.0,0
1,0,1,9490,-9627,93400.0,3,2,150788,3015803,0,0.0,0
1,0,1,9477,-9673,93400.0,3,2,150789,3015823,0,0.0,0
1,0,1,9469,-9647,93400.0,3,2,150790,3015843,0,0.0,0
1,0,1,9458,-9689,93400.0,3,2,150791,3015863,0,0.0,0
1,0,1,9454,-9631,93400.0,3,2,150792,3015883,0,0.0,0
1,0,1,9454,-9673,93400.0,3,2,150793,3015903,0,0.0,0
1,0,1,9454,-9635,93400.0,3,2,150794,3015923,0,0.0,0
1,0,1,9454,-9675,93400.0,3,2,150795,3015943,0,0.0,0
1,0,1,9443,-9643,93400.0,3,2,150796,3015963,0,0.0,0
1,0,1,9454,-9666,93400.0,3,2,150797,3015983,0,0.0,0
1,0,1,9483,-9650,93400.0,3,2,150798,3016003,0,0.0,0
1,0,1,9485,-9666,93400.0,3,2,150799,3016023,0,0.0,0
1,0,1,9481,-9658,93400.0,3,2,150800,3016043,0,0.0,0
1,0,1,9469,-9645,93400.0,3,2,150801,3016063,0,0.0,0
1,0,1,9460,-9650,93400.0,3,2,150802,3016083,0,0.0,0
1,0,1,9450,-9639,93400.0,3,2,150803,3016103,0,0.0,0
1,0,1,9448,-9685,93400.0,3,2,150804,3016123,0,0.0,0
1,0,1,9448,-9629,93400.0,3,2,150805,3016143,0,0.0,0
1,0,1,9454,-9668,93400.0,3,2,150806,3016163,0,0.0,0
1,0,1,9454,-9631,93400.0,3,2,150807,3016183,0,0.0,0
1,0,1,9456,-9677,93400.0,3,2,150808,3016203,0,0.0,0
1,0,1,9462,-9637,93400.0,3,2,150809,3016223,0,0.0,0
1,0,1,9473,-9675,93400.0,3,2,150810,3016243,0,0.0,0
1,0,1,9492,-9643,93400.0,3,2,150811,3016263,0,0.0,0
1,0,1,9485,-9671,93400.0,3,2,150812,3016283,0,0.0,0
1,0,1,9454,-9652,93400.0,3,2,150813,3016303,0,0.0,0
1,0,1,9450,-9656,93400.0,3,2,150814,3016323,0,0.0,0
1,0,1,9450,-9643,93400.0,3,2,150815,3016343,0,0.0,0
1,0,1,9448,-9652,93400.0,3,2,150816,3016363,0,0.0,0
1,0,1,9450,-9675,93400.0,3,2,150817,3016383,0,0.0,0
1,0,1,9454,-9656,93400.0,3,2,150818,3016403,0,0.0,0
1,0,1,9454,-9666,93400.0,3,2,150819,3016423,0,0.0,0
1,0,1,9462,-9627,93400.0,3,2,150820,3016443,0,0.0,0
1,0,1,9464,-9679,93400.0,3,2,150821,3016463,0,0.0,0
1,0,1,9475,-9637,93400.0,3,2,150822,3016483,0,0.0,0
1,0,1,9492,-9677,93400.0,3,2,150823,3016503,0,0.0,0
1,0,1,9483,-9641,93400.0,3,2,150824,3016523,0,0.0,0
1,0,1,9469,-9679,93400.0,3,2,150825,3016543,0,0.0,0
1,0,1,9456,-9652,93400.0,3,2,150826,3016563,0,0.0,0
1,0,1,9448,-9660,93400.0,3,2,150827,3016583,0,0.0,0
1,0,1,9446,-9643,93400.0,3,2,150828,3016603,0,0.0,0
1,0,1,9452,-9652,93400.0,3,2,150829,3016623,0,0.0,0
1,0,1,9458,-9677,93400.0,3,2,150830,3016643,0,0.0,0
1,0,1,9458,-9656,93400.0,3,2,150831,3016663,0,0.0,0
1,0,1,9467,-9671,93400.0,3,2,150832,3016683,0,0.0,0
1,0,1,9469,-9633,93400.0,3,2,150833,3016703,0,0.0,0
1,0,1,9477,-9685,93400.0,3,2,150834,3016723,0,0.0,0
1,0,1,9492,-9641,93400.0,3,2,150835,3016743,0,0.0,0
1,0,1,9477,-9675,93400.0,3,2,150836,3016763,0,0.0,0
1,0,1,9462,-9647,93400.0,3,2,150837,3016783,0,0.0,0
1,0,1,9441,-9673,93400.0,3,2,150838,3016803,0,0.0,0
1,0,1,9433,-9658,93400.0,3,2,150839,3016823,0,0.0,0
1,0,1,9446,-9654,93400.0,3,2,150840,3016843,0,0.0,0
1,0,1,9450,-9647,93400.0,3,2,150841,3016863,0,0.0,0
1,0,1,9471,-9647,93400.0,3,2,150842,3016883,0,0.0,0
1,0,1,9462,-9679,93400.0,3,2,150843,3016903,0,0.0,0
1,0,1,9475,-9654,93400.0,3,2,150844,3016923,0,0.0,0
1,0,1,9469,-9671,93400.0,3,2,150845,3016943,0,0.0,0
1,0,1,9473,-9635,93400.0,3,2,150846,3016963,0,0.0,0
1,0,1,9483,-9687,93400.0,3,2,150847,3016983,0,0.0,0
1,0,1,9471,-9645,93400.0,3,2,150848,3017003,0,0.0,0
1,0,1,9458,-9681,93400.0,3,2,150849,3017023,0,0.0,0
1,0,1,9435,-9629,93400.0,3,2,150850,3017043,0,0.0,0
1,0,1,9431,-9668,93400.0,3,2,150851,3017063,0,0.0,0
1,0,1,9446,-9666,93400.0,3,2,150852,3017083,0,0.0,0
1,0,1,9456,-9645,93400.0,3,2,150853,3017103,0,0.0,0
1,0,1,9471,-9656,93400.0,3,2,150854,3017123,0,0.0,0
1,0,1,9479,-9643,93400.0,3,2,150855,3017143,0,0.0,0
1,0,1,9471,-9687,93400.0,3,2,150856,3017163,0,0.0,0
1,0,1,9467,-9652,93400.0,3,2,150857,3017183,0,0.0,0
1,0,1,9467,-9683,93400.0,3,2,150858,3017203,0,0.0,0
1,0,1,9475,-9635,93400.0,3,2,150859,3017223,0,0.0,0
1,0,1,9462,-9687,93400.0,3,2,150860,3017243,0,0.0,0
1,0,1,9458,-9645,93400.0,3,2,150861,3017263,0,0.0,0
1,0,1,9435,-9677,93400.0,3,2,150862,3017283,0,0.0,0
1,0,1,9433,-9633,93400.0,3,2,150863,3017303,0,0.0,0
1,0,1,9450,-9666,93400.0,3,2,150864,3017323,0,0.0,0
1,0,1,9464,-9662,93400.0,3,2,150865,3017343,0,0.0,0
1,0,1,9481,-9664,93400.0,3,2,150866,3017363,0,0.0,0
1,0,1,9494,-9654,93400.0,3,2,150867,3017383,0,0.0,0
1,0,1,9479,-9647,93400.0,3,2,150868,3017403,0,0.0,0
1,0,1,9475,-9681,93400.0,3,2,150869,3017423,0,0.0,0
1,0,1,9460,-9643,93400.0,3,2,150870,3017443,0,0.0,0
1,0,1,9456,-9679,93400.0,3,2,150871,3017463,0,0.0,0
1,0,1,9462,-9633,93400.0,3,2,150872,3017483,0,0.0,0
1,0,1,9454,-9679,93400.0,3,2,150873,3017503,0,0.0,0
1,0,1,9435,-9647,93400.0,3,2,150874,3017523,0,0.0,0
1,0,1,9441,-9668,93400.0,3,2,150875,3017543,0,0.0,0
1,0,1,9456,-9633,93400.0,3,2,150876,3017563,0,0.0,0
