bullet_cnt,fric1_rpm,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd
51,4848,2,0,2671647,2671647,0.004
51,4905,2,0,2671652,2671652,0.005
51,4863,2,0,2671652,2671652,0.0
51,4877,2,0,2671654,2671654,0.0
51,4915,2,0,2671659,2671659,0.001
51,4869,2,0,2671659,2671659,0.0
51,4909,2,0,2671663,2671663,0.001
51,4867,2,0,2671663,2671663,0.0
51,4865,2,0,2671667,2671667,0.003
51,4898,2,0,2671667,2671667,0.0
51,4871,2,0,2671667,2671667,0.0
51,4903,2,0,2671671,2671671,0.001
51,4882,2,0,2671671,2671671,0.0
51,4877,4,10000,2672862,2708535,1.272
51,4896,4,10000,2684031,2708535,12.82
52,4869,6,10000,2704000,2708535,22.341
52,4681,6,-10000,2729127,2708535,27.263
52,4823,6,-10000,2740547,2708535,10.796
52,4865,2,0,2735019,2735019,-6.883
52,4854,2,0,2729272,2729272,-6.109
52,4879,2,0,2725311,2725311,-4.054
52,4909,2,0,2722741,2722741,-2.657
52,4850,2,0,2721118,2721118,-1.679
52,4882,2,0,2720378,2720378,-0.726
52,4882,2,0,2720293,2720293,-0.025
52,4873,2,0,2720293,2720293,0.006
52,4926,2,0,2720294,2720294,0.0
52,4867,2,0,2720295,2720295,0.0
52,4884,2,0,2720301,2720301,0.005
52,4890,2,0,2720302,2720302,0.0
52,4863,2,0,2720305,2720305,0.001
52,4932,2,0,2720306,2720306,0.0
52,4871,2,0,2720306,2720306,0.0
52,4892,2,0,2720310,2720310,0.002
52,4892,2,0,2720310,2720310,0.0
52,4846,2,0,2720310,2720310,0.0
52,4909,2,0,2720313,2720313,0.0
52,4928,2,0,2720314,2720314,0.0
52,4884,2,0,2720314,2720314,0.0
52,4886,4,10000,2724216,2757178,4.809
52,4888,4,10000,2738861,2757178,16.258
53,4639,6,-10000,2761236,2757178,24.197
53,4810,6,-10000,2775144,2757178,23.062
53,4714,6,-10000,2781319,2757178,5.433
53,4827,2,0,2777128,2777128,-5.246
53,4898,2,0,2772700,2772700,-4.725
53,4846,2,0,2768951,2768951,-3.719
53,4882,2,0,2766261,2766261,-2.777
53,4879,2,0,2764492,2764492,-1.829
53,4873,2,0,2763529,2763529,-0.966
53,4928,2,0,2763371,2763371,-0.116
53,4867,2,0,2763392,2763392,0.024
53,4884,2,0,2763398,2763398,0.003
53,4890,2,0,2763406,2763406,0.007
53,4861,2,0,2763412,2763412,0.004
53,4932,2,0,2763425,2763425,0.009
53,4869,2,0,2763465,2763465,0.039
53,4850,2,0,2763494,2763494,0.018
53,4882,2,0,2763493,2763493,-0.002
53,4879,2,0,2763493,2763493,0.0
53,4875,2,0,2763493,2763493,0.0
53,4928,2,0,2763493,2763493,0.0
53,4865,2,0,2763493,2763493,0.0
53,4886,2,0,2763493,2763493,0.0
53,4888,2,0,2763493,2763493,0.0
53,4859,2,0,2763493,2763493,0.0
53,4930,2,0,2763493,2763493,0.0
53,4871,2,0,2763493,2763493,0.0
53,4892,2,0,2763493,2763493,0.0
53,4892,2,0,2763493,2763493,0.0
53,4846,2,0,2763493,2763493,0.0
53,4909,2,0,2763493,2763493,0.0
53,4859,2,0,2763493,2763493,0.0
53,4888,2,0,2763493,2763493,0.0
53,4896,4,10000,2765008,2800357,1.527
53,4863,4,10000,2776757,2800357,13.168
54,4859,6,10000,2798550,2800357,23.612
54,4704,6,-10000,2822015,2800357,24.9
54,4846,6,-10000,2831900,2800357,9.637
54,4859,2,0,2828546,2828546,-4.629
54,4877,2,0,2823683,2823683,-5.247
54,4907,2,0,2819597,2819597,-4.116
54,4886,2,0,2817603,2817603,-2.014
54,4898,2,0,2818040,2818040,0.571
54,4873,2,0,2818161,2818161,0.073
54,4875,2,0,2818160,2818160,-0.009
54,4900,2,0,2818160,2818160,0.0
54,4869,2,0,2818165,2818165,0.004
54,4915,2,0,2818176,2818176,0.008
54,4879,2,0,2818181,2818181,0.002
54,4877,2,0,2818185,2818185,0.001
54,4909,2,0,2818191,2818191,0.003
54,4846,2,0,2818194,2818194,0.001
54,4909,2,0,2818195,2818195,0.0
54,4869,2,0,2818199,2818199,0.001
54,4884,2,0,2818199,2818199,0.0
54,4875,2,0,2818201,2818201,0.0
