bullet_cnt,fric1_rpm,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd
47,4907,2,0,2468704,2468704,0.0
47,4873,2,0,2468704,2468704,0.0
47,4909,2,0,2468704,2468704,0.0
47,4871,2,0,2468704,2468704,0.0
47,4894,2,0,2468704,2468704,0.0
47,4900,2,0,2468704,2468704,0.0
47,4882,2,0,2468704,2468704,0.0
47,4911,2,0,2468704,2468704,0.0
47,4850,2,0,2468704,2468704,0.0
47,4879,2,0,2468704,2468704,0.0
47,4884,2,0,2468704,2468704,0.0
47,4875,2,0,2468704,2468704,0.0
47,4926,2,0,2468704,2468704,0.0
47,4869,2,0,2468704,2468704,0.0
47,4882,2,0,2468704,2468704,0.0
47,4894,2,0,2468704,2468704,0.0
47,4900,2,0,2468704,2468704,0.0
47,4882,2,0,2468704,2468704,0.0
47,4913,2,0,2468704,2468704,0.0
47,4848,2,0,2468704,2468704,0.0
47,4877,2,0,2468704,2468704,0.0
47,4882,2,0,2468704,2468704,0.0
47,4873,2,0,2468704,2468704,0.0
47,4926,2,0,2468704,2468704,0.0
47,4869,2,0,2468704,2468704,0.0
47,4884,2,0,2468704,2468704,0.0
47,4894,2,0,2468704,2468704,0.0
47,4859,2,0,2468704,2468704,0.0
47,4932,2,0,2468704,2468704,0.0
47,4871,2,0,2468704,2468704,0.0
47,4892,2,0,2468704,2468704,0.0
47,4894,4,10000,2470347,2505568,1.78
47,4844,4,10000,2482153,2505568,13.401
48,4905,6,10000,2503618,2505568,23.575
48,4662,6,-10000,2528179,2505568,25.867
48,4829,6,-10000,2539229,2505568,10.032
48,4877,2,0,2536054,2536054,-4.534
48,4861,2,0,2531892,2531892,-4.459
48,4915,2,0,2528891,2528891,-3.17
48,4869,2,0,2526699,2526699,-2.273
48,4884,2,0,2525375,2525375,-1.365
48,4888,2,0,2524951,2524951,-0.423
48,4882,2,0,2525001,2525001,0.062
48,4907,2,0,2525001,2525001,-0.003
48,4882,2,0,2525007,2525007,0.003
48,4892,2,0,2525011,2525011,0.003
48,4882,2,0,2525014,2525014,0.001
48,4875,2,0,2525025,2525025,0.008
48,4905,2,0,2525030,2525030,0.003
48,4869,2,0,2525050,2525050,0.018
48,4913,2,0,2525061,2525061,0.009
48,4882,2,0,2525062,2525062,-0.001
48,4877,2,0,2525062,2525062,0.0
48,4909,2,0,2525062,2525062,0.0
48,4846,2,0,2525066,2525066,0.001
48,4884,2,0,2525066,2525066,0.0
48,4896,2,0,2525066,2525066,0.0
48,4873,2,0,2525069,2525069,0.003
48,4871,2,0,2525069,2525069,0.0
48,4905,2,0,2525069,2525069,0.0
48,4867,2,0,2525069,2525069,0.0
48,4913,2,0,2525069,2525069,0.0
48,4882,2,0,2525069,2525069,0.0
48,4877,4,10000,2526587,2561933,1.764
48,4907,4,10000,2547391,2561933,13.664
49,4748,6,-10000,2568849,2561933,23.001
49,4775,6,-10000,2587974,2561933,19.41
49,4827,2,0,2589972,2589972,0.602
49,4894,2,0,2583614,2583614,-7.06
49,4856,2,0,2578237,2578237,-5.624
49,4892,2,0,2573900,2573900,-4.28
49,4886,2,0,2570769,2570769,-3.242
49,4865,2,0,2569321,2569321,-1.356
49,4915,2,0,2569578,2569578,0.314
49,4932,2,0,2569666,2569666,0.075
49,4869,2,0,2569751,2569751,0.096
49,4900,2,0,2569754,2569754,-0.004
49,4877,2,0,2569754,2569754,0.0
49,4848,2,0,2569764,2569764,0.008
49,4909,2,0,2569823,2569823,0.059
49,4859,2,0,2569862,2569862,0.025
49,4892,2,0,2569862,2569862,-0.002
49,4890,2,0,2569871,2569871,0.007
49,4865,2,0,2569907,2569907,0.032
49,4913,2,0,2569918,2569918,0.002
49,4873,2,0,2569917,2569917,-0.001
49,4900,2,0,2569917,2569917,0.0
49,4877,2,0,2569917,2569917,0.0
49,4888,2,0,2569917,2569917,0.0
49,4905,2,0,2569917,2569917,0.0
49,4882,2,0,2569917,2569917,0.0
49,4905,2,0,2569917,2569917,0.0
49,4861,2,0,2569917,2569917,0.0
49,4873,2,0,2569917,2569917,0.0
49,4867,2,0,2569917,2569917,0.0
49,4913,2,0,2569917,2569917,0.0
49,4871,2,0,2569917,2569917,0.0
49,4900,2,0,2569917,2569917,0.0
49,4879,2,0,2569917,2569917,0.0
49,4890,2,0,2569917,2569917,0.0
49,4905,2,0,2569918,2569918,0.0
49,4884,2,0,2569921,2569921,0.001
49,4905,4,10000,2573614,2606785,4.44
49,4861,4,10000,2588134,2606785,16.058
50,4641,6,-10000,2610523,2606785,24.072
50,4781,6,-10000,2633492,2606785,24.157
50,4687,6,-10000,2639182,2606785,4.52
50,4821,2,0,2635085,2635085,-4.831
50,4892,2,0,2631596,2631596,-3.685
50,4867,2,0,2628776,2628776,-2.957
50,4898,2,0,2626815,2626815,-2.085
50,4879,2,0,2625542,2625542,-1.306
50,4879,2,0,2624974,2624974,-0.545
50,4848,2,0,2624945,2624945,-0.005
50,4905,2,0,2624952,2624952,0.006
50,4854,2,0,2624963,2624963,0.008
50,4888,2,0,2624980,2624980,0.016
50,4888,2,0,2625007,2625007,0.021
50,4865,2,0,2625007,2625007,-0.002
50,4913,2,0,2625011,2625011,0.003
50,4873,2,0,2625013,2625013,0.0
50,4898,2,0,2625013,2625013,0.0
50,4879,2,0,2625013,2625013,0.0
50,4886,2,0,2625016,2625016,0.001
50,4907,2,0,2625016,2625016,0.0
50,4884,2,0,2625016,2625016,0.0
50,4905,2,0,2625016,2625016,0.0
50,4865,2,0,2625016,2625016,0.0
50,4875,2,0,2625016,2625016,0.0
50,4896,2,0,2625016,2625016,0.0
50,4867,2,0,2625016,2625016,0.0
50,4871,2,0,2625016,2625016,0.0
50,4875,2,0,2625016,2625016,0.0
50,4877,2,0,2625016,2625016,0.0
50,4890,2,0,2625016,2625016,0.0
50,4907,4,10000,2626189,2661880,1.031
50,4882,4,10000,2637453,2661880,12.627
51,4905,6,10000,2658080,2661880,22.841
51,4679,6,-10000,2682612,2661880,26.698
51,4808,6,-10000,2694135,2661880,11.544
51,4823,2,0,2690440,2690440,-5.039
51,4898,2,0,2683981,2683981,-6.632
51,4859,2,0,2679397,2679397,-4.715
51,4877,2,0,2676075,2676075,-3.42
51,4919,2,0,2673768,2673768,-2.416
51,4867,2,0,2672310,2672310,-1.479
51,4909,2,0,2671652,2671652,-0.628
51,4869,2,0,2671630,2671630,0.012
51,4863,2,0,2671635,2671635,0.003
51,4898,2,0,2671642,2671642,0.006
51,4911,2,0,2671642,2671642,0.0
