evt_fn1_cur,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,vt03_toe
0,1,1,1219,-1231,159900.0,3,2,140070,2801443,0,0
0,1,1,2073,-2007,159900.0,3,2,140071,2801463,0,0
0,1,1,3005,-2878,159900.0,3,2,140072,2801483,0,0
0,1,1,3862,-3656,159900.0,3,2,140073,2801503,0,0
0,1,1,4683,-4508,159900.0,3,2,140074,2801523,0,0
0,1,1,5516,-5393,159900.0,3,2,140075,2801543,0,0
0,1,1,6397,-6182,159900.0,3,2,140076,2801563,0,0
0,1,1,7248,-7034,159900.0,3,2,140077,2801583,0,0
0,1,1,7937,-7772,159900.0,3,2,140078,2801603,0,0
0,1,1,8441,-8363,159900.0,3,2,140079,2801623,0,0
0,1,1,8755,-8790,159900.0,3,2,140080,2801643,0,0
0,1,1,8981,-9074,159900.0,3,2,140081,2801663,0,0
0,1,1,9132,-9262,159900.0,3,2,140082,2801683,0,0
0,1,1,9226,-9403,159900.0,3,2,140083,2801703,0,0
0,1,1,9326,-9486,159900.0,3,2,140084,2801723,0,0
0,1,1,9379,-9530,159900.0,3,2,140085,2801743,0,0
0,1,1,9412,-9543,159900.0,3,2,140086,2801763,0,0
0,1,1,9437,-9624,159900.0,3,2,140087,2801783,0,0
0,1,1,9454,-9631,159900.0,3,2,140088,2801803,0,0
0,1,1,9475,-9641,159900.0,3,2,140089,2801823,0,0
0,1,1,9500,-9652,159900.0,3,2,140090,2801843,0,0
0,1,1,9490,-9683,159900.0,3,2,140091,2801863,0,0
0,1,1,9479,-9671,159900.0,3,2,140092,2801883,0,0
0,1,1,9462,-9702,159900.0,3,2,140093,2801903,0,0
0,1,1,9469,-9650,159900.0,3,2,140094,2801923,0,0
0,1,1,9498,-9700,159900.0,3,2,140095,2801943,0,0
0,1,1,9527,-9696,159900.0,3,2,140096,2801963,0,0
0,1,1,9517,-9691,159900.0,3,2,140097,2801983,0,0
0,1,1,9494,-9714,159900.0,3,2,140098,2802003,0,0
0,1,1,9473,-9696,159900.0,3,2,140099,2802023,0,0
0,1,1,9502,-9696,159900.0,3,2,140100,2802043,0,0
0,1,1,9533,-9719,159900.0,3,2,140101,2802063,0,0
0,1,1,9521,-9666,159900.0,3,2,140102,2802083,0,0
0,1,1,9498,-9702,159900.0,3,2,140103,2802103,0,0
0,1,1,9473,-9719,159900.0,3,2,140104,2802123,0,0
0,1,1,9487,-9689,159900.0,3,2,140105,2802143,0,0
0,1,1,9517,-9721,159900.0,3,2,140106,2802163,0,0
0,1,1,9536,-9691,159900.0,3,2,140107,2802183,0,0
0,1,1,9515,-9696,159900.0,3,2,140108,2802203,0,0
0,1,1,9496,-9731,159900.0,3,2,140109,2802223,0,0
0,1,1,9479,-9673,159900.0,3,2,140110,2802243,0,0
0,1,1,9498,-9702,159900.0,3,2,140111,2802263,0,0
0,1,1,9519,-9717,159900.0,3,2,140112,2802283,0,0
0,1,1,9515,-9691,159900.0,3,2,140113,2802303,0,0
0,1,1,9498,-9700,159900.0,3,2,140114,2802323,0,0
0,1,1,9481,-9706,159900.0,3,2,140115,2802343,0,0
0,1,1,9500,-9687,159900.0,3,2,140116,2802363,0,0
0,1,1,9519,-9719,159900.0,3,2,140117,2802383,0,0
0,1,1,9531,-9685,159900.0,3,2,140118,2802403,0,0
0,1,1,9506,-9681,159900.0,3,2,140119,2802423,0,0
0,1,1,9496,-9727,159900.0,3,2,140120,2802443,0,0
0,1,1,9485,-9685,159900.0,3,2,140121,2802463,0,0
0,1,1,9510,-9704,159900.0,3,2,140122,2802483,0,0
0,1,1,9521,-9700,159900.0,3,2,140123,2802503,0,0
0,1,1,9525,-9671,159900.0,3,2,140124,2802523,0,0
0,1,1,9498,-9719,159900.0,3,2,140125,2802543,0,0
0,1,1,9494,-9691,159900.0,3,2,140126,2802563,0,0
0,1,1,9510,-9671,159900.0,3,2,140127,2802583,0,0
0,1,1,9521,-9717,159900.0,3,2,140128,2802603,0,0
0,1,1,9521,-9700,159900.0,3,2,140129,2802623,0,0
0,1,1,9498,-9679,159900.0,3,2,140130,2802643,0,0
0,1,1,9494,-9712,159900.0,3,2,140131,2802663,0,0
0,1,1,9498,-9679,159900.0,3,2,140132,2802683,0,0
0,1,1,9510,-9708,159900.0,3,2,140133,2802703,0,0
0,1,1,9515,-9708,159900.0,3,2,140134,2802723,0,0
0,1,1,9515,-9662,159900.0,3,2,140135,2802743,0,0
0,1,1,9496,-9708,159900.0,3,2,140136,2802763,0,0
0,1,1,9496,-9704,159900.0,3,2,140137,2802783,0,0
0,1,1,9513,-9696,159900.0,3,2,140138,2802803,0,0
0,1,1,9515,-9723,159900.0,3,2,140139,2802823,0,0
0,1,1,9506,-9679,159900.0,3,2,140140,2802843,0,0
0,1,1,9494,-9708,159900.0,3,2,140141,2802863,0,0
0,1,1,9498,-9717,159900.0,3,2,140142,2802883,0,0
0,1,1,9513,-9671,159900.0,3,2,140143,2802903,0,0
0,1,1,9508,-9694,159900.0,3,2,140144,2802923,0,0
0,1,1,9498,-9725,159900.0,3,2,140145,2802943,0,0
0,1,1,9496,-9687,159900.0,3,2,140146,2802963,0,0
0,1,1,9498,-9721,159900.0,3,2,140147,2802983,0,0
0,1,1,9500,-9698,159900.0,3,2,140148,2803003,0,0
0,1,1,9517,-9689,159900.0,3,2,140149,2803023,0,0
0,1,1,9504,-9729,159900.0,3,2,140150,2803043,0,0
0,1,1,9496,-9673,159900.0,3,2,140151,2803063,0,0
0,1,1,9490,-9691,159900.0,3,2,140152,2803083,0,0
0,1,1,9504,-9723,159900.0,3,2,140153,2803103,0,0
0,1,1,9510,-9687,159900.0,3,2,140154,2803123,0,0
0,1,1,9517,-9714,159900.0,3,2,140155,2803143,0,0
0,1,1,9496,-9685,159900.0,3,2,140156,2803163,0,0
0,1,1,9490,-9679,159900.0,3,2,140157,2803183,0,0
0,1,1,9508,-9727,159900.0,3,2,140158,2803203,0,0
0,1,1,9515,-9685,159900.0,3,2,140159,2803223,0,0
0,1,1,9519,-9679,159900.0,3,2,140160,2803243,0,0
0,1,1,9498,-9725,159900.0,3,2,140161,2803263,0,0
0,1,1,9492,-9689,159900.0,3,2,140162,2803283,0,0
0,1,1,9494,-9694,159900.0,3,2,140163,2803303,0,0
0,1,1,9519,-9708,159900.0,3,2,140164,2803323,0,0
0,1,1,9523,-9673,159900.0,3,2,140165,2803343,0,0
0,1,1,9517,-9712,159900.0,3,2,140166,2803363,0,0
0,1,1,9494,-9698,159900.0,3,2,140167,2803383,0,0
0,1,1,9490,-9668,159900.0,3,2,140168,2803403,0,0
0,1,1,9523,-9717,159900.0,3,2,140169,2803423,0,0
0,1,1,9521,-9698,159900.0,3,2,140170,2803443,0,0
0,1,1,9510,-9700,159900.0,3,2,140171,2803463,0,0
0,1,1,9494,-9712,159900.0,3,2,140172,2803483,0,0
0,1,1,9490,-9673,159900.0,3,2,140173,2803503,0,0
0,1,1,9510,-9714,159900.0,3,2,140174,2803523,0,0
0,1,1,9529,-9719,159900.0,3,2,140175,2803543,0,0
0,1,1,9521,-9662,159900.0,3,2,140176,2803563,0,0
0,1,1,9498,-9704,159900.0,3,2,140177,2803583,0,0
0,1,1,9490,-9714,159900.0,3,2,140178,2803603,0,0
0,1,1,9494,-9689,159900.0,3,2,140179,2803623,0,0
0,1,1,9523,-9719,159900.0,3,2,140180,2803643,0,0
0,1,1,9533,-9687,159900.0,3,2,140181,2803663,0,0
0,1,1,9510,-9700,159900.0,3,2,140182,2803683,0,0
