evt_fn1_cur,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,vt03_toe
0,1,1,9483,-9725,159900.0,3,2,140183,2803703,0,0
0,1,1,9502,-9673,159900.0,3,2,140184,2803723,0,0
0,1,1,9529,-9706,159900.0,3,2,140185,2803743,0,0
0,1,1,9531,-9717,159900.0,3,2,140186,2803763,0,0
0,1,1,9504,-9694,159900.0,3,2,140187,2803783,0,0
0,1,1,9477,-9719,159900.0,3,2,140188,2803803,0,0
0,1,1,9487,-9712,159900.0,3,2,140189,2803823,0,0
0,1,1,9510,-9687,159900.0,3,2,140190,2803843,0,0
0,1,1,9529,-9719,159900.0,3,2,140191,2803863,0,0
0,1,1,9519,-9683,159900.0,3,2,140192,2803883,0,0
0,1,1,9487,-9681,159900.0,3,2,140193,2803903,0,0
0,1,1,9471,-9729,159900.0,3,2,140194,2803923,0,0
0,1,1,9494,-9685,159900.0,3,2,140195,2803943,0,0
0,1,1,9525,-9704,159900.0,3,2,140196,2803963,0,0
0,1,1,9529,-9700,159900.0,3,2,140197,2803983,0,0
0,1,1,9485,-9671,159900.0,3,2,140198,2804003,0,0
0,1,1,9473,-9719,159900.0,3,2,140199,2804023,0,0
0,1,1,9494,-9689,159900.0,3,2,140200,2804043,0,0
0,1,1,9521,-9675,159900.0,3,2,140201,2804063,0,0
0,1,1,9527,-9721,159900.0,3,2,140202,2804083,0,0
0,1,1,9504,-9691,159900.0,3,2,140203,2804103,0,0
0,1,1,9477,-9710,159900.0,3,2,140204,2804123,0,0
0,1,1,9479,-9712,159900.0,3,2,140205,2804143,0,0
0,1,1,9510,-9679,159900.0,3,2,140206,2804163,0,0
0,1,1,9538,-9704,159900.0,3,2,140207,2804183,0,0
0,1,1,9521,-9710,159900.0,3,2,140208,2804203,0,0
0,1,1,9496,-9662,159900.0,3,2,140209,2804223,0,0
0,1,1,9477,-9706,159900.0,3,2,140210,2804243,0,0
0,1,1,9494,-9702,159900.0,3,2,140211,2804263,0,0
0,1,1,9519,-9694,159900.0,3,2,140212,2804283,0,0
0,1,1,9536,-9721,159900.0,3,2,140213,2804303,0,0
0,1,1,9496,-9679,159900.0,3,2,140214,2804323,0,0
0,1,1,9475,-9706,159900.0,3,2,140215,2804343,0,0
0,1,1,9498,-9714,159900.0,3,2,140216,2804363,0,0
0,1,1,9519,-9671,159900.0,3,2,140217,2804383,0,0
0,1,1,9533,-9714,159900.0,3,2,140218,2804403,0,0
0,1,1,9510,-9700,159900.0,3,2,140219,2804423,0,0
0,1,1,9498,-9696,159900.0,3,2,140220,2804443,0,0
0,1,1,9485,-9719,159900.0,3,2,140221,2804463,0,0
0,1,1,9506,-9700,159900.0,3,2,140222,2804483,0,0
0,1,1,9521,-9691,159900.0,3,2,140223,2804503,0,0
0,1,1,9527,-9725,159900.0,3,2,140224,2804523,0,0
0,1,1,9500,-9675,159900.0,3,2,140225,2804543,0,0
0,1,1,9496,-9698,159900.0,3,2,140226,2804563,0,0
0,1,1,9492,-9723,159900.0,3,2,140227,2804583,0,0
0,1,1,9521,-9691,159900.0,3,2,140228,2804603,0,0
0,1,1,9525,-9714,159900.0,3,2,140229,2804623,0,0
0,1,1,9502,-9683,159900.0,3,2,140230,2804643,0,0
0,1,1,9496,-9677,159900.0,3,2,140231,2804663,0,0
