pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
8374,-0.229,-0.196,0
8378,-0.229,-0.196,0
8379,-0.229,-0.196,0
8379,-0.229,-0.196,0
8382,-0.229,-0.196,0
8383,-0.229,-0.196,0
8385,-0.229,-0.196,0
8390,-0.229,-0.196,0
8391,-0.229,-0.196,0
8394,-0.229,-0.196,0
8394,-0.229,-0.196,0
8394,-0.229,-0.196,0
8397,-0.229,-0.196,0
8399,-0.229,-0.196,0
8402,-0.229,-0.196,0
8405,-0.229,-0.196,0
8408,-0.229,-0.196,0
8408,-0.229,-0.196,0
8410,-0.229,-0.196,0
8411,-0.229,-0.196,0
8414,-0.229,-0.196,0
8370,-0.228,-0.196,0
8418,-0.229,-0.196,0
8421,-0.229,-0.196,0
8421,-0.229,-0.196,0
8425,-0.229,-0.196,0
8428,-0.229,-0.196,0
8430,-0.229,-0.196,0
8430,-0.229,-0.196,0
8432,-0.229,-0.196,0
8434,-0.229,-0.196,0
8436,-0.229,-0.196,0
8439,-0.229,-0.196,0
8439,-0.229,-0.196,0
8441,-0.229,-0.196,0
8398,-0.228,-0.196,0
8446,-0.229,-0.196,0
8450,-0.229,-0.196,0
8450,-0.229,-0.196,0
8451,-0.229,-0.196,0
8454,-0.229,-0.196,0
8455,-0.229,-0.196,0
8457,-0.229,-0.196,0
8458,-0.229,-0.196,0
8462,-0.229,-0.196,0
8420,-0.228,-0.196,0
8465,-0.229,-0.196,0
8424,-0.228,-0.196,0
8471,-0.229,-0.196,0
8471,-0.229,-0.196,0
8474,-0.229,-0.196,0
8474,-0.229,-0.196,0
8476,-0.229,-0.196,0
8436,-0.228,-0.196,0
8437,-0.228,-0.196,0
8440,-0.228,-0.196,0
8488,-0.229,-0.196,0
8489,-0.229,-0.196,0
8491,-0.229,-0.196,0
8446,-0.228,-0.196,0
8493,-0.229,-0.196,0
8498,-0.229,-0.196,0
8498,-0.229,-0.196,0
8503,-0.229,-0.196,0
8504,-0.229,-0.196,0
8507,-0.229,-0.196,0
8509,-0.229,-0.196,0
8511,-0.229,-0.196,0
8511,-0.229,-0.196,0
8512,-0.229,-0.196,0
8515,-0.229,-0.196,0
8517,-0.229,-0.196,0
8475,-0.228,-0.196,0
8520,-0.229,-0.196,0
8523,-0.229,-0.196,0
8479,-0.228,-0.196,0
8526,-0.229,-0.196,0
8528,-0.229,-0.196,0
8529,-0.229,-0.196,0
8534,-0.229,-0.196,0
8537,-0.229,-0.196,0
8537,-0.229,-0.196,0
8540,-0.229,-0.196,0
8541,-0.229,-0.196,0
8544,-0.229,-0.196,0
8547,-0.229,-0.196,0
8549,-0.229,-0.196,0
8502,-0.228,-0.196,0
8504,-0.228,-0.196,0
8553,-0.229,-0.196,0
8510,-0.228,-0.196,0
8557,-0.229,-0.196,0
8555,-0.229,-0.196,0
8514,-0.228,-0.196,0
8560,-0.229,-0.196,0
8561,-0.229,-0.196,0
8522,-0.228,-0.196,0
8569,-0.229,-0.196,0
8569,-0.229,-0.196,0
8571,-0.229,-0.196,0
8578,-0.229,-0.196,0
