bullet_cnt,local_heat,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,2,0,-3835,-3835,0.0
0,0.0,6,4868,-3222,-3222,0.63
0,0.0,2,0,-311,-311,3.213
0,0.0,2,0,1394,1394,1.741
0,0.0,2,0,1867,1867,0.367
0,0.0,2,0,1854,1854,-0.038
0,0.0,2,0,1843,1843,-0.011
0,0.0,2,0,1841,1841,-0.002
0,0.0,2,0,1837,1837,-0.003
0,0.0,2,0,1831,1831,-0.01
0,0.0,2,0,1827,1827,-0.008
0,0.0,2,0,1823,1823,-0.003
0,0.0,2,0,1812,1812,-0.011
0,0.0,2,0,1801,1801,-0.013
0,0.0,2,0,1756,1756,-0.057
0,0.0,2,0,1738,1738,-0.015
0,0.0,2,0,1738,1738,0.001
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1738,1738,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
0,0.0,2,0,1737,1737,0.0
