ff_b_hat,pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
-246,-212,0.001,0.001,0
-240,-158,0.0,0.001,0
-234,-150,0.0,0.001,0
-229,-189,0.001,0.001,0
-223,-182,0.001,0.001,0
-218,-173,0.001,0.001,0
-213,-168,0.001,0.001,0
-208,-161,0.001,0.001,0
-202,-155,0.001,0.001,0
-197,-149,0.001,0.001,0
-191,-144,0.001,0.001,0
-186,-138,0.001,0.001,0
-181,-131,0.001,0.001,0
-176,-125,0.001,0.001,0
-170,-120,0.001,0.001,0
-165,-116,0.001,0.001,0
-160,-110,0.001,0.001,0
-154,-104,0.001,0.001,0
-149,-99,0.001,0.001,0
-144,-94,0.001,0.001,0
-138,-89,0.001,0.001,0
-133,-37,0.0,0.001,0
-128,-78,0.001,0.001,0
-123,-73,0.001,0.001,0
-118,-67,0.001,0.001,0
-113,-62,0.001,0.001,0
-108,-57,0.001,0.001,0
-102,-52,0.001,0.001,0
-97,-47,0.001,0.001,0
-92,-42,0.001,0.001,0
-87,-38,0.001,0.001,0
-82,-33,0.001,0.001,0
-77,-28,0.001,0.001,0
-72,-23,0.001,0.001,0
-67,-18,0.001,0.001,0
-62,-13,0.001,0.001,0
-57,-9,0.001,0.001,0
-52,-4,0.001,0.001,0
-48,0,0.001,0.001,0
-43,5,0.001,0.001,0
-38,9,0.001,0.001,0
-33,14,0.001,0.001,0
-28,19,0.001,0.001,0
-23,23,0.001,0.001,0
-19,28,0.001,0.001,0
-14,32,0.001,0.001,0
-9,37,0.001,0.001,0
-4,41,0.001,0.001,0
0,46,0.001,0.001,0
4,50,0.001,0.001,0
9,55,0.001,0.001,0
13,59,0.001,0.001,0
18,64,0.001,0.001,0
23,68,0.001,0.001,0
27,73,0.001,0.001,0
32,77,0.001,0.001,0
36,82,0.001,0.001,0
41,86,0.001,0.001,0
45,90,0.001,0.001,0
50,95,0.001,0.001,0
54,99,0.001,0.001,0
59,103,0.001,0.001,0
63,107,0.001,0.001,0
68,112,0.001,0.001,0
72,116,0.001,0.001,0
76,120,0.001,0.001,0
81,124,0.001,0.001,0
85,128,0.001,0.001,0
89,132,0.001,0.001,0
93,137,0.001,0.001,0
98,140,0.001,0.001,0
102,98,0.002,0.001,0
106,148,0.001,0.001,0
109,153,0.001,0.001,0
113,155,0.001,0.001,0
117,112,0.002,0.001,0
118,165,0.001,0.001,0
122,164,0.001,0.001,0
125,165,0.001,0.001,0
127,168,0.001,0.001,0
129,171,0.001,0.001,0
131,170,0.001,0.001,0
133,172,0.001,0.001,0
133,127,0.002,0.001,0
135,123,0.002,0.001,0
136,121,0.002,0.001,0
136,121,0.002,0.001,0
137,164,0.001,0.001,0
137,163,0.001,0.001,0
137,161,0.001,0.001,0
136,114,0.002,0.001,0
136,157,0.001,0.001,0
134,108,0.002,0.001,0
133,104,0.002,0.001,0
132,145,0.001,0.001,0
131,141,0.001,0.001,0
128,93,0.002,0.001,0
126,87,0.002,0.001,0
125,127,0.001,0.001,0
123,122,0.001,0.001,0
121,118,0.001,0.001,0
118,114,0.001,0.001,0
116,108,0.001,0.001,0
113,103,0.001,0.001,0
110,53,0.002,0.001,0
107,96,0.001,0.001,0
104,44,0.002,0.001,0
100,86,0.001,0.001,0
97,33,0.002,0.001,0
94,74,0.001,0.001,0
90,70,0.001,0.001,0
87,19,0.002,0.001,0
83,61,0.001,0.001,0
78,9,0.002,0.001,0
74,50,0.001,0.001,0
70,-2,0.002,0.001,0
66,37,0.001,0.001,0
61,-14,0.002,0.001,0
56,26,0.001,0.001,0
52,19,0.001,0.001,0
48,11,0.001,0.001,0
43,6,0.001,0.001,0
38,-44,0.002,0.001,0
34,-4,0.001,0.001,0
29,-56,0.002,0.001,0
25,-15,0.001,0.001,0
19,-19,0.001,0.001,0
14,-26,0.001,0.001,0
10,-33,0.001,0.001,0
5,-39,0.001,0.001,0
0,-43,0.001,0.001,0
-4,-49,0.001,0.001,0
-9,-101,0.002,0.001,0
-14,-61,0.001,0.001,0
-19,-67,0.001,0.001,0
-24,-72,0.001,0.001,0
-29,-77,0.001,0.001,0
-34,-128,0.002,0.001,0
-39,-88,0.001,0.001,0
-44,-93,0.001,0.001,0
-49,-98,0.001,0.001,0
-54,-104,0.001,0.001,0
-59,-109,0.001,0.001,0
-64,-114,0.001,0.001,0
-69,-119,0.001,0.001,0
-74,-125,0.001,0.001,0
-79,-130,0.001,0.001,0
-84,-135,0.001,0.001,0
-90,-140,0.001,0.001,0
-95,-146,0.001,0.001,0
-100,-152,0.001,0.001,0
-105,-157,0.001,0.001,0
-110,-162,0.001,0.001,0
-116,-168,0.001,0.001,0
-121,-173,0.001,0.001,0
-126,-179,0.001,0.001,0
-132,-184,0.001,0.001,0
-137,-190,0.001,0.001,0
-142,-195,0.001,0.001,0
-148,-201,0.001,0.001,0
-153,-207,0.001,0.001,0
-158,-212,0.001,0.001,0
-164,-218,0.001,0.001,0
-169,-223,0.001,0.001,0
-175,-229,0.001,0.001,0
-180,-235,0.001,0.001,0
-186,-240,0.001,0.001,0
-191,-246,0.001,0.001,0
-197,-252,0.001,0.001,0
-202,-258,0.001,0.001,0
-208,-263,0.001,0.001,0
-214,-269,0.001,0.001,0
-219,-275,0.001,0.001,0
-225,-281,0.001,0.001,0
-230,-287,0.001,0.001,0
-236,-292,0.001,0.001,0
-242,-298,0.001,0.001,0
-247,-304,0.001,0.001,0
-253,-310,0.001,0.001,0
-259,-316,0.001,0.001,0
-265,-322,0.001,0.001,0
-270,-328,0.001,0.001,0
-276,-333,0.001,0.001,0
-282,-340,0.001,0.001,0
-287,-346,0.001,0.001,0
-292,-353,0.001,0.001,0
-297,-357,0.001,0.001,0
-302,-317,0.0,0.001,0
-306,-368,0.001,0.001,0
-310,-328,0.0,0.001,0
-314,-378,0.001,0.001,0
-317,-333,0.0,0.001,0
-322,-379,0.001,0.001,0
-325,-336,0.0,0.001,0
-327,-340,0.0,0.001,0
-330,-386,0.001,0.001,0
-333,-386,0.001,0.001,0
-335,-341,0.0,0.001,0
-337,-386,0.001,0.001,0
-338,-339,0.0,0.001,0
-339,-385,0.001,0.001,0
-340,-338,0.0,0.001,0
-340,-336,0.0,0.001,0
-341,-332,0.0,0.001,0
-342,-375,0.001,0.001,0
-341,-328,0.0,0.001,0
-341,-324,0.0,0.001,0
-340,-321,0.0,0.001,0
-340,-364,0.001,0.001,0
-339,-315,0.0,0.001,0
-339,-308,0.0,0.001,0
-337,-354,0.001,0.001,0
-335,-305,0.0,0.001,0
-333,-300,0.0,0.001,0
-330,-296,0.0,0.001,0
-328,-335,0.001,0.001,0
-325,-285,0.0,0.001,0
-322,-325,0.001,0.001,0
-319,-273,0.0,0.001,0
-316,-315,0.001,0.001,0
-313,-261,0.0,0.001,0
-309,-256,0.0,0.001,0
-305,-249,0.0,0.001,0
-301,-243,0.0,0.001,0
-297,-236,0.0,0.001,0
-293,-230,0.0,0.001,0
-288,-270,0.001,0.001,0
-283,-217,0.0,0.001,0
-279,-209,0.0,0.001,0
-274,-204,0.0,0.001,0
-270,-242,0.001,0.001,0
-265,-237,0.001,0.001,0
-259,-183,0.0,0.001,0
-254,-176,0.0,0.001,0
-249,-171,0.0,0.001,0
-244,-208,0.001,0.001,0
-239,-201,0.001,0.001,0
-235,-194,0.001,0.001,0
-229,-190,0.001,0.001,0
-224,-184,0.001,0.001,0
-218,-180,0.001,0.001,0
-214,-171,0.001,0.001,0
-208,-165,0.001,0.001,0
-203,-160,0.001,0.001,0
-198,-154,0.001,0.001,0
-192,-149,0.001,0.001,0
-187,-141,0.001,0.001,0
-182,-136,0.001,0.001,0
-177,-130,0.001,0.001,0
-172,-124,0.001,0.001,0
-167,-118,0.001,0.001,0
-162,-114,0.001,0.001,0
-156,-109,0.001,0.001,0
-151,-103,0.001,0.001,0
-147,-98,0.001,0.001,0
-142,-93,0.001,0.001,0
-137,-88,0.001,0.001,0
-132,-83,0.001,0.001,0
-126,-79,0.001,0.001,0
-122,-74,0.001,0.001,0
-117,-69,0.001,0.001,0
-112,-64,0.001,0.001,0
-107,-59,0.001,0.001,0
-102,-55,0.001,0.001,0
-97,-50,0.001,0.001,0
-93,-45,0.001,0.001,0
-88,-41,0.001,0.001,0
-83,-36,0.001,0.001,0
-78,-32,0.001,0.001,0
-74,-27,0.001,0.001,0
-69,-23,0.001,0.001,0
-64,-18,0.001,0.001,0
-60,-14,0.001,0.001,0
-55,-9,0.001,0.001,0
-50,-5,0.001,0.001,0
-46,0,0.001,0.001,0
-41,3,0.001,0.001,0
-37,8,0.001,0.001,0
-32,12,0.001,0.001,0
-28,16,0.001,0.001,0
-23,21,0.001,0.001,0
-19,25,0.001,0.001,0
-14,29,0.001,0.001,0
-10,34,0.001,0.001,0
-5,38,0.001,0.001,0
-1,42,0.001,0.001,0
3,46,0.001,0.001,0
7,51,0.001,0.001,0
11,55,0.001,0.001,0
16,59,0.001,0.001,0
20,63,0.001,0.001,0
24,67,0.001,0.001,0
29,71,0.001,0.001,0
33,75,0.001,0.001,0
37,79,0.001,0.001,0
42,84,0.001,0.001,0
46,88,0.001,0.001,0
50,92,0.001,0.001,0
54,96,0.001,0.001,0
58,100,0.001,0.001,0
63,104,0.001,0.001,0
67,108,0.001,0.001,0
71,111,0.001,0.001,0
75,115,0.001,0.001,0
79,119,0.001,0.001,0
83,123,0.001,0.001,0
87,127,0.001,0.001,0
91,131,0.001,0.001,0
95,134,0.001,0.001,0
99,138,0.001,0.001,0
102,142,0.001,0.001,0
106,146,0.001,0.001,0
109,103,0.002,0.001,0
113,152,0.001,0.001,0
116,154,0.001,0.001,0
119,158,0.001,0.001,0
121,161,0.001,0.001,0
124,116,0.002,0.001,0
127,165,0.001,0.001,0
129,167,0.001,0.001,0
131,167,0.001,0.001,0
133,169,0.001,0.001,0
134,124,0.002,0.001,0
136,168,0.001,0.001,0
137,124,0.002,0.001,0
138,170,0.001,0.001,0
139,168,0.001,0.001,0
139,120,0.002,0.001,0
139,119,0.002,0.001,0
139,164,0.001,0.001,0
139,161,0.001,0.001,0
139,158,0.001,0.001,0
139,155,0.001,0.001,0
138,154,0.001,0.001,0
137,151,0.001,0.001,0
136,148,0.001,0.001,0
134,99,0.002,0.001,0
133,141,0.001,0.001,0
133,134,0.001,0.001,0
131,132,0.001,0.001,0
129,131,0.001,0.001,0
126,128,0.001,0.001,0
125,75,0.002,0.001,0
122,119,0.001,0.001,0
120,114,0.001,0.001,0
116,110,0.001,0.001,0
114,104,0.001,0.001,0
111,99,0.001,0.001,0
107,96,0.001,0.001,0
104,43,0.002,0.001,0
100,37,0.002,0.001,0
97,79,0.001,0.001,0
93,26,0.002,0.001,0
89,69,0.001,0.001,0
85,63,0.001,0.001,0
82,55,0.001,0.001,0
77,5,0.002,0.001,0
73,45,0.001,0.001,0
68,-4,0.002,0.001,0
64,34,0.001,0.001,0
60,27,0.001,0.001,0
56,21,0.001,0.001,0
52,16,0.001,0.001,0
47,12,0.001,0.001,0
43,-39,0.002,0.001,0
39,0,0.001,0.001,0
33,-49,0.002,0.001,0
30,-10,0.001,0.001,0
25,-15,0.001,0.001,0
20,-20,0.001,0.001,0
16,-26,0.001,0.001,0
11,-31,0.001,0.001,0
6,-36,0.001,0.001,0
1,-42,0.001,0.001,0
-2,-48,0.001,0.001,0
-7,-52,0.001,0.001,0
-12,-58,0.001,0.001,0
-17,-63,0.001,0.001,0
-22,-68,0.001,0.001,0
-26,-74,0.001,0.001,0
-31,-79,0.001,0.001,0
-36,-84,0.001,0.001,0
-41,-89,0.001,0.001,0
-46,-95,0.001,0.001,0
-51,-100,0.001,0.001,0
-57,-105,0.001,0.001,0
-62,-111,0.001,0.001,0
-66,-116,0.001,0.001,0
-72,-121,0.001,0.001,0
-77,-127,0.001,0.001,0
-82,-132,0.001,0.001,0
-87,-137,0.001,0.001,0
-92,-142,0.001,0.001,0
-97,-148,0.001,0.001,0
-102,-153,0.001,0.001,0
-107,-158,0.001,0.001,0
-112,-164,0.001,0.001,0
-118,-169,0.001,0.001,0
-123,-175,0.001,0.001,0
-128,-180,0.001,0.001,0
-133,-185,0.001,0.001,0
-139,-191,0.001,0.001,0
-144,-196,0.001,0.001,0
-149,-202,0.001,0.001,0
-154,-207,0.001,0.001,0
-160,-213,0.001,0.001,0
-165,-218,0.001,0.001,0
-171,-224,0.001,0.001,0
-176,-230,0.001,0.001,0
-181,-235,0.001,0.001,0
-187,-241,0.001,0.001,0
-192,-246,0.001,0.001,0
-198,-252,0.001,0.001,0
-203,-258,0.001,0.001,0
-209,-263,0.001,0.001,0
-214,-269,0.001,0.001,0
-220,-275,0.001,0.001,0
-225,-281,0.001,0.001,0
-231,-286,0.001,0.001,0
-237,-292,0.001,0.001,0
-242,-298,0.001,0.001,0
-248,-304,0.001,0.001,0
-253,-310,0.001,0.001,0
-259,-316,0.001,0.001,0
