bullet_cnt,fric1_rpm,fric2_rpm,local_heat,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd,trigger_spd_set
43,4850,-4851,0.0,5,1090,13396046,13372675,0.0,15.0
43,4909,-4878,0.0,5,1090,13396046,13372675,0.0,15.0
43,4928,-4891,0.0,5,1090,13396046,13372675,0.0,15.0
43,4911,-4878,0.0,5,1090,13396046,13372675,0.0,15.0
43,4903,-4908,0.0,5,1090,13396046,13372675,0.0,15.0
43,4913,-4916,0.0,5,1090,13396046,13372675,0.0,15.0
43,4888,-4891,0.0,5,1090,13396046,13372675,0.0,15.0
43,4865,-4906,0.0,5,1090,13396046,13372675,0.0,15.0
43,4911,-4870,0.0,5,1090,13396046,13372675,0.0,15.0
43,4865,-4895,0.0,5,1090,13396046,13372675,0.0,15.0
43,4898,-4880,0.0,5,1090,13396046,13372675,0.0,15.0
43,4867,-4912,0.0,5,1090,13396046,13372675,0.0,15.0
43,4865,-4901,0.0,5,460,13396046,13372675,0.0,-15.0
43,4869,-4899,0.0,5,-797,13395988,13372675,-0.073,-15.0
43,4911,-4912,0.0,5,-1088,13395813,13372675,-0.175,-15.0
43,4888,-4916,0.0,5,-1083,13394696,13372675,-1.054,-15.0
43,4867,-4849,0.0,5,-1076,13391818,13372675,-2.322,-15.0
43,4863,-4910,0.0,5,-1077,13389034,13372675,-2.076,-15.0
43,4888,-4864,0.0,5,-1085,13387550,13372675,-0.745,-15.0
43,4869,-4887,0.0,5,-1089,13387382,13372675,-0.008,-15.0
43,4865,-4908,0.0,5,-1090,13387384,13372675,0.0,-15.0
43,4886,-4914,0.0,5,-1090,13387385,13372675,0.001,-15.0
43,4888,-4885,0.0,5,-1089,13387385,13372675,0.0,-15.0
43,4879,-4883,0.0,5,-1090,13387385,13372675,0.0,-15.0
43,4913,-4895,0.0,5,-1090,13387385,13372675,0.0,-15.0
43,4877,-4899,0.0,5,-1090,13387385,13372675,0.0,-15.0
43,4844,-4878,0.0,5,-1090,13387385,13372675,0.0,-15.0
43,4911,-4914,0.0,5,-1090,13387385,13372675,0.0,-15.0
43,4877,-4899,0.0,5,-1090,13387385,13372675,0.0,-15.0
43,4884,-4883,0.0,5,-1090,13387385,13372675,0.0,-15.0
43,4871,-4889,0.0,5,-10,13387422,13372675,0.039,15.0
43,4894,-4885,0.0,5,1088,13387665,13372675,0.225,15.0
43,4867,-4876,0.0,5,1085,13388555,13372675,0.69,15.0
