bullet_cnt,fric1_rpm,fric2_rpm,local_heat,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd,trigger_spd_set
43,4890,-4895,0.0,2,-1030,13386895,13386895,0.0,-5.0
43,4863,-4885,0.0,2,-1030,13386895,13386895,0.0,-5.0
43,4871,-4876,0.0,2,-790,13386896,13386896,0.0,5.0
43,4867,-4857,0.0,2,-371,13386922,13386922,0.02,5.0
43,4854,-4870,0.0,2,46,13387005,13387005,0.071,5.0
43,4884,-4887,0.0,2,433,13387342,13387342,0.279,5.0
43,4879,-4883,0.0,2,843,13387429,13387429,0.028,5.0
43,4882,-4904,0.0,2,1028,13387746,13387746,0.317,5.0
43,4846,-4897,0.0,2,1018,13389833,13389833,1.834,5.0
43,4892,-4887,0.0,2,1019,13392451,13392451,1.753,5.0
43,4861,-4899,0.0,2,1022,13394288,13394288,1.261,5.0
43,4877,-4887,0.0,2,1025,13395469,13395469,0.746,5.0
43,4879,-4868,0.0,2,1030,13395662,13395662,-0.006,5.0
43,4884,-4908,0.0,2,1029,13395661,13395661,0.0,5.0
43,4877,-4883,0.0,2,1030,13395661,13395661,0.0,5.0
43,4896,-4899,0.0,2,1030,13395661,13395661,0.0,5.0
43,4898,-4916,0.0,2,1030,13395661,13395661,0.0,5.0
43,4844,-4855,0.0,2,1030,13395661,13395661,0.0,5.0
43,4894,-4904,0.0,2,1030,13395661,13395661,0.0,5.0
43,4869,-4864,0.0,2,1030,13395661,13395661,0.0,5.0
43,4869,-4876,0.0,2,1030,13395661,13395661,0.0,5.0
43,4894,-4866,0.0,2,1030,13395661,13395661,0.0,5.0
43,4892,-4906,0.0,2,1030,13395661,13395661,0.0,5.0
43,4915,-4897,0.0,2,1030,13395661,13395661,0.0,5.0
43,4903,-4910,0.0,2,1030,13395661,13395661,0.0,5.0
43,4896,-4920,0.0,2,1030,13395661,13395661,0.0,5.0
43,4903,-4889,0.0,2,1030,13395661,13395661,0.0,5.0
43,4877,-4853,0.0,2,1030,13395661,13395661,0.0,5.0
43,4896,-4916,0.0,2,1030,13395661,13395661,0.0,5.0
43,4907,-4887,0.0,2,1030,13395661,13395661,0.0,5.0
43,4879,-4855,0.0,2,1030,13395661,13395661,0.0,5.0
43,4844,-4916,0.0,2,1030,13395661,13395661,0.0,5.0
43,4865,-4851,0.0,2,1030,13395661,13395661,0.0,5.0
43,4877,-4862,0.0,5,1090,13395661,13395661,0.0,15.0
43,4838,-4876,0.0,5,1090,13395661,13395661,0.0,15.0
43,4861,-4853,0.0,5,1090,13395661,13395661,0.0,15.0
43,4886,-4880,0.0,5,415,13395660,13395661,-0.001,-15.0
43,4875,-4872,0.0,5,-839,13395551,13395661,-0.112,-15.0
43,4861,-4862,0.0,5,-1088,13395322,13395661,-0.209,-15.0
43,4863,-4853,0.0,5,-1083,13394257,13395661,-1.036,-15.0
43,4869,-4839,0.0,5,-1075,13391451,13395661,-2.34,-15.0
43,4863,-4855,0.0,5,-1075,13388334,13395661,-2.378,-15.0
43,4859,-4855,0.0,5,-1085,13386738,13395661,-0.727,-15.0
43,4856,-4878,0.0,5,-1090,13386753,13395661,0.019,-15.0
43,4894,-4899,0.0,5,-1090,13386760,13395661,0.0,-15.0
43,4879,-4897,0.0,5,-1090,13386765,13395661,0.002,-15.0
43,4875,-4885,0.0,5,-1089,13386765,13395661,0.0,-15.0
43,4882,-4897,0.0,5,-1090,13386765,13395661,0.0,-15.0
43,4882,-4891,0.0,5,-1090,13386769,13395661,0.002,-15.0
43,4859,-4870,0.0,5,-1089,13386768,13395661,0.0,-15.0
43,4892,-4893,0.0,5,-1090,13386768,13395661,0.0,-15.0
43,4879,-4889,0.0,5,-1090,13386768,13395661,0.0,-15.0
43,4875,-4876,0.0,5,-1090,13386768,13395661,0.0,-15.0
43,4882,-4891,0.0,5,-1090,13386768,13395661,0.0,-15.0
43,4875,-4887,0.0,5,-57,13386853,13395661,0.099,15.0
43,4842,-4910,0.0,5,1087,13387237,13395661,0.337,15.0
43,4869,-4847,0.0,5,1085,13388050,13395661,0.707,15.0
43,4882,-4860,0.0,5,1081,13389720,13395661,1.48,15.0
43,4903,-4916,0.0,5,1079,13392356,13395661,1.756,15.0
43,4865,-4853,0.0,5,1081,13394162,13395661,1.383,15.0
43,4863,-4891,0.0,5,1084,13395518,13395661,0.901,15.0
43,4867,-4908,0.0,5,1089,13395846,13395661,0.143,15.0
43,4873,-4864,0.0,5,1090,13395844,13395661,-0.005,15.0
43,4865,-4901,0.0,5,1090,13395843,13395661,0.0,15.0
43,4871,-4889,0.0,5,1090,13395843,13395661,0.0,15.0
43,4871,-4920,0.0,5,1090,13395843,13395661,0.0,15.0
43,4846,-4906,0.0,5,1090,13395843,13395661,0.0,15.0
43,4856,-4876,0.0,5,1090,13395843,13395661,0.0,15.0
43,4873,-4860,0.0,5,1090,13395843,13395661,0.0,15.0
43,4892,-4906,0.0,5,1090,13395843,13395661,0.0,15.0
43,4919,-4876,0.0,5,1090,13395843,13395661,0.0,15.0
43,4905,-4893,0.0,5,1090,13395843,13395661,0.0,15.0
43,4896,-4862,0.0,5,1090,13395843,13395661,0.0,15.0
43,4903,-4870,0.0,5,1090,13395843,13395661,0.0,15.0
43,4879,-4891,0.0,5,1090,13395843,13395661,0.0,15.0
43,4844,-4889,0.0,5,1090,13395843,13395661,0.0,15.0
43,4863,-4885,0.0,5,1090,13395843,13395661,0.0,15.0
43,4871,-4870,0.0,5,1090,13395843,13395661,0.0,15.0
43,4882,-4853,0.0,5,1090,13395843,13395661,0.0,15.0
43,4859,-4864,0.0,5,1090,13395843,13395661,0.0,15.0
43,4884,-4849,0.0,5,1090,13395843,13395661,0.0,15.0
43,4873,-4857,0.0,5,1090,13395843,13395661,0.0,15.0
43,4861,-4916,0.0,5,1090,13395843,13395661,0.0,15.0
43,4863,-4880,0.0,5,1090,13395843,13395661,0.0,15.0
43,4869,-4880,0.0,5,1090,13395843,13395661,0.0,15.0
43,4863,-4893,0.0,5,685,13395843,13395661,0.0,-15.0
43,4859,-4899,0.0,5,-572,13395768,13395661,-0.102,-15.0
43,4919,-4899,0.0,5,-1088,13395547,13395661,-0.232,-15.0
43,4865,-4889,0.0,5,-1084,13394499,13395661,-0.96,-15.0
43,4905,-4868,0.0,5,-1076,13391717,13395661,-2.219,-15.0
43,4871,-4885,0.0,5,-1075,13388421,13395661,-2.455,-15.0
43,4854,-4891,0.0,5,-1082,13386146,13395661,-1.222,-15.0
43,4900,-4853,0.0,5,-1090,13386215,13395661,0.054,-15.0
43,4926,-4880,0.0,5,-1090,13386223,13395661,0.0,-15.0
43,4909,-4893,0.0,5,-1090,13386228,13395661,0.0,-15.0
43,4903,-4887,0.0,5,-1090,13386228,13395661,0.0,-15.0
43,4915,-4906,0.0,5,-1090,13386228,13395661,0.0,-15.0
43,4894,-4918,0.0,5,-1090,13386228,13395661,0.0,-15.0
43,4879,-4916,0.0,5,-1090,13386228,13395661,0.0,-15.0
43,4873,-4893,0.0,5,-1090,13386228,13395661,0.0,-15.0
43,4871,-4883,0.0,5,-1090,13386228,13395661,0.0,-15.0
43,4900,-4880,0.0,5,-1090,13386228,13395661,0.0,-15.0
43,4842,-4872,0.0,5,-1090,13386228,13395661,0.0,-15.0
43,4909,-4880,0.0,5,-370,13386248,13395661,0.018,15.0
43,4919,-4908,0.0,5,876,13386571,13395661,0.318,15.0
43,4905,-4927,0.0,5,1086,13387280,13395661,0.558,15.0
43,4909,-4893,0.0,5,1081,13388934,13395661,1.402,15.0
43,4900,-4891,0.0,5,1079,13391606,13395661,1.807,15.0
43,4846,-4899,0.0,5,1081,13393766,13395661,1.473,15.0
43,4905,-4874,0.0,5,1082,13395509,13395661,1.169,15.0
43,4879,-4868,0.0,5,1087,13396270,13395661,0.375,15.0
43,4861,-4851,0.0,5,1090,13396267,13395661,-0.009,15.0
43,4888,-4910,0.0,5,1089,13396267,13395661,0.0,15.0
43,4882,-4862,0.0,5,1090,13396267,13395661,0.0,15.0
43,4861,-4847,0.0,5,1090,13396267,13395661,0.0,15.0
43,4886,-4904,0.0,5,1090,13396267,13395661,-0.001,15.0
43,4867,-4851,0.0,5,1090,13396266,13395661,0.0,15.0
43,4863,-4847,0.0,5,1090,13396266,13395661,0.0,15.0
43,4886,-4870,0.0,5,1090,13396266,13395661,0.0,15.0
43,4886,-4885,0.0,5,1090,13396266,13395661,0.0,15.0
43,4877,-4868,0.0,5,1089,13396266,13395661,0.0,15.0
43,4911,-4901,0.0,5,1090,13396266,13395661,0.0,15.0
43,4903,-4918,0.0,5,1090,13396266,13395661,0.0,15.0
43,4900,-4918,0.0,5,1090,13396266,13395661,0.0,15.0
43,4867,-4874,0.0,5,1090,13396266,13395661,0.0,15.0
43,4903,-4920,0.0,5,1090,13396266,13395661,0.0,15.0
43,4842,-4893,0.0,5,1090,13396266,13395661,0.0,15.0
43,4911,-4906,0.0,5,1090,13396266,13395661,0.0,15.0
43,4877,-4876,0.0,5,1090,13396266,13395661,0.0,15.0
43,4882,-4891,0.0,5,1090,13396266,13395661,0.0,15.0
43,4909,-4906,0.0,5,1090,13396266,13395661,0.0,15.0
43,4877,-4870,0.0,5,1090,13396266,13395661,0.0,15.0
43,4846,-4883,0.0,5,1090,13396266,13395661,0.0,15.0
43,4865,-4904,0.0,5,1090,13396266,13395661,0.0,15.0
43,4879,-4914,0.0,5,640,13396266,13395661,0.0,-15.0
43,4840,-4916,0.0,5,-616,13396167,13395661,-0.117,-15.0
43,4865,-4849,0.0,5,-1089,13396031,13395661,-0.115,-15.0
43,4905,-4908,0.0,5,-1085,13395319,13395661,-0.726,-15.0
43,4844,-4866,0.0,5,-1075,13392468,13395661,-2.335,-15.0
43,4913,-4887,0.0,5,-1074,13389053,13395661,-2.572,-15.0
43,4879,-4849,0.0,5,-1081,13386596,13395661,-1.375,-15.0
43,4844,-4857,0.0,5,-1090,13386642,13395661,0.043,-15.0
43,4865,-4849,0.0,5,-1090,13386673,13395661,0.01,-15.0
43,4900,-4910,0.0,5,-1090,13386711,13395661,0.003,-15.0
43,4894,-4857,0.0,5,-1090,13386711,13395661,0.0,-15.0
43,4861,-4880,0.0,5,-1090,13386711,13395661,0.0,-15.0
43,4873,-4841,0.0,5,-1090,13386711,13395661,0.0,-15.0
43,4844,-4906,0.0,5,-1090,13386711,13395661,0.0,-15.0
