bullet_cnt,fric1_rpm,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd
2,4886,2,10000,129265,142450,0.0
2,4873,2,10000,129265,142450,0.0
2,4871,2,10000,129265,142450,0.0
2,4932,2,10000,129265,142450,0.0
2,4867,2,10000,129265,142450,0.0
2,4903,2,10000,129265,142450,0.0
2,4875,2,10000,129265,142450,0.0
2,4850,2,10000,129265,142450,0.0
2,4905,2,10000,129265,142450,0.0
2,4863,2,10000,129265,142450,0.0
2,4892,2,10000,129265,142450,0.0
2,4884,2,10000,129265,142450,0.0
2,4869,2,10000,129265,142450,0.0
2,4909,2,10000,129265,142450,0.0
2,4873,2,10000,129265,142450,0.0
2,4903,2,10000,129265,142450,0.0
2,4877,2,10000,129265,142450,0.0
2,4890,2,10000,129265,142450,0.0
2,4900,2,10000,129265,142450,0.0
2,4905,2,10000,129265,142450,0.0
2,4861,2,10000,129265,142450,0.0
2,4892,2,10000,129265,142450,0.0
2,4884,2,10000,129265,142450,0.0
2,4867,2,10000,129265,142450,0.0
2,4898,2,10000,129265,142450,0.0
2,4840,2,10000,129265,142450,0.0
2,4821,2,10000,129265,142450,0.0
2,4867,2,10000,129265,142450,0.0
2,4846,2,10000,129265,142450,0.0
2,4879,2,10000,129265,142450,0.0
2,4905,2,10000,129265,142450,0.0
2,4865,2,10000,129265,142450,0.0
2,4896,2,10000,129265,142450,0.0
2,4842,2,10000,129265,142450,0.0
2,4808,2,10000,129265,142450,0.0
2,4848,2,10000,129265,142450,0.0
2,4854,2,10000,129265,142450,0.0
2,4890,2,10000,129265,142450,0.0
2,4879,2,10000,129265,142450,0.0
2,4911,2,10000,129265,142450,0.0
2,4850,2,10000,129265,142450,0.0
2,4882,2,10000,129265,142450,0.0
2,4879,2,10000,129265,142450,0.0
2,4875,2,10000,129265,142450,0.0
2,4928,2,10000,129265,142450,0.0
2,4865,2,10000,129265,142450,0.0
2,4886,2,10000,129265,142450,0.0
2,4888,2,10000,129265,142450,0.0
2,4861,2,10000,129265,142450,0.0
2,4928,2,10000,129265,142450,0.0
2,4871,2,10000,129265,142450,0.0
2,4892,2,10000,129265,142450,0.0
2,4890,2,10000,129265,142450,0.0
2,4882,2,10000,129265,142450,0.0
2,4875,2,10000,129265,142450,0.0
2,4928,2,10000,129265,142450,0.0
2,4869,2,10000,129265,142450,0.0
2,4888,2,10000,129265,142450,0.0
2,4886,2,10000,129265,142450,0.0
2,4863,2,10000,129265,142450,0.0
2,4932,2,10000,129265,142450,0.0
2,4869,2,10000,129265,142450,0.0
2,4896,2,10000,129265,142450,0.0
2,4886,2,10000,129265,142450,0.0
2,4846,2,10000,129265,142450,0.0
2,4909,2,10000,129265,142450,0.0
2,4854,2,10000,129265,142450,0.0
2,4888,2,10000,129265,142450,0.0
