pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
9758,0.188,0.189,-660
9715,0.189,0.189,-660
9720,0.189,0.189,-660
9725,0.189,0.189,-660
9777,0.188,0.189,-660
9734,0.189,0.189,-660
9741,0.189,0.189,-660
9745,0.189,0.189,-660
9751,0.189,0.189,-660
9755,0.189,0.189,-660
9758,0.189,0.189,-660
9764,0.189,0.189,-660
9768,0.189,0.189,-660
9773,0.189,0.189,-660
9777,0.189,0.189,-660
9781,0.189,0.189,-660
9786,0.189,0.189,-660
9790,0.189,0.189,-660
9794,0.189,0.189,-660
9799,0.189,0.189,-660
9803,0.189,0.189,-660
9807,0.189,0.189,-660
9811,0.189,0.189,-660
9816,0.189,0.189,-660
9820,0.189,0.189,-660
9824,0.189,0.189,-660
9828,0.189,0.189,-660
9833,0.189,0.189,-660
9837,0.189,0.189,-660
9841,0.189,0.189,-660
9846,0.189,0.189,-660
9850,0.189,0.189,-660
9854,0.189,0.189,-660
9859,0.189,0.189,-660
9862,0.189,0.189,-660
9867,0.189,0.189,-660
9871,0.189,0.189,-660
9875,0.189,0.189,-660
9832,0.19,0.189,-660
9884,0.189,0.189,-660
9841,0.19,0.189,-660
9894,0.189,0.189,-660
9897,0.189,0.189,-660
9901,0.189,0.189,-660
9905,0.189,0.189,-660
9908,0.189,0.189,-660
9865,0.19,0.189,-660
9915,0.189,0.189,-660
9875,0.19,0.189,-660
9924,0.189,0.189,-660
9884,0.19,0.189,-660
9886,0.19,0.189,-660
9887,0.19,0.189,-660
9940,0.189,0.189,-660
9895,0.19,0.189,-660
9946,0.189,0.189,-660
9903,0.19,0.189,-660
9905,0.19,0.189,-660
9952,0.189,0.189,-660
9910,0.19,0.189,-660
9913,0.19,0.189,-660
9917,0.19,0.189,-660
9919,0.19,0.189,-660
9923,0.19,0.189,-660
9969,0.189,0.189,-660
9923,0.19,0.189,-660
9924,0.19,0.189,-660
9928,0.19,0.189,-660
9931,0.19,0.189,-660
9933,0.19,0.189,-660
9936,0.19,0.189,-660
9984,0.189,0.189,-660
9985,0.189,0.189,-660
9985,0.189,0.189,-660
9987,0.189,0.189,-660
9945,0.19,0.189,-660
9944,0.19,0.189,-660
9947,0.19,0.189,-660
9948,0.19,0.189,-660
9949,0.19,0.189,-660
9949,0.19,0.189,-660
9952,0.19,0.189,-660
9952,0.19,0.189,-660
9955,0.19,0.189,-660
9999,0.189,0.189,-660
9955,0.19,0.189,-660
9957,0.19,0.189,-660
10003,0.189,0.189,-660
9959,0.19,0.189,-660
10008,0.189,0.189,-660
9961,0.19,0.189,-660
9963,0.19,0.189,-660
9964,0.19,0.189,-660
9965,0.19,0.189,-660
9964,0.19,0.189,-660
10012,0.189,0.189,-660
9966,0.19,0.189,-660
9968,0.19,0.189,-660
9969,0.19,0.189,-660
9969,0.19,0.189,-660
9970,0.19,0.189,-660
9971,0.19,0.189,-660
9972,0.19,0.189,-660
9971,0.19,0.189,-660
9973,0.19,0.189,-660
9972,0.19,0.189,-660
9974,0.19,0.189,-660
9975,0.19,0.189,-660
9975,0.19,0.189,-660
9976,0.19,0.189,-660
9977,0.19,0.189,-660
9978,0.19,0.189,-660
9978,0.19,0.189,-660
9978,0.19,0.189,-660
9979,0.19,0.189,-660
9980,0.19,0.189,-660
9981,0.19,0.189,-660
9980,0.19,0.189,-660
9981,0.19,0.189,-660
9983,0.19,0.189,-660
9983,0.19,0.189,-660
9984,0.19,0.189,-660
9983,0.19,0.189,-660
9984,0.19,0.189,-660
9986,0.19,0.189,-660
9987,0.19,0.189,-660
9987,0.19,0.189,-660
9988,0.19,0.189,-660
9989,0.19,0.189,-660
9989,0.19,0.189,-660
9990,0.19,0.189,-660
9991,0.19,0.189,-660
9992,0.19,0.189,-660
9992,0.19,0.189,-660
9993,0.19,0.189,-660
9994,0.19,0.189,-660
9994,0.19,0.189,-660
9995,0.19,0.189,-660
9995,0.19,0.189,-660
9996,0.19,0.189,-660
9997,0.19,0.189,-660
9997,0.19,0.189,-660
9998,0.19,0.189,-660
9999,0.19,0.189,-660
9999,0.19,0.189,-660
10000,0.19,0.189,-660
10000,0.19,0.189,-660
10001,0.19,0.189,-660
10002,0.19,0.189,-660
10002,0.19,0.189,-660
10003,0.19,0.189,-660
10004,0.19,0.189,-660
10004,0.19,0.189,-660
10005,0.19,0.189,-660
10005,0.19,0.189,-660
10006,0.19,0.189,-660
10006,0.19,0.189,-660
10007,0.19,0.189,-660
10008,0.19,0.189,-660
10008,0.19,0.189,-660
10009,0.19,0.189,-660
10010,0.19,0.189,-660
10010,0.19,0.189,-660
10011,0.19,0.189,-660
10011,0.19,0.189,-660
10011,0.19,0.189,-660
10012,0.19,0.189,-660
10013,0.19,0.189,-660
10014,0.19,0.189,-660
10014,0.19,0.189,-660
10015,0.19,0.189,-660
10015,0.19,0.189,-660
10016,0.19,0.189,-660
10017,0.19,0.189,-660
10017,0.19,0.189,-660
10018,0.19,0.189,-660
10018,0.19,0.189,-660
10019,0.19,0.189,-660
10020,0.19,0.189,-660
10020,0.19,0.189,-660
10021,0.19,0.189,-660
10021,0.19,0.189,-660
10022,0.19,0.189,-660
10022,0.19,0.189,-660
10023,0.19,0.189,-660
10024,0.19,0.189,-660
10024,0.19,0.189,-660
10024,0.19,0.189,-660
10025,0.19,0.189,-660
10026,0.19,0.189,-660
10027,0.19,0.189,-660
10027,0.19,0.189,-660
10028,0.19,0.189,-660
10028,0.19,0.189,-660
10029,0.19,0.189,-660
10029,0.19,0.189,-660
10030,0.19,0.189,-660
10031,0.19,0.189,-660
10031,0.19,0.189,-660
10032,0.19,0.189,-660
10032,0.19,0.189,-660
10033,0.19,0.189,-660
10034,0.19,0.189,-660
10033,0.19,0.189,-660
10035,0.19,0.189,-660
10035,0.19,0.189,-660
10036,0.19,0.189,-660
10037,0.19,0.189,-660
10037,0.19,0.189,-660
10038,0.19,0.189,-660
10039,0.19,0.189,-660
10039,0.19,0.189,-660
10040,0.19,0.189,-660
10040,0.19,0.189,-660
10041,0.19,0.189,-660
10041,0.19,0.189,-660
10042,0.19,0.189,-660
10043,0.19,0.189,-660
10043,0.19,0.189,-660
10044,0.19,0.189,-660
10044,0.19,0.189,-660
10045,0.19,0.189,-660
10045,0.19,0.189,-660
10046,0.19,0.189,-660
10047,0.19,0.189,-660
10047,0.19,0.189,-660
10048,0.19,0.189,-660
10048,0.19,0.189,-660
10049,0.19,0.189,-660
10049,0.19,0.189,-660
10050,0.19,0.189,-660
10051,0.19,0.189,-660
10051,0.19,0.189,-660
10052,0.19,0.189,-660
10052,0.19,0.189,-660
10053,0.19,0.189,-660
10054,0.19,0.189,-660
10054,0.19,0.189,-660
10055,0.19,0.189,-660
10055,0.19,0.189,-660
10056,0.19,0.189,-660
10056,0.19,0.189,-660
10057,0.19,0.189,-660
10058,0.19,0.189,-660
10058,0.19,0.189,-660
10059,0.19,0.189,-660
10059,0.19,0.189,-660
10060,0.19,0.189,-660
