evt_cmd_vt03_trigger,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,vt03_toe
0,1,0,1,9469,-9662,159900.0,3,2,143267,2865383,0,0
0,1,0,1,9483,-9698,159900.0,3,2,143268,2865403,0,0
0,1,0,1,9500,-9683,159900.0,3,2,143269,2865423,0,0
0,1,0,1,9496,-9662,159900.0,3,2,143270,2865443,0,0
0,1,0,1,9477,-9689,159900.0,3,2,143271,2865463,0,0
0,1,0,1,9471,-9652,159900.0,3,2,143272,2865483,0,0
0,1,0,1,9473,-9702,159900.0,3,2,143273,2865503,0,0
0,1,0,1,9477,-9666,159900.0,3,2,143274,2865523,0,0
0,1,0,1,9475,-9673,159900.0,3,2,143275,2865543,0,0
0,1,0,1,9485,-9708,159900.0,3,2,143276,2865563,0,0
0,1,0,1,9492,-9664,159900.0,3,2,143277,2865583,0,0
0,1,0,1,9494,-9694,159900.0,3,2,143278,2865603,0,0
0,1,0,1,9498,-9664,159900.0,3,2,143279,2865623,0,0
0,1,0,1,9481,-9671,159900.0,3,2,143280,2865643,0,0
0,1,0,1,9477,-9706,159900.0,3,2,143281,2865663,0,0
0,1,0,1,9464,-9668,159900.0,3,2,143282,2865683,0,0
0,1,0,1,9481,-9702,159900.0,3,2,143283,2865703,0,0
0,1,0,1,9500,-9668,159900.0,3,2,143284,2865723,0,0
0,1,0,1,9500,-9696,159900.0,3,2,143285,2865743,0,0
0,1,0,1,9483,-9694,159900.0,3,2,143286,2865763,0,0
0,1,0,1,9458,-9660,159900.0,3,2,143287,2865783,0,0
0,1,0,1,9452,-9694,159900.0,3,2,143288,2865803,0,0
0,1,0,1,9473,-9658,159900.0,3,2,143289,2865823,0,0
0,1,0,1,9494,-9698,159900.0,3,2,143290,2865843,0,0
0,1,0,1,9508,-9673,159900.0,3,2,143291,2865863,0,0
0,1,0,1,9504,-9654,159900.0,3,2,143292,2865883,0,0
0,1,0,1,9483,-9706,159900.0,3,2,143293,2865903,0,0
0,1,0,1,9469,-9668,159900.0,3,2,143294,2865923,0,0
0,1,0,1,9469,-9685,159900.0,3,2,143295,2865943,0,0
0,1,0,1,9475,-9673,159900.0,3,2,143296,2865963,0,0
0,1,0,1,9496,-9658,159900.0,3,2,143297,2865983,0,0
0,1,0,1,9510,-9710,159900.0,3,2,143298,2866003,0,0
0,1,0,1,9498,-9662,159900.0,3,2,143299,2866023,0,0
0,1,0,1,9479,-9700,159900.0,3,2,143300,2866043,0,0
0,1,0,1,9471,-9679,159900.0,3,2,143301,2866063,0,0
0,1,0,1,9471,-9685,159900.0,3,2,143302,2866083,0,0
0,1,0,1,9485,-9706,159900.0,3,2,143303,2866103,0,0
0,1,0,1,9492,-9656,159900.0,3,2,143304,2866123,0,0
0,1,0,1,9498,-9696,159900.0,3,2,143305,2866143,0,0
0,1,0,1,9485,-9668,159900.0,3,2,143306,2866163,0,0
0,1,0,1,9483,-9679,159900.0,3,2,143307,2866183,0,0
0,1,0,1,9475,-9702,159900.0,3,2,143308,2866203,0,0
0,1,0,1,9475,-9654,159900.0,3,2,143309,2866223,0,0
0,1,0,1,9477,-9702,159900.0,3,2,143310,2866243,0,0
0,1,0,1,9483,-9679,159900.0,3,2,143311,2866263,0,0
0,1,0,1,9500,-9668,159900.0,3,2,143312,2866283,0,0
0,1,0,1,9508,-9683,159900.0,3,2,143313,2866303,0,0
0,1,0,1,9485,-9654,159900.0,3,2,143314,2866323,0,0
0,1,0,1,9477,-9706,159900.0,3,2,143315,2866343,0,0
0,1,0,1,9458,-9662,159900.0,3,2,143316,2866363,0,0
0,1,0,1,9473,-9683,159900.0,3,2,143317,2866383,0,0
0,1,0,1,9487,-9687,159900.0,3,2,143318,2866403,0,0
0,1,0,1,9513,-9673,159900.0,3,2,143319,2866423,0,0
0,1,0,1,9506,-9710,159900.0,3,2,143320,2866443,0,0
0,1,0,1,9483,-9652,159900.0,3,2,143321,2866463,0,0
0,1,0,1,9462,-9691,159900.0,3,2,143322,2866483,0,0
0,1,0,1,9450,-9704,159900.0,3,2,143323,2866503,0,0
0,1,0,1,9469,-9673,159900.0,3,2,143324,2866523,0,0
0,1,0,1,9504,-9704,159900.0,3,2,143325,2866543,0,0
0,1,0,1,9515,-9658,159900.0,3,2,143326,2866563,0,0
0,1,0,1,9492,-9698,159900.0,3,2,143327,2866583,0,0
0,1,0,1,9479,-9685,159900.0,3,2,143328,2866603,0,0
0,1,0,1,9473,-9658,159900.0,3,2,143329,2866623,0,0
0,1,0,1,9471,-9689,159900.0,3,2,143330,2866643,0,0
0,1,0,1,9481,-9652,159900.0,3,2,143331,2866663,0,0
0,1,0,1,9496,-9700,159900.0,3,2,143332,2866683,0,0
0,1,0,1,9496,-9666,159900.0,3,2,143333,2866703,0,0
0,1,0,1,9498,-9673,159900.0,3,2,143334,2866723,0,0
0,1,0,1,9479,-9691,159900.0,3,2,143335,2866743,0,0
0,1,0,1,9471,-9671,159900.0,3,2,143336,2866763,0,0
0,1,0,1,9471,-9708,159900.0,3,2,143337,2866783,0,0
0,1,0,1,9473,-9658,159900.0,3,2,143338,2866803,0,0
0,1,0,1,9483,-9687,159900.0,3,2,143339,2866823,0,0
0,1,0,1,9492,-9694,159900.0,3,2,143340,2866843,0,0
0,1,0,1,9494,-9668,159900.0,3,2,143341,2866863,0,0
0,1,0,1,9502,-9702,159900.0,3,2,143342,2866883,0,0
0,1,0,1,9483,-9668,159900.0,3,2,143343,2866903,0,0
0,1,0,1,9473,-9687,159900.0,3,2,143344,2866923,0,0
0,1,0,1,9467,-9702,159900.0,3,2,143345,2866943,0,0
0,1,0,1,9481,-9654,159900.0,3,2,143346,2866963,0,0
0,1,0,1,9498,-9700,159900.0,3,2,143347,2866983,0,0
0,1,0,1,9513,-9664,159900.0,3,2,143348,2867003,0,0
0,1,0,1,9500,-9691,159900.0,3,2,143349,2867023,0,0
0,1,0,1,9481,-9679,159900.0,3,2,143350,2867043,0,0
0,1,0,1,9452,-9650,159900.0,3,2,143351,2867063,0,0
0,1,0,1,9454,-9694,159900.0,3,2,143352,2867083,0,0
0,1,0,1,9492,-9664,159900.0,3,2,143353,2867103,0,0
0,1,0,1,9510,-9700,159900.0,3,2,143354,2867123,0,0
0,1,0,1,9504,-9664,159900.0,3,2,143355,2867143,0,0
0,1,0,1,9483,-9656,159900.0,3,2,143356,2867163,0,0
0,1,0,1,9469,-9708,159900.0,3,2,143357,2867183,0,0
0,1,0,1,9469,-9662,159900.0,3,2,143358,2867203,0,0
0,1,0,1,9473,-9694,159900.0,3,2,143359,2867223,0,0
0,1,0,1,9492,-9681,159900.0,3,2,143360,2867243,0,0
0,1,0,1,9506,-9681,159900.0,3,2,143361,2867263,0,0
0,1,0,1,9500,-9708,159900.0,3,2,143362,2867283,0,0
0,1,0,1,9494,-9654,159900.0,3,2,143363,2867303,0,0
0,1,0,1,9477,-9696,159900.0,3,2,143364,2867323,0,0
0,1,0,1,9469,-9668,159900.0,3,2,143365,2867343,0,0
0,1,0,1,9467,-9685,159900.0,3,2,143366,2867363,0,0
0,1,0,1,9479,-9679,159900.0,3,2,143367,2867383,0,0
0,1,0,1,9492,-9647,159900.0,3,2,143368,2867403,0,0
0,1,0,1,9492,-9696,159900.0,3,2,143369,2867423,0,0
0,1,0,1,9487,-9675,159900.0,3,2,143370,2867443,0,0
0,1,0,1,9490,-9696,159900.0,3,2,143371,2867463,0,0
0,1,0,1,9479,-9679,159900.0,3,2,143372,2867483,0,0
0,1,0,1,9475,-9656,159900.0,3,2,143373,2867503,0,0
0,1,0,1,9469,-9708,159900.0,3,2,143374,2867523,0,0
0,1,0,1,9487,-9662,159900.0,3,2,143375,2867543,0,0
0,1,0,1,9502,-9689,159900.0,3,2,143376,2867563,0,0
0,1,0,1,9515,-9675,159900.0,3,2,143377,2867583,0,0
0,1,0,1,9496,-9675,159900.0,3,2,143378,2867603,0,0
0,1,0,1,9477,-9700,159900.0,3,2,143379,2867623,0,0
0,1,0,1,9456,-9650,159900.0,3,2,143380,2867643,0,0
0,1,0,1,9473,-9691,159900.0,3,2,143381,2867663,0,0
0,1,0,1,9498,-9658,159900.0,3,2,143382,2867683,0,0
0,1,0,1,9508,-9689,159900.0,3,2,143383,2867703,0,0
0,1,0,1,9500,-9675,159900.0,3,2,143384,2867723,0,0
0,1,0,1,9483,-9647,159900.0,3,2,143385,2867743,0,0
0,1,0,1,9462,-9700,159900.0,3,2,143386,2867763,0,0
0,1,0,1,9469,-9662,159900.0,3,2,143387,2867783,0,0
0,1,0,1,9479,-9681,159900.0,3,2,143388,2867803,0,0
0,1,0,1,9496,-9671,159900.0,3,2,143389,2867823,0,0
0,1,0,1,9508,-9660,159900.0,3,2,143390,2867843,0,0
0,1,0,1,9500,-9710,159900.0,3,2,143391,2867863,0,0
0,1,0,1,9494,-9664,159900.0,3,2,143392,2867883,0,0
0,1,0,1,9477,-9702,159900.0,3,2,143393,2867903,0,0
0,1,0,1,9469,-9675,159900.0,3,2,143394,2867923,0,0
0,1,0,1,9479,-9685,159900.0,3,2,143395,2867943,0,0
