evt_cmd_vt03_trigger,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,vt03_toe
0,1,0,1,9487,-9698,159900.0,3,2,142937,2858783,0,0
0,1,0,1,9473,-9656,159900.0,3,2,142938,2858803,0,0
0,1,0,1,9471,-9704,159900.0,3,2,142939,2858823,0,0
0,1,0,1,9483,-9671,159900.0,3,2,142940,2858843,0,0
0,1,0,1,9500,-9677,159900.0,3,2,142941,2858863,0,0
0,1,0,1,9500,-9679,159900.0,3,2,142942,2858883,0,0
0,1,0,1,9498,-9658,159900.0,3,2,142943,2858903,0,0
0,1,0,1,9481,-9706,159900.0,3,2,142944,2858923,0,0
0,1,0,1,9477,-9664,159900.0,3,2,142945,2858943,0,0
0,1,0,1,9475,-9694,159900.0,3,2,142946,2858963,0,0
0,1,0,1,9477,-9681,159900.0,3,2,142947,2858983,0,0
0,1,0,1,9483,-9677,159900.0,3,2,142948,2859003,0,0
0,1,0,1,9490,-9708,159900.0,3,2,142949,2859023,0,0
0,1,0,1,9490,-9654,159900.0,3,2,142950,2859043,0,0
0,1,0,1,9498,-9696,159900.0,3,2,142951,2859063,0,0
0,1,0,1,9483,-9704,159900.0,3,2,142952,2859083,0,0
0,1,0,1,9477,-9679,159900.0,3,2,142953,2859103,0,0
0,1,0,1,9475,-9708,159900.0,3,2,142954,2859123,0,0
0,1,0,1,9490,-9666,159900.0,3,2,142955,2859143,0,0
0,1,0,1,9500,-9700,159900.0,3,2,142956,2859163,0,0
0,1,0,1,9515,-9694,159900.0,3,2,142957,2859183,0,0
0,1,0,1,9494,-9660,159900.0,3,2,142958,2859203,0,0
0,1,0,1,9479,-9691,159900.0,3,2,142959,2859223,0,0
0,1,0,1,9460,-9654,159900.0,3,2,142960,2859243,0,0
0,1,0,1,9471,-9700,159900.0,3,2,142961,2859263,0,0
0,1,0,1,9490,-9677,159900.0,3,2,142962,2859283,0,0
0,1,0,1,9513,-9660,159900.0,3,2,142963,2859303,0,0
0,1,0,1,9494,-9700,159900.0,3,2,142964,2859323,0,0
0,1,0,1,9469,-9668,159900.0,3,2,142965,2859343,0,0
0,1,0,1,9456,-9683,159900.0,3,2,142966,2859363,0,0
0,1,0,1,9471,-9681,159900.0,3,2,142967,2859383,0,0
0,1,0,1,9485,-9660,159900.0,3,2,142968,2859403,0,0
0,1,0,1,9508,-9712,159900.0,3,2,142969,2859423,0,0
0,1,0,1,9513,-9668,159900.0,3,2,142970,2859443,0,0
0,1,0,1,9494,-9691,159900.0,3,2,142971,2859463,0,0
0,1,0,1,9475,-9691,159900.0,3,2,142972,2859483,0,0
